BAKSAN     LATITUDE    43.28     LONGITUDE     42.69     ALTITUDE    1700 M
BAKSAN     INSTRUMENT   6NM64    NEUTRON MONITOR     
BAKSAN     STANDARD PRESSURE    820     MB     COEFFICIENT   -0.73     % / MB
BAKSAN     241121 300  193500-194000   00     106.36  832.3    109.72    -1.27    -1.27
BAKSAN     241121 300  194000-194500   00     108.19  832.6    111.86     0.65     0.65
BAKSAN     241121 300  194500-195000   00     107.33  832.6    110.92    -0.19    -0.19
BAKSAN     241121 300  195000-195500   00     107.02  832.6    110.61    -0.47    -0.47
BAKSAN     241121 300  195500-200000   00     108.78  832.6    112.44     1.17     1.17
BAKSAN     241121 300  200000-200500   00     107.28  832.6    110.91    -0.20    -0.20
BAKSAN     241121 300  200500-201000   00     106.85  832.6    110.43    -0.63    -0.63
BAKSAN     241121 300  201000-201500   00     106.58  832.6    110.16    -0.88    -0.88
BAKSAN     241121 300  201500-202000   00     105.38  832.7    108.97    -1.94    -1.94
BAKSAN     241121 300  202000-202500   00     106.68  832.6    110.31    -0.74    -0.74
BAKSAN     241121 300  202500-203000   00     107.12  832.6    110.73    -0.36    -0.36
BAKSAN     241121 300  203000-203500   00     106.29  832.7    109.94    -1.07    -1.07
BAKSAN     241121 300  203500-204000   00     105.78  832.7    109.41    -1.55    -1.55
BAKSAN     241121 300  204000-204500   00     107.72  832.7    111.45     0.29     0.29
BAKSAN     241121 300  204500-205000   00     107.25  832.8    111.00    -0.12    -0.12
BAKSAN     241121 300  205000-205500   00     107.55  832.7    111.22     0.08     0.08
BAKSAN     241121 300  205500-210000   00     106.94  832.5    110.48    -0.59    -0.59
BAKSAN     241121 300  210000-210500   00     109.18  832.5    112.81     1.51     1.51
BAKSAN     241121 300  210500-211000   00     107.30  832.6    110.89    -0.22    -0.22
BAKSAN     241121 300  211000-211500   00     107.48  832.7    111.17     0.04     0.04
BAKSAN     241121 300  211500-212000   00     108.29  832.6    111.93     0.72     0.72
BAKSAN     241121 300  212000-212500   00     107.32  832.6    110.91    -0.20    -0.20
BAKSAN     241121 300  212500-213000   00     107.66  832.5    111.21     0.07     0.07
BAKSAN     241121 300  213000-213500   00     105.99  832.7    109.62    -1.36    -1.36
BAKSAN     241121 300  213500-214000   00     107.01  832.5    110.50    -0.57    -0.57
BAKSAN     241121 300  214000-214500   00     107.08  832.5    110.64    -0.44    -0.44
BAKSAN     241121 300  214500-215000   00     106.70  832.6    110.30    -0.75    -0.75
BAKSAN     241121 300  215000-215500   00     106.44  832.7    110.13    -0.90    -0.90
BAKSAN     241121 300  215500-220000   00     107.68  832.6    111.27     0.12     0.12
BAKSAN     241121 300  220000-220500   00     105.23  832.4    108.64    -2.25    -2.25
BAKSAN     241121 300  220500-221000   00     107.12  832.4    110.54    -0.53    -0.53
BAKSAN     241121 300  221000-221500   00     106.94  832.4    110.40    -0.66    -0.66
BAKSAN     241121 300  221500-222000   00     106.68  832.5    110.16    -0.87    -0.87
BAKSAN     241121 300  222000-222500   00     107.63  832.5    111.18     0.04     0.04
BAKSAN     241121 300  222500-223000   00     106.29  832.7    109.92    -1.09    -1.09
BAKSAN     241121 300  223000-223500   00     107.71  832.5    111.23     0.09     0.09
BAKSAN     241121 300  223500-224000   00     109.01  832.7    112.75     1.46     1.46
BAKSAN     241121 300  224000-224500   00     105.77  832.6    109.30    -1.65    -1.65
BAKSAN     241121 300  224500-225000   00     106.39  832.6    109.96    -1.05    -1.05
BAKSAN     241121 300  225000-225500   00     107.11  832.7    110.83    -0.27    -0.27
BAKSAN     241121 300  225500-230000   00     106.74  832.8    110.48    -0.59    -0.59
BAKSAN     241121 300  230000-230500   00     105.90  832.6    109.45    -1.51    -1.51
BAKSAN     241121 300  230500-231000   00     106.93  832.7    110.58    -0.50    -0.50
BAKSAN     241121 300  231000-231500   00     110.26  832.9    114.24     2.79     2.79
BAKSAN     241121 300  231500-232000   00     107.76  832.8    111.58     0.40     0.40
BAKSAN     241121 300  232000-232500   00     107.70  832.7    111.45     0.28     0.28
BAKSAN     241121 300  232500-233000   00     107.27  832.8    111.03    -0.09    -0.09
BAKSAN     241121 300  233000-233500   00     104.91  832.9    108.69    -2.20    -2.20
BAKSAN     241121 300  233500-234000   00     107.58  832.7    111.32     0.17     0.17
BAKSAN     241121 300  234000-234500   00     106.03  832.9    109.83    -1.17    -1.17
BAKSAN     241121 300  234500-235000   00     108.02  832.6    111.64     0.45     0.45
BAKSAN     241121 300  235000-235500   00     107.57  832.5    111.15     0.01     0.01
BAKSAN     241121 300  235500-240000   00     107.48  832.5    111.02    -0.10    -0.10
BAKSAN     241122 300  000000-000500   00     108.99  832.5    112.59     1.31     1.31
BAKSAN     241122 300  000500-001000   00     105.80  832.5    109.27    -1.68    -1.68
BAKSAN     241122 300  001000-001500   00     107.81  832.5    111.39     0.23     0.23
BAKSAN     241122 300  001500-002000   00     106.49  832.7    110.14    -0.89    -0.89
BAKSAN     241122 300  002000-002500   00     107.37  832.8    111.11    -0.02    -0.02
BAKSAN     241122 300  002500-003000   00     105.23  832.8    108.92    -1.99    -1.99
BAKSAN     241122 300  003000-003500   00     107.21  832.9    111.03    -0.09    -0.09
BAKSAN     241122 300  003500-004000   00     106.31  832.8    110.04    -0.98    -0.98
BAKSAN     241122 300  004000-004500   00     108.43  832.8    112.23     0.99     0.99
BAKSAN     241122 300  004500-005000   00     107.44  832.8    111.21     0.07     0.07
BAKSAN     241122 300  005000-005500   00     109.14  832.5    112.76     1.46     1.46
BAKSAN     241122 300  005500-010000   00     108.00  832.6    111.61     0.43     0.43
BAKSAN     241122 300  010000-010500   00     107.57  832.7    111.30     0.15     0.15
BAKSAN     241122 300  010500-011000   00     106.17  832.6    109.74    -1.26    -1.26
BAKSAN     241122 300  011000-011500   00     106.75  832.6    110.38    -0.68    -0.68
BAKSAN     241122 300  011500-012000   00     108.03  833.0    111.96     0.74     0.74
BAKSAN     241122 300  012000-012500   00     107.23  832.9    111.05    -0.08    -0.08
BAKSAN     241122 300  012500-013000   00     106.14  833.0    110.07    -0.96    -0.96
BAKSAN     241122 300  013000-013500   00     106.93  833.1    110.90    -0.21    -0.21
BAKSAN     241122 300  013500-014000   00     107.33  833.2    111.46     0.30     0.30
BAKSAN     241122 300  014000-014500   00     106.93  833.2    111.00    -0.12    -0.12
BAKSAN     241122 300  014500-015000   00     105.45  833.2    109.51    -1.46    -1.46
BAKSAN     241122 300  015000-015500   00     107.46  833.4    111.69     0.50     0.50
BAKSAN     241122 300  015500-020000   00     107.09  833.0    111.03    -0.09    -0.09
BAKSAN     241122 3600 020000-030000   00     107.01  833.8    111.54     0.37    -9999
BAKSAN     241122 3600 030000-040000   00     106.50  834.4    111.52     0.35    -9999
BAKSAN     241122 3600 040000-050000   00     105.87  834.7    111.08    -0.05    -9999
BAKSAN     241122 3600 050000-060000   00     106.03  835.1    111.57     0.39    -9999
BAKSAN     241122 3600 060000-070000   00     105.77  835.4    111.57     0.40    -9999
BAKSAN     241122 3600 070000-080000   00     106.05  835.7    112.09     0.86    -9999
BAKSAN     241122 3600 080000-090000   00     105.49  835.8    111.57     0.39    -9999
BAKSAN     241122 3600 090000-100000   00     106.08  835.7    112.15     0.92    -9999
BAKSAN     241122 3600 100000-110000   00     105.18  835.6    111.11    -0.02    -9999
BAKSAN     241122 3600 110000-120000   00     105.77  835.5    111.67     0.49    -9999
BAKSAN     241122 3600 120000-130000   00     106.30  835.7    112.33     1.08    -9999
BAKSAN     241122 3600 130000-140000   00     106.72  835.8    112.90     1.59    -9999
BAKSAN     241122 3600 140000-150000   00     105.92  836.1    112.25     1.00    -9999
BAKSAN     241122 3600 150000-160000   00     105.12  836.5    111.77     0.57    -9999
BAKSAN     241122 3600 160000-170000   00     105.71  836.5    112.39     1.13    -9999
BAKSAN     241122 3600 170000-180000   00     105.50  836.6    112.27     1.03    -9999
BAKSAN     241122 3600 180000-190000   00     105.52  836.7    112.36     1.10    -9999
BAKSAN     241122 3600 190000-200000   00     104.81  836.9    111.71     0.52    -9999
BAKSAN     241122 3600 200000-210000   00     105.46  836.8    112.39     1.13    -9999
BAKSAN     241122 3600 210000-220000   00     104.79  836.7    111.55     0.38    -9999
BAKSAN     241122 3600 220000-230000   00     104.53  836.6    111.19     0.05    -9999
BAKSAN     241122 3600 230000-240000   00     105.09  836.5    111.74     0.54    -9999
*
COMMENT DATA SOURCE: NMDB | DOWNLOADED ON 27.11.2024
COMMENT DETRENDING DONE BY IU
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:21:29 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE76/C076BKSN_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
