ALMA-ATA-B LATITUDE    43.14     LONGITUDE     76.6      ALTITUDE    3340 M
ALMA-ATA-B INSTRUMENT   18NM64    NEUTRON MONITOR     
ALMA-ATA-B STANDARD PRESSURE    675     MB     COEFFICIENT   -0.72     % / MB
ALMA-ATA-B PRE-INCREASE BASELINE TIME INTERVAL    170910    140000-160000   UT
ALMA-ATA-B PRE-INCREASE AVERAGE COUNTING RATE  1,410.05      COUNTS PER SECOND
ALMA-ATA-B TIME INTERVALS    300         3600     
ALMA-ATA-B SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (MB)      C/S
ALMA-ATA-B 170911 300  063000-063500   00    1319.50  681.8   1426.72     1.18    -9999
ALMA-ATA-B 170911 300  063500-064000   00    1316.78  681.9   1424.04     0.99    -9999
ALMA-ATA-B 170911 300  064000-064500   00    1316.88  681.8   1423.74     0.97    -9999
ALMA-ATA-B 170911 300  064500-065000   00    1307.34  681.8   1413.46     0.24    -9999
ALMA-ATA-B 170911 300  065000-065500   00    1314.90  681.9   1422.30     0.87    -9999
ALMA-ATA-B 170911 300  065500-070000   00    1314.16  681.9   1421.64     0.82    -9999
ALMA-ATA-B 170911 300  070000-070500   00    1315.64  681.9   1423.30     0.94    -9999
ALMA-ATA-B 170911 300  070500-071000   00    1307.48  681.9   1414.72     0.33    -9999
ALMA-ATA-B 170911 300  071000-071500   00    1318.52  682.0   1426.74     1.18    -9999
ALMA-ATA-B 170911 300  071500-072000   00    1310.84  681.9   1418.30     0.59    -9999
ALMA-ATA-B 170911 300  072000-072500   00    1312.42  681.9   1419.80     0.69    -9999
ALMA-ATA-B 170911 300  072500-073000   00    1315.42  682.0   1423.44     0.95    -9999
ALMA-ATA-B 170911 300  073000-073500   00    1316.40  682.0   1425.00     1.06    -9999
ALMA-ATA-B 170911 300  073500-074000   00    1314.56  682.0   1422.58     0.89    -9999
ALMA-ATA-B 170911 300  074000-074500   00    1310.46  681.9   1417.86     0.55    -9999
ALMA-ATA-B 170911 300  074500-075000   00    1311.76  681.9   1419.40     0.66    -9999
ALMA-ATA-B 170911 300  075000-075500   00    1319.54  682.0   1428.00     1.27    -9999
ALMA-ATA-B 170911 300  075500-080000   00    1311.78  682.0   1420.44     0.74    -9999
ALMA-ATA-B 170911 300  080000-080500   00    1316.66  682.1   1426.00     1.13    -9999
ALMA-ATA-B 170911 300  080500-081000   00    1314.46  682.1   1423.64     0.96    -9999
ALMA-ATA-B 170911 300  081000-081500   00    1321.34  682.1   1431.26     1.50    -9999
ALMA-ATA-B 170911 300  081500-082000   00    1314.48  682.1   1423.82     0.98    -9999
ALMA-ATA-B 170911 300  082000-082500   00    1311.92  682.1   1420.82     0.76    -9999
ALMA-ATA-B 170911 300  082500-083000   00    1306.58  682.0   1414.80     0.34    -9999
ALMA-ATA-B 170911 300  083000-083500   00    1308.08  682.0   1416.06     0.43    -9999
ALMA-ATA-B 170911 300  083500-084000   00    1304.14  681.9   1410.86     0.06    -9999
ALMA-ATA-B 170911 300  084000-084500   00    1312.14  681.9   1419.12     0.64    -9999
ALMA-ATA-B 170911 300  084500-085000   00    1318.62  681.9   1426.44     1.16    -9999
ALMA-ATA-B 170911 300  085000-085500   00    1308.68  681.9   1415.86     0.41    -9999
ALMA-ATA-B 170911 300  085500-090000   00    1314.18  682.0   1422.64     0.89    -9999
ALMA-ATA-B 170911 300  090000-090500   00    1312.82  682.0   1420.84     0.77    -9999
ALMA-ATA-B 170911 300  090500-091000   00    1313.46  682.0   1421.68     0.83    -9999
ALMA-ATA-B 170911 300  091000-091500   00    1311.96  682.0   1420.06     0.71    -9999
ALMA-ATA-B 170911 300  091500-092000   00    1311.40  682.1   1420.62     0.75    -9999
ALMA-ATA-B 170911 300  092000-092500   00    1307.90  682.1   1416.90     0.49    -9999
ALMA-ATA-B 170911 300  092500-093000   00    1302.66  682.1   1411.16     0.08    -9999
ALMA-ATA-B 170911 300  093000-093500   00    1308.14  682.0   1416.14     0.43    -9999
ALMA-ATA-B 170911 300  093500-094000   00    1300.62  681.9   1407.34    -0.19    -9999
ALMA-ATA-B 170911 300  094000-094500   00    1304.20  682.1   1412.60     0.18    -9999
ALMA-ATA-B 170911 300  094500-095000   00    1317.52  682.2   1428.68     1.32    -9999
ALMA-ATA-B 170911 300  095000-095500   00    1309.76  682.3   1421.02     0.78    -9999
ALMA-ATA-B 170911 300  095500-100000   00    1314.02  682.3   1425.20     1.07    -9999
ALMA-ATA-B 170911 300  100000-100500   00    1315.20  682.2   1425.24     1.08    -9999
ALMA-ATA-B 170911 300  100500-101000   00    1302.92  682.0   1410.38     0.02    -9999
ALMA-ATA-B 170911 300  101000-101500   00    1307.54  682.0   1415.66     0.40    -9999
ALMA-ATA-B 170911 300  101500-102000   00    1307.60  682.2   1417.46     0.53    -9999
ALMA-ATA-B 170911 300  102000-102500   00    1304.86  682.2   1414.66     0.33    -9999
ALMA-ATA-B 170911 300  102500-103000   00    1307.98  682.2   1417.92     0.56    -9999
ALMA-ATA-B 170911 300  103000-103500   00    1302.64  682.3   1412.76     0.19    -9999
ALMA-ATA-B 170911 300  103500-104000   00    1306.26  682.3   1417.44     0.52    -9999
ALMA-ATA-B 170911 300  104000-104500   00    1307.18  682.3   1417.98     0.56    -9999
ALMA-ATA-B 170911 300  104500-105000   00    1318.30  682.4   1430.74     1.47    -9999
ALMA-ATA-B 170911 300  105000-105500   00    1300.36  682.5   1412.08     0.14    -9999
ALMA-ATA-B 170911 300  105500-110000   00    1311.94  682.5   1425.12     1.07    -9999
ALMA-ATA-B 170911 300  110000-110500   00    1301.40  682.5   1414.10     0.29    -9999
ALMA-ATA-B 170911 300  110500-111000   00    1299.36  682.6   1412.24     0.16    -9999
ALMA-ATA-B 170911 300  111000-111500   00    1304.04  682.5   1416.30     0.44    -9999
ALMA-ATA-B 170911 300  111500-112000   00    1301.88  682.5   1413.94     0.28    -9999
ALMA-ATA-B 170911 300  112000-112500   00    1305.58  682.5   1418.42     0.59    -9999
ALMA-ATA-B 170911 300  112500-113000   00    1305.70  682.4   1417.90     0.56    -9999
ALMA-ATA-B 170911 300  113000-113500   00    1294.86  682.6   1407.34    -0.19    -9999
ALMA-ATA-B 170911 300  113500-114000   00    1304.40  682.6   1417.58     0.53    -9999
ALMA-ATA-B 170911 300  114000-114500   00    1305.70  682.5   1418.60     0.61    -9999
ALMA-ATA-B 170911 300  114500-115000   00    1306.70  682.6   1420.06     0.71    -9999
ALMA-ATA-B 170911 300  115000-115500   00    1305.96  682.6   1419.70     0.68    -9999
ALMA-ATA-B 170911 300  115500-120000   00    1296.46  682.6   1409.60    -0.03    -9999
ALMA-ATA-B 170911 3600 120000-130000   00    1300.53  682.7   1415.27     0.37    -9999
ALMA-ATA-B 170911 3600 130000-140000   00    1299.35  682.8   1414.71     0.33    -9999
ALMA-ATA-B 170911 3600 140000-150000   00    1294.48  683.1   1412.48     0.17    -9999
ALMA-ATA-B 170911 3600 150000-160000   00    1297.50  683.1   1415.84     0.41    -9999
ALMA-ATA-B 170911 3600 160000-170000   00    1304.52  682.6   1418.19     0.58    -9999
ALMA-ATA-B 170911 3600 170000-180000   00    1307.82  682.3   1418.79     0.62    -9999
ALMA-ATA-B 170911 3600 180000-190000   00    1314.73  681.8   1421.36     0.80    -9999
ALMA-ATA-B 170911 3600 190000-200000   00    1317.52  681.5   1420.70     0.76    -9999
ALMA-ATA-B 170911 3600 200000-210000   00    1318.62  681.3   1420.82     0.76    -9999
ALMA-ATA-B 170911 3600 210000-220000   00    1318.14  681.4   1421.16     0.79    -9999
ALMA-ATA-B 170911 3600 220000-230000   00    1314.59  681.4   1416.87     0.48    -9999
ALMA-ATA-B 170911 3600 230000-240000   00    1315.48  681.3   1417.16     0.50    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:21:59 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE72/C072AATB.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
