OULU       LATITUDE    65.02     LONGITUDE     25.5      ALTITUDE    0 M
OULU       INSTRUMENT   9NM64    NEUTRON MONITOR     	
OULU       STANDARD PRESSURE    1000    MB     COEFFICIENT   -0.74     % / MB
OULU       170910 300  140500-141000   00     106.93  997.6    105.27    -1.23    -9999
OULU       170910 300  141000-141500   00     109.37  997.6    107.63     0.98    -9999
OULU       170910 300  141500-142000   00     108.95  997.6    107.23     0.60    -9999
OULU       170910 300  142000-142500   00     108.98  997.6    107.25     0.62    -9999
OULU       170910 300  142500-143000   00     108.43  997.6    106.75     0.15    -9999
OULU       170910 300  143000-143500   00     108.62  997.6    106.90     0.29    -9999
OULU       170910 300  143500-144000   00     108.97  997.6    107.28     0.65    -9999
OULU       170910 300  144000-144500   00     108.62  997.6    106.92     0.31    -9999
OULU       170910 300  144500-145000   00     109.00  997.5    107.22     0.59    -9999
OULU       170910 300  145000-145500   00     108.02  997.6    106.32    -0.25    -9999
OULU       170910 300  145500-150000   00     107.93  997.5    106.17    -0.39    -9999
OULU       170910 300  150000-150500   00     108.75  997.5    106.93     0.32    -9999
OULU       170910 300  150500-151000   00     107.72  997.4    105.88    -0.66    -9999
OULU       170910 300  151000-151500   00     108.57  997.4    106.67     0.08    -9999
OULU       170910 300  151500-152000   00     108.83  997.4    106.92     0.31    -9999
OULU       170910 300  152000-152500   00     108.87  997.3    106.90     0.29    -9999
OULU       170910 300  152500-153000   00     108.03  997.3    106.10    -0.46    -9999
OULU       170910 300  153000-153500   00     107.78  997.3    105.85    -0.69    -9999
OULU       170910 300  153500-154000   00     109.32  997.2    107.30     0.67    -9999
OULU       170910 300  154000-154500   00     107.72  997.2    105.67    -0.86    -9999
OULU       170910 300  154500-155000   00     108.12  997.2    106.07    -0.48    -9999
OULU       170910 300  155000-155500   00     107.42  997.2    105.40    -1.11    -9999
OULU       170910 300  155500-160000   00     109.33  997.2    107.27     0.64    -9999
OULU       170910 300  160000-160500   00     107.22  997.1    105.17    -1.33    -1.49
OULU       170910 300  160500-161000   00     109.52  997.1    107.40     0.76     0.59
OULU       170910 300  161000-161500   00     109.07  997.1    106.95     0.34     0.16
OULU       170910 300  161500-162000   00     109.90  997.1    107.73     1.07     0.88
OULU       170910 300  162000-162500   00     107.15  997.0    105.03    -1.46    -1.67
OULU       170910 300  162500-163000   00     109.70  997.1    107.53     0.89     0.67
OULU       170910 300  163000-163500   00     110.52  997.2    108.43     1.73     1.50
OULU       170910 300  163500-164000   00     110.87  997.2    108.77     2.05     1.80
OULU       170910 300  164000-164500   00     111.50  997.1    109.33     2.57     2.31
OULU       170910 300  164500-165000   00     113.28  997.1    111.08     4.22     3.95
OULU       170910 300  165000-165500   00     114.97  997.2    112.78     5.81     5.53
OULU       170910 300  165500-170000   00     111.97  997.2    109.87     3.08     2.78
OULU       170910 300  170000-170500   00     112.52  997.1    110.33     3.51     3.20
OULU       170910 300  170500-171000   00     113.82  997.1    111.60     4.70     4.38
OULU       170910 300  171000-171500   00     112.63  997.1    110.42     3.60     3.26
OULU       170910 300  171500-172000   00     113.95  997.1    111.68     4.78     4.43
OULU       170910 300  172000-172500   00     114.00  997.1    111.75     4.84     4.48
OULU       170910 300  172500-173000   00     112.48  997.1    110.27     3.46     3.09
OULU       170910 300  173000-173500   00     112.77  997.0    110.53     3.70     3.31
OULU       170910 300  173500-174000   00     112.48  997.0    110.23     3.42     3.02
OULU       170910 300  174000-174500   00     113.23  997.0    110.93     4.08     3.67
OULU       170910 300  174500-175000   00     113.42  997.0    111.10     4.23     3.80
OULU       170910 300  175000-175500   00     113.23  997.0    110.92     4.07     3.63
OULU       170910 300  175500-180000   00     112.53  997.0    110.28     3.47     3.02
OULU       170910 300  180000-180500   00     111.38  997.1    109.20     2.45     1.99
OULU       170910 300  180500-181000   00     113.85  997.1    111.65     4.75     4.27
OULU       170910 300  181000-181500   00     113.12  997.2    110.97     4.11     3.62
OULU       170910 300  181500-182000   00     113.03  997.2    110.88     4.03     3.53
OULU       170910 300  182000-182500   00     114.00  997.1    111.80     4.89     4.38
OULU       170910 300  182500-183000   00     113.80  997.1    111.63     4.73     4.20
OULU       170910 300  183000-183500   00     114.35  997.2    112.17     5.24     4.70
OULU       170910 300  183500-184000   00     114.58  997.2    112.43     5.48     4.93
OULU       170910 300  184000-184500   00     111.12  997.2    109.07     2.33     1.76
OULU       170910 300  184500-185000   00     112.02  997.3    109.98     3.18     2.60
OULU       170910 300  185000-185500   00     112.07  997.3    110.02     3.22     2.63
OULU       170910 300  185500-190000   00     113.03  997.2    110.97     4.11     3.51
OULU       170910 300  190000-190500   00     112.58  997.2    110.52     3.69     3.07
OULU       170910 300  190500-191000   00     112.75  997.2    110.68     3.84     3.21
OULU       170910 300  191000-191500   00     112.37  997.2    110.30     3.48     2.84
OULU       170910 300  191500-192000   00     111.97  997.3    109.95     3.16     2.50
OULU       170910 300  192000-192500   00     111.23  997.3    109.22     2.47     1.80
OULU       170910 300  192500-193000   00     112.58  997.2    110.52     3.69     3.01
OULU       170910 300  193000-193500   00     112.68  997.3    110.62     3.78     3.09
OULU       170910 300  193500-194000   00     110.70  997.3    108.67     1.95     1.24
OULU       170910 300  194000-194500   00     113.18  997.3    111.13     4.26     3.54
OULU       170910 300  194500-195000   00     112.20  997.3    110.17     3.36     2.63
OULU       170910 300  195000-195500   00     110.50  997.3    108.53     1.82     1.07
OULU       170910 300  195500-200000   00     111.97  997.3    109.97     3.17     2.41
OULU       170910 300  200000-200500   00     112.00  997.3    110.02     3.22     2.45
OULU       170910 300  200500-201000   00     111.15  997.4    109.20     2.45     1.67
OULU       170910 300  201000-201500   00     112.37  997.4    110.42     3.60     2.80
OULU       170910 300  201500-202000   00     111.52  997.4    109.63     2.86     2.05
OULU       170910 300  202000-202500   00     112.47  997.5    110.60     3.77     2.95
OULU       170910 300  202500-203000   00     111.07  997.6    109.28     2.53     1.69
OULU       170910 300  203000-203500   00     113.03  997.6    111.28     4.40     3.55
OULU       170910 300  203500-204000   00     111.65  997.6    109.90     3.11     2.25
OULU       170910 300  204000-204500   00     111.63  997.7    109.95     3.16     2.29
OULU       170910 300  204500-205000   00     109.00  997.6    107.32     0.69    -0.20
OULU       170910 300  205000-205500   00     110.77  997.6    109.05     2.31     1.41
OULU       170910 300  205500-210000   00     110.63  997.6    108.90     2.17     1.26
OULU       170910 300  210000-210500   00     110.97  997.6    109.20     2.45     1.53
OULU       170910 300  210500-211000   00     110.85  997.6    109.08     2.34     1.40
OULU       170910 300  211000-211500   00     113.18  997.6    111.38     4.50     3.55
OULU       170910 300  211500-212000   00     111.58  997.5    109.75     2.97     2.01
OULU       170910 300  212000-212500   00     111.53  997.5    109.68     2.90     1.92
OULU       170910 300  212500-213000   00     113.28  997.5    111.43     4.54     3.55
OULU       170910 300  213000-213500   00     111.27  997.5    109.47     2.71     1.71
OULU       170910 300  213500-214000   00     110.37  997.5    108.57     1.86     0.85
OULU       170910 300  214000-214500   00     110.70  997.5    108.90     2.17     1.14
OULU       170910 300  214500-215000   00     110.23  997.5    108.45     1.75     0.71
OULU       170910 300  215000-215500   00     110.65  997.5    108.85     2.12     1.07
OULU       170910 300  215500-220000   00     109.25  997.5    107.47     0.83    -0.24
OULU       170910 300  220000-220500   00     109.33  997.5    107.55     0.90    -0.18
OULU       170910 300  220500-221000   00     111.27  997.5    109.43     2.67     1.58
OULU       170910 300  221000-221500   00     110.98  997.5    109.13     2.39     1.29
OULU       170910 300  221500-222000   00     110.25  997.5    108.43     1.73     0.61
OULU       170910 300  222000-222500   00     110.35  997.5    108.53     1.82     0.69
OULU       170910 300  222500-223000   00     109.12  997.6    107.37     0.74    -0.40
OULU       170910 300  223000-223500   00     110.98  997.5    109.18     2.43     1.27
OULU       170910 300  223500-224000   00     109.58  997.5    107.78     1.12    -0.05
OULU       170910 300  224000-224500   00     110.93  997.5    109.10     2.36     1.18
OULU       170910 300  224500-225000   00     111.83  997.5    109.97     3.17     1.98
OULU       170910 300  225000-225500   00     112.38  997.4    110.43     3.61     2.40
OULU       170910 300  225500-230000   00     112.83  997.4    110.88     4.03     2.81
OULU       170910 300  230000-230500   00     111.00  997.4    109.05     2.31     1.08
OULU       170910 300  230500-231000   00     110.92  997.3    108.93     2.20     0.95
OULU       170910 300  231000-231500   00     110.73  997.3    108.73     2.01     0.75
OULU       170910 300  231500-232000   00     109.78  997.3    107.80     1.14    -0.13
OULU       170910 300  232000-232500   00     110.27  997.2    108.23     1.54     0.26
OULU       170910 300  232500-233000   00     111.23  997.2    109.17     2.42     1.12
OULU       170910 300  233000-233500   00     109.15  997.2    107.13     0.51    -0.80
OULU       170910 300  233500-234000   00     112.00  997.2    109.93     3.14     1.82
OULU       170910 300  234000-234500   00     110.93  997.2    108.88     2.15     0.82
OULU       170910 300  234500-235000   00     111.75  997.2    109.65     2.87     1.52
OULU       170910 300  235000-235500   00     112.77  997.1    110.62     3.78     2.42
OULU       170910 300  235500-240000   00     111.12  997.1    108.98     2.25     0.88
OULU       170911 300  000000-000500   00     110.50  997.1    108.37     1.67     0.28
OULU       170911 300  000500-001000   00     110.00  997.1    107.87     1.20    -0.20
OULU       170911 300  001000-001500   00     110.75  997.1    108.58     1.87     0.46
OULU       170911 300  001500-002000   00     110.70  997.1    108.52     1.81     0.39
OULU       170911 300  002000-002500   00     110.80  997.1    108.62     1.91     0.47
OULU       170911 300  002500-003000   00     111.22  997.0    109.02     2.28     0.83
OULU       170911 300  003000-003500   00     112.42  997.0    110.17     3.36     1.90
OULU       170911 300  003500-004000   00     111.53  997.0    109.27     2.52     1.04
OULU       170911 300  004000-004500   00     110.58  997.0    108.35     1.65     0.16
OULU       170911 300  004500-005000   00     110.47  997.0    108.28     1.59     0.09
OULU       170911 300  005000-005500   00     111.88  997.1    109.67     2.89     1.38
OULU       170911 300  005500-010000   00     113.92  997.1    111.67     4.77     3.24
OULU       170911 300  010000-010500   00     109.65  997.0    107.45     0.81    -0.73
OULU       170911 300  010500-011000   00     111.50  997.0    109.27     2.52     0.97
OULU       170911 300  011000-011500   00     109.43  997.0    107.27     0.64    -0.93
OULU       170911 300  011500-012000   00     111.45  997.0    109.20     2.45     0.87
OULU       170911 300  012000-012500   00     110.17  997.0    107.95     1.28    -0.31
OULU       170911 300  012500-013000   00     110.72  997.0    108.45     1.75     0.15
OULU       170911 300  013000-013500   00     111.67  996.9    109.37     2.61     0.99
OULU       170911 300  013500-014000   00     109.90  996.9    107.60     0.95    -0.68
OULU       170911 300  014000-014500   00     109.77  996.9    107.43     0.79    -0.85
OULU       170911 300  014500-015000   00     111.08  996.8    108.70     1.98     0.32
OULU       170911 300  015000-015500   00     111.53  996.9    109.22     2.47     0.80
OULU       170911 300  015500-020000   00     111.58  996.9    109.25     2.50     0.82
OULU       170911 300  020000-020500   00     111.30  996.9    108.97     2.24     0.55
OULU       170911 300  020500-021000   00     110.72  996.9    108.38     1.68    -0.03
OULU       170911 300  021000-021500   00     110.87  996.9    108.53     1.82     0.10
OULU       170911 300  021500-022000   00     109.68  996.8    107.35     0.72    -1.01
OULU       170911 300  022000-022500   00     110.58  996.8    108.22     1.53    -0.22
OULU       170911 300  022500-023000   00     111.18  996.9    108.83     2.11     0.35
OULU       170911 300  023000-023500   00     109.90  996.9    107.60     0.95    -0.82
OULU       170911 300  023500-024000   00     110.42  996.9    108.08     1.40    -0.38
OULU       170911 300  024000-024500   00     109.60  996.8    107.27     0.64    -1.16
OULU       170911 300  024500-025000   00     111.68  996.8    109.28     2.53     0.72
OULU       170911 300  025000-025500   00     110.75  996.8    108.37     1.67    -0.15
OULU       170911 300  025500-030000   00     110.90  996.8    108.50     1.80    -0.03
OULU       170911 300  030000-030500   00     112.27  996.7    109.78     3.00     1.15
OULU       170911 300  030500-031000   00     110.05  996.7    107.57     0.92    -0.94
OULU       170911 300  031000-031500   00     111.45  996.7    108.93     2.20     0.33
OULU       170911 300  031500-032000   00     109.85  996.7    107.43     0.79    -1.10
OULU       170911 300  032000-032500   00     110.42  996.7    107.98     1.31    -0.59
OULU       170911 300  032500-033000   00     110.75  996.7    108.27     1.58    -0.33
OULU       170911 300  033000-033500   00     111.33  996.7    108.83     2.11     0.19
OULU       170911 300  033500-034000   00     111.50  996.7    109.03     2.29     0.35
OULU       170911 300  034000-034500   00     112.02  996.7    109.57     2.80     0.85
OULU       170911 300  034500-035000   00     110.72  996.8    108.32     1.63    -0.33
OULU       170911 300  035000-035500   00     112.07  996.8    109.62     2.85     0.87
OULU       170911 300  035500-040000   00     110.78  996.8    108.37     1.67    -0.32
OULU       170911 300  040000-040500   00     112.03  996.8    109.60     2.83     0.83
OULU       170911 300  040500-041000   00     109.68  996.8    107.35     0.72    -1.29
OULU       170911 300  041000-041500   00     110.87  996.9    108.53     1.82    -0.21
OULU       170911 300  041500-042000   00     111.40  996.9    109.10     2.36     0.32
OULU       170911 300  042000-042500   00     112.90  996.9    110.58     3.75     1.70
OULU       170911 300  042500-043000   00     112.40  996.9    110.05     3.25     1.18
OULU       170911 300  043000-043500   00     111.05  996.9    108.73     2.01    -0.07
OULU       170911 300  043500-044000   00     111.62  996.9    109.30     2.55     0.46
OULU       170911 300  044000-044500   00     110.15  997.0    107.90     1.23    -0.87
OULU       170911 300  044500-045000   00     110.80  997.0    108.53     1.82    -0.30
OULU       170911 300  045000-045500   00     111.85  997.0    109.58     2.81     0.68
OULU       170911 300  045500-050000   00     109.78  997.0    107.58     0.93    -1.21
OULU       170911 300  050000-050500   00     112.18  997.0    109.95     3.16     1.00
OULU       170911 300  050500-051000   00     109.97  997.1    107.80     1.14    -1.03
OULU       170911 300  051000-051500   00     109.90  997.1    107.73     1.07    -1.11
OULU       170911 300  051500-052000   00     111.43  997.1    109.25     2.50     0.31
OULU       170911 300  052000-052500   00     111.62  997.1    109.47     2.71     0.50
OULU       170911 300  052500-053000   00     110.43  997.1    108.32     1.63    -0.59
OULU       170911 300  053000-053500   00     111.53  997.1    109.40     2.64     0.41
OULU       170911 300  053500-054000   00     111.58  997.1    109.45     2.69     0.45
OULU       170911 300  054000-054500   00     109.47  997.2    107.40     0.76    -1.50
OULU       170911 300  054500-055000   00     110.57  997.2    108.48     1.78    -0.49
OULU       170911 300  055000-055500   00     111.27  997.2    109.18     2.43     0.15
OULU       170911 300  055500-060000   00     110.83  997.2    108.77     2.05    -0.25
OULU       170911 300  060000-060500   00     111.07  997.2    109.02     2.28    -0.03
OULU       170911 300  060500-061000   00     111.70  997.3    109.68     2.90     0.58
OULU       170911 300  061000-061500   00     111.28  997.3    109.27     2.52     0.19
OULU       170911 300  061500-062000   00     110.75  997.3    108.73     2.01    -0.34
OULU       170911 300  062000-062500   00     110.32  997.3    108.30     1.61    -0.75
OULU       170911 300  062500-063000   00     113.15  997.3    111.10     4.23     1.86
OULU       170911 300  063000-063500   00     110.63  997.3    108.70     1.98    -0.41
OULU       170911 300  063500-064000   00     111.63  997.4    109.75     2.97     0.57
OULU       170911 300  064000-064500   00     111.02  997.5    109.18     2.43     0.02
OULU       170911 300  064500-065000   00     110.90  997.5    109.10     2.36    -0.06
OULU       170911 300  065000-065500   00     110.88  997.6    109.10     2.36    -0.08
OULU       170911 300  065500-070000   00     111.43  997.6    109.67     2.89     0.44
OULU       170911 300  070000-070500   00     110.77  997.6    109.05     2.31    -0.15
OULU       170911 300  070500-071000   00     111.95  997.6    110.22     3.41     0.93
OULU       170911 300  071000-071500   00     110.53  997.6    108.82     2.10    -0.39
OULU       170911 300  071500-072000   00     110.45  997.7    108.77     2.05    -0.45
OULU       170911 300  072000-072500   00     110.18  997.7    108.52     1.81    -0.70
OULU       170911 300  072500-073000   00     110.12  997.7    108.47     1.77    -0.76
OULU       170911 300  073000-073500   00     110.38  997.7    108.75     2.03    -0.51
OULU       170911 300  073500-074000   00     110.22  997.8    108.67     1.95    -0.60
OULU       170911 300  074000-074500   00     110.65  997.9    109.17     2.42    -0.15
OULU       170911 300  074500-075000   00     111.05  998.0    109.58     2.81     0.23
OULU       170911 300  075000-075500   00     110.20  998.0    108.80     2.08    -0.51
OULU       170911 300  075500-080000   00     109.23  998.1    107.90     1.23    -1.37
OULU       170911 300  080000-080500   00     110.65  998.1    109.32     2.56    -0.06
OULU       170911 300  080500-081000   00     111.73  998.2    110.43     3.61    -9999
OULU       170911 300  081000-081500   00     111.03  998.2    109.78     3.00    -9999
OULU       170911 300  081500-082000   00     112.70  998.2    111.45     4.56    -9999
OULU       170911 300  082000-082500   00     112.18  998.3    110.97     4.11    -9999
OULU       170911 300  082500-083000   00     110.60  998.4    109.47     2.71    -9999
OULU       170911 300  083000-083500   00     111.77  998.4    110.63     3.79    -9999
OULU       170911 300  083500-084000   00     110.37  998.4    109.27     2.52    -9999
OULU       170911 300  084000-084500   00     110.65  998.4    109.57     2.80    -9999
OULU       170911 300  084500-085000   00     110.82  998.5    109.80     3.02    -9999
OULU       170911 300  085000-085500   00     109.95  998.5    108.97     2.24    -9999
OULU       170911 300  085500-090000   00     108.98  998.6    108.08     1.40    -9999
OULU       170911 300  090000-090500   00     109.30  998.7    108.45     1.75    -9999
OULU       170911 300  090500-091000   00     111.48  998.7    110.67     3.83    -9999
OULU       170911 300  091000-091500   00     110.85  998.8    110.10     3.30    -9999
OULU       170911 300  091500-092000   00     110.65  998.9    109.95     3.16    -9999
OULU       170911 300  092000-092500   00     109.95  998.9    109.25     2.50    -9999
OULU       170911 300  092500-093000   00     110.23  998.9    109.57     2.80    -9999
OULU       170911 300  093000-093500   00     111.60  998.9    110.92     4.07    -9999
OULU       170911 300  093500-094000   00     109.35  999.0    108.72     2.00    -9999
OULU       170911 300  094000-094500   00     108.33  999.1    107.78     1.12    -9999
OULU       170911 300  094500-095000   00     111.08  999.2    110.62     3.78    -9999
OULU       170911 300  095000-095500   00     109.38  999.2    108.97     2.24    -9999
OULU       170911 300  095500-100000   00     110.48  999.2    110.08     3.28    -9999
OULU       170911 300  100000-100500   00     108.78  999.3    108.42     1.72    -9999
OULU       170911 300  100500-101000   00     109.05  999.4    108.73     2.01    -9999
OULU       170911 300  101000-101500   00     109.15  999.4    108.85     2.12    -9999
OULU       170911 300  101500-102000   00     110.43  999.4    110.15     3.34    -9999
OULU       170911 300  102000-102500   00     110.58  999.4    110.28     3.47    -9999
OULU       170911 300  102500-103000   00     109.27  999.4    109.00     2.26    -9999
OULU       170911 300  103000-103500   00     109.22  999.4    108.97     2.24    -9999
OULU       170911 300  103500-104000   00     110.98  999.5    110.73     3.89    -9999
OULU       170911 300  104000-104500   00     109.62  999.5    109.38     2.62    -9999
OULU       170911 300  104500-105000   00     108.03  999.4    107.78     1.12    -9999
OULU       170911 300  105000-105500   00     110.27  999.5    110.08     3.28    -9999
OULU       170911 300  105500-110000   00     108.83  999.6    108.70     1.98    -9999
OULU       170911 300  110000-110500   00     109.83  999.6    109.70     2.92    -9999
OULU       170911 300  110500-111000   00     109.05  999.6    108.90     2.17    -9999
OULU       170911 300  111000-111500   00     108.90  999.6    108.75     2.03    -9999
OULU       170911 300  111500-112000   00     109.42  999.6    109.30     2.55    -9999
OULU       170911 300  112000-112500   00     111.03  999.7    110.98     4.12    -9999
OULU       170911 300  112500-113000   00     109.40  999.7    109.37     2.61    -9999
OULU       170911 300  113000-113500   00     109.07  999.8    109.08     2.34    -9999
OULU       170911 300  113500-114000   00     109.27  999.8    109.32     2.56    -9999
OULU       170911 300  114000-114500   00     106.88  999.9    106.98     0.37    -9999
OULU       170911 300  114500-115000   00     108.70  999.9    108.85     2.12    -9999
OULU       170911 300  115000-115500   00     107.45 1000.0    107.63     0.98    -9999
OULU       170911 300  115500-120000   00     109.57 1000.0    109.75     2.97    -9999
OULU       170911 3600 120000-130000   00     108.60 1000.2    108.98     2.25    -9999
OULU       170911 3600 130000-140000   00     108.78 1000.3    109.22     2.47    -9999
OULU       170911 3600 140000-150000   00     108.25 1000.5    108.85     2.12    -9999
OULU       170911 3600 150000-160000   00     107.78 1000.8    108.58     1.87    -9999
OULU       170911 3600 160000-170000   00     107.45 1000.9    108.38     1.68    -9999
OULU       170911 3600 170000-180000   00     106.63 1001.3    107.83     1.17    -9999
OULU       170911 3600 180000-190000   00     106.62 1001.6    108.05     1.37    -9999
OULU       170911 3600 190000-200000   00     106.15 1001.8    107.78     1.12    -9999
OULU       170911 3600 200000-210000   00     105.65 1001.9    107.37     0.74    -9999
OULU       170911 3600 210000-220000   00     105.25 1002.1    107.08     0.46    -9999
OULU       170911 3600 220000-230000   00     106.08 1002.2    108.00     1.33    -9999
OULU       170911 3600 230000-240000   00     106.22 1002.2    108.17     1.49    -9999
*
COMMENT  DATA VERIFIED BY ILYA USOSKIN OF THE UNIVERSITY OF OULU	
COMMENT  ORIGINAL DATA IS AVAILABLE AT http://cosmicrays.oulu.fi	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:21:59 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE72/C072OULU_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
