SOPO-6NM64 LATITUDE    -90       LONGITUDE     0         ALTITUDE    2820 M
SOPO-6NM64 INSTRUMENT   6NM64b    NEUTRON MONITOR	
SOPO-6NM64 STANDARD PRESSURE    687.7   mb     COEFFICIENT   -0.75     % / mb
SOPO-6NM64 PRE-INCREASE BASELINE TIME INTERVAL    170910    140000-160000   UT
SOPO-6NM64 PRE-INCREASE AVERAGE COUNTING RATE    151.03      COUNTS PER SECOND
SOPO-6NM64 TIME INTERVALS    300         3600     
SOPO-6NM64 SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (mb)      C/S
SOPO-6NM64 170911 300  082500-083000   00     162.43  671.4    152.31     0.84    -9999
SOPO-6NM64 170911 300  083000-083500   00     165.89  671.4    155.53     2.98    -9999
SOPO-6NM64 170911 300  083500-084000   00     164.13  671.3    153.85     1.86    -9999
SOPO-6NM64 170911 300  084000-084500   00     164.39  671.4    154.14     2.06    -9999
SOPO-6NM64 170911 300  084500-085000   00     164.28  671.5    154.16     2.07    -9999
SOPO-6NM64 170911 300  085000-085500   00     163.04  671.5    153.02     1.32    -9999
SOPO-6NM64 170911 300  085500-090000   00     163.24  671.5    153.24     1.46    -9999
SOPO-6NM64 170911 300  090000-090500   00     163.41  671.5    153.40     1.56    -9999
SOPO-6NM64 170911 300  090500-091000   00     164.32  671.5    154.24     2.12    -9999
SOPO-6NM64 170911 300  091000-091500   00     162.79  671.5    152.82     1.18    -9999
SOPO-6NM64 170911 300  091500-092000   00     163.56  671.5    153.56     1.67    -9999
SOPO-6NM64 170911 300  092000-092500   00     163.26  671.5    153.28     1.49    -9999
SOPO-6NM64 170911 300  092500-093000   00     162.38  671.6    152.49     0.97    -9999
SOPO-6NM64 170911 300  093000-093500   00     163.27  671.6    153.32     1.52    -9999
SOPO-6NM64 170911 300  093500-094000   00     162.90  671.6    152.99     1.29    -9999
SOPO-6NM64 170911 300  094000-094500   00     161.82  671.6    151.97     0.62    -9999
SOPO-6NM64 170911 300  094500-095000   00     162.21  671.6    152.33     0.86    -9999
SOPO-6NM64 170911 300  095000-095500   00     161.74  671.6    151.93     0.60    -9999
SOPO-6NM64 170911 300  095500-100000   00     162.01  671.6    152.20     0.77    -9999
SOPO-6NM64 170911 300  100000-100500   00     163.24  671.6    153.33     1.52    -9999
SOPO-6NM64 170911 300  100500-101000   00     161.68  671.5    151.81     0.51    -9999
SOPO-6NM64 170911 300  101000-101500   00     162.29  671.5    152.38     0.89    -9999
SOPO-6NM64 170911 300  101500-102000   00     161.54  671.5    151.67     0.42    -9999
SOPO-6NM64 170911 300  102000-102500   00     163.01  671.5    153.05     1.34    -9999
SOPO-6NM64 170911 300  102500-103000   00     162.04  671.5    152.12     0.72    -9999
SOPO-6NM64 170911 300  103000-103500   00     163.07  671.5    153.10     1.37    -9999
SOPO-6NM64 170911 300  103500-104000   00     163.71  671.5    153.68     1.75    -9999
SOPO-6NM64 170911 300  104000-104500   00     162.83  671.5    152.83     1.19    -9999
SOPO-6NM64 170911 300  104500-105000   00     163.13  671.5    153.13     1.39    -9999
SOPO-6NM64 170911 300  105000-105500   00     163.34  671.6    153.43     1.58    -9999
SOPO-6NM64 170911 300  105500-110000   00     163.49  671.6    153.58     1.69    -9999
SOPO-6NM64 170911 300  110000-110500   00     162.60  671.6    152.74     1.13    -9999
SOPO-6NM64 170911 300  110500-111000   00     164.28  671.6    154.32     2.18    -9999
SOPO-6NM64 170911 300  111000-111500   00     161.44  671.6    151.60     0.37    -9999
SOPO-6NM64 170911 300  111500-112000   00     161.62  671.5    151.71     0.45    -9999
SOPO-6NM64 170911 300  112000-112500   00     164.35  671.5    154.27     2.14    -9999
SOPO-6NM64 170911 300  112500-113000   00     164.38  671.5    154.25     2.13    -9999
SOPO-6NM64 170911 300  113000-113500   00     163.76  671.5    153.66     1.74    -9999
SOPO-6NM64 170911 300  113500-114000   00     164.45  671.5    154.35     2.20    -9999
SOPO-6NM64 170911 300  114000-114500   00     164.55  671.5    154.46     2.27    -9999
SOPO-6NM64 170911 300  114500-115000   00     163.57  671.5    153.57     1.68    -9999
SOPO-6NM64 170911 300  115000-115500   00     163.86  671.6    153.88     1.88    -9999
SOPO-6NM64 170911 300  115500-120000   00     164.21  671.5    154.19     2.09    -9999
SOPO-6NM64 170911 3600 120000-130000   00     163.26  671.5    153.27     1.48    -9999
SOPO-6NM64 170911 3600 130000-140000   00     163.49  671.7    153.71     1.77    -9999
SOPO-6NM64 170911 3600 140000-150000   00     164.03  671.9    154.41     2.24    -9999
SOPO-6NM64 170911 3600 150000-160000   00     163.96  671.9    154.41     2.24    -9999
SOPO-6NM64 170911 3600 160000-170000   00     163.52  672.2    154.26     2.13    -9999
SOPO-6NM64 170911 3600 170000-180000   00     163.15  672.2    153.96     1.94    -9999
SOPO-6NM64 170911 3600 180000-190000   00     162.81  672.5    153.92     1.91    -9999
SOPO-6NM64 170911 3600 190000-200000   00     161.59  673.0    153.42     1.58    -9999
SOPO-6NM64 170911 3600 200000-210000   00     161.29  673.3    153.42     1.58    -9999
SOPO-6NM64 170911 3600 210000-220000   00     160.49  673.8    153.23     1.46    -9999
SOPO-6NM64 170911 3600 220000-230000   00     159.84  674.0    152.88     1.22    -9999
SOPO-6NM64 170911 3600 230000-240000   00     160.07  674.1    153.21     1.44    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:21:59 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE72/C072SOPB_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
