YAKUTSK    LATITUDE    62.02     LONGITUDE     129.72    ALTITUDE    105 M
YAKUTSK    INSTRUMENT   18NM64    NEUTRON MONITOR     	
YAKUTSK    STANDARD PRESSURE    1000    mb     COEFFICIENT   -0.72     % / mb
YAKUTSK    PRE-INCREASE BASELINE TIME INTERVAL    170910    140000-160000   UT
YAKUTSK    PRE-INCREASE AVERAGE COUNTING RATE    218.05      COUNTS PER SECOND
YAKUTSK    TIME INTERVALS    300         3600     
YAKUTSK    SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (mb)      C/S
YAKUTSK    170911 300  082500-083000   00     223.25 1004.4    225.52     3.42    -9999
YAKUTSK    170911 300  083000-083500   00     218.00 1004.4    220.19     0.98    -9999
YAKUTSK    170911 300  083500-084000   00     218.83 1004.4    220.99     1.35    -9999
YAKUTSK    170911 300  084000-084500   00     218.83 1004.4    221.01     1.36    -9999
YAKUTSK    170911 300  084500-085000   00     217.17 1004.4    219.33     0.59    -9999
YAKUTSK    170911 300  085000-085500   00     219.79 1004.4    221.95     1.79    -9999
YAKUTSK    170911 300  085500-090000   00     218.16 1004.4    220.29     1.03    -9999
YAKUTSK    170911 300  090000-090500   00     219.52 1004.4    221.71     1.68    -9999
YAKUTSK    170911 300  090500-091000   00     217.92 1004.4    220.11     0.94    -9999
YAKUTSK    170911 300  091000-091500   00     219.89 1004.4    222.13     1.87    -9999
YAKUTSK    170911 300  091500-092000   00     219.84 1004.5    222.11     1.86    -9999
YAKUTSK    170911 300  092000-092500   00     220.08 1004.5    222.45     2.02    -9999
YAKUTSK    170911 300  092500-093000   00     215.95 1004.5    218.29     0.11    -9999
YAKUTSK    170911 300  093000-093500   00     219.07 1004.6    221.49     1.58    -9999
YAKUTSK    170911 300  093500-094000   00     219.12 1004.6    221.63     1.64    -9999
YAKUTSK    170911 300  094000-094500   00     218.61 1004.7    221.25     1.47    -9999
YAKUTSK    170911 300  094500-095000   00     219.23 1004.7    221.97     1.80    -9999
YAKUTSK    170911 300  095000-095500   00     219.07 1004.8    221.87     1.75    -9999
YAKUTSK    170911 300  095500-100000   00     220.05 1004.8    222.88     2.21    -9999
YAKUTSK    170911 300  100000-100500   00     217.41 1004.8    220.21     0.99    -9999
YAKUTSK    170911 300  100500-101000   00     217.60 1004.8    220.43     1.09    -9999
YAKUTSK    170911 300  101000-101500   00     215.73 1004.9    218.61     0.26    -9999
YAKUTSK    170911 300  101500-102000   00     217.79 1004.9    220.77     1.25    -9999
YAKUTSK    170911 300  102000-102500   00     218.11 1005.0    221.17     1.43    -9999
YAKUTSK    170911 300  102500-103000   00     217.15 1005.0    220.29     1.03    -9999
YAKUTSK    170911 300  103000-103500   00     218.08 1005.1    221.39     1.53    -9999
YAKUTSK    170911 300  103500-104000   00     219.71 1005.2    223.07     2.30    -9999
YAKUTSK    170911 300  104000-104500   00     215.68 1005.2    219.09     0.48    -9999
YAKUTSK    170911 300  104500-105000   00     218.61 1005.2    222.13     1.87    -9999
YAKUTSK    170911 300  105000-105500   00     216.85 1005.3    220.37     1.06    -9999
YAKUTSK    170911 300  105500-110000   00     217.76 1005.3    221.31     1.49    -9999
YAKUTSK    170911 300  110000-110500   00     216.29 1005.3    219.79     0.80    -9999
YAKUTSK    170911 300  110500-111000   00     217.33 1005.3    220.91     1.31    -9999
YAKUTSK    170911 300  111000-111500   00     217.17 1005.3    220.77     1.25    -9999
YAKUTSK    170911 300  111500-112000   00     217.41 1005.3    221.04     1.37    -9999
YAKUTSK    170911 300  112000-112500   00     216.11 1005.4    219.76     0.78    -9999
YAKUTSK    170911 300  112500-113000   00     215.68 1005.4    219.36     0.60    -9999
YAKUTSK    170911 300  113000-113500   00     218.08 1005.4    221.84     1.74    -9999
YAKUTSK    170911 300  113500-114000   00     218.11 1005.4    221.87     1.75    -9999
YAKUTSK    170911 300  114000-114500   00     216.32 1005.4    220.08     0.93    -9999
YAKUTSK    170911 300  114500-115000   00     215.65 1005.4    219.41     0.62    -9999
YAKUTSK    170911 300  115000-115500   00     215.25 1005.5    219.07     0.47    -9999
YAKUTSK    170911 300  115500-120000   00     217.25 1005.5    221.17     1.43    -9999
YAKUTSK    170911 3600 120000-130000   00     216.26 1005.7    220.44     1.09    -9999
YAKUTSK    170911 3600 130000-140000   00     215.52 1005.9    220.09     0.93    -9999
YAKUTSK    170911 3600 140000-150000   00     215.20 1006.2    220.18     0.98    -9999
YAKUTSK    170911 3600 150000-160000   00     215.80 1006.5    221.25     1.47    -9999
YAKUTSK    170911 3600 160000-170000   00     215.57 1006.6    221.13     1.41    -9999
YAKUTSK    170911 3600 170000-180000   00     215.63 1006.6    221.32     1.50    -9999
YAKUTSK    170911 3600 180000-190000   00     215.08 1006.9    221.23     1.46    -9999
YAKUTSK    170911 3600 190000-200000   00     214.82 1007.5    221.87     1.75    -9999
YAKUTSK    170911 3600 200000-210000   00     214.71 1008.0    222.60     2.08    -9999
YAKUTSK    170911 3600 210000-220000   00     214.06 1008.5    222.67     2.12    -9999
YAKUTSK    170911 3600 220000-230000   00     213.69 1008.8    222.76     2.16    -9999
YAKUTSK    170911 3600 230000-240000   00     213.82 1009.0    223.27     2.39    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:21:59 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE72/C072YKTK_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
