SOUTH-POLE LATITUDE    -90       LONGITUDE     0         ALTITUDE    2820 M
SOUTH-POLE INSTRUMENT   3NM64    NEUTRON MONITOR     	
SOUTH-POLE STANDARD PRESSURE    680     mb     COEFFICIENT   -0.69     % / mb
SOUTH-POLE PRE-INCREASE BASELINE TIME INTERVAL    170910    140000-160000   UT
SOUTH-POLE PRE-INCREASE AVERAGE COUNTING RATE    309.56      COUNTS PER SECOND
SOUTH-POLE TIME INTERVALS    300         3600     
SOUTH-POLE SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (mb)      C/S
SOUTH-POLE 170911 300  070500-071000   00     338.52  671.1    317.16     2.45     0.95
SOUTH-POLE 170911 300  071000-071500   00     333.56  671.2    312.55     0.97    -0.52
SOUTH-POLE 170911 300  071500-072000   00     338.90  671.2    317.69     2.62     1.13
SOUTH-POLE 170911 300  072000-072500   00     336.92  671.2    315.90     2.05     0.56
SOUTH-POLE 170911 300  072500-073000   00     333.98  671.2    313.14     1.15    -0.33
SOUTH-POLE 170911 300  073000-073500   00     336.49  671.3    315.54     1.93     0.45
SOUTH-POLE 170911 300  073500-074000   00     332.19  671.3    311.62     0.66    -0.82
SOUTH-POLE 170911 300  074000-074500   00     336.12  671.3    315.27     1.84     0.37
SOUTH-POLE 170911 300  074500-075000   00     335.36  671.2    314.32     1.54     0.07
SOUTH-POLE 170911 300  075000-075500   00     336.24  671.1    314.94     1.74     0.28
SOUTH-POLE 170911 300  075500-080000   00     336.95  671.1    315.58     1.94     0.48
SOUTH-POLE 170911 300  080000-080500   00     335.48  671.1    314.20     1.50     0.04
SOUTH-POLE 170911 300  080500-081000   00     334.26  671.1    313.12     1.15    -9999
SOUTH-POLE 170911 300  081000-081500   00     336.46  671.2    315.33     1.86    -9999
SOUTH-POLE 170911 300  081500-082000   00     336.34  671.3    315.38     1.88    -9999
SOUTH-POLE 170911 300  082000-082500   00     334.44  671.3    313.74     1.35    -9999
SOUTH-POLE 170911 300  082500-083000   00     332.69  671.4    312.21     0.86    -9999
SOUTH-POLE 170911 300  083000-083500   00     333.86  671.4    313.29     1.20    -9999
SOUTH-POLE 170911 300  083500-084000   00     333.09  671.3    312.48     0.94    -9999
SOUTH-POLE 170911 300  084000-084500   00     334.22  671.4    313.65     1.32    -9999
SOUTH-POLE 170911 300  084500-085000   00     332.29  671.5    312.09     0.81    -9999
SOUTH-POLE 170911 300  085000-085500   00     333.27  671.5    313.04     1.12    -9999
SOUTH-POLE 170911 300  085500-090000   00     332.65  671.5    312.52     0.95    -9999
SOUTH-POLE 170911 300  090000-090500   00     332.85  671.5    312.70     1.01    -9999
SOUTH-POLE 170911 300  090500-091000   00     329.42  671.5    309.46    -0.04    -9999
SOUTH-POLE 170911 300  091000-091500   00     332.66  671.5    312.54     0.96    -9999
SOUTH-POLE 170911 300  091500-092000   00     334.52  671.5    314.32     1.54    -9999
SOUTH-POLE 170911 300  092000-092500   00     332.46  671.5    312.40     0.91    -9999
SOUTH-POLE 170911 300  092500-093000   00     331.22  671.6    311.30     0.56    -9999
SOUTH-POLE 170911 300  093000-093500   00     331.75  671.6    311.78     0.72    -9999
SOUTH-POLE 170911 300  093500-094000   00     333.65  671.6    313.61     1.31    -9999
SOUTH-POLE 170911 300  094000-094500   00     333.40  671.6    313.36     1.22    -9999
SOUTH-POLE 170911 300  094500-095000   00     328.70  671.6    308.92    -0.21    -9999
SOUTH-POLE 170911 300  095000-095500   00     333.76  671.6    313.79     1.36    -9999
SOUTH-POLE 170911 300  095500-100000   00     332.17  671.6    312.31     0.89    -9999
SOUTH-POLE 170911 300  100000-100500   00     332.74  671.6    312.81     1.05    -9999
SOUTH-POLE 170911 300  100500-101000   00     333.24  671.5    313.15     1.16    -9999
SOUTH-POLE 170911 300  101000-101500   00     332.02  671.5    312.01     0.79    -9999
SOUTH-POLE 170911 300  101500-102000   00     330.07  671.5    310.15     0.19    -9999
SOUTH-POLE 170911 300  102000-102500   00     332.19  671.5    312.16     0.84    -9999
SOUTH-POLE 170911 300  102500-103000   00     330.86  671.5    310.87     0.42    -9999
SOUTH-POLE 170911 300  103000-103500   00     333.43  671.5    313.30     1.21    -9999
SOUTH-POLE 170911 300  103500-104000   00     330.39  671.5    310.42     0.28    -9999
SOUTH-POLE 170911 300  104000-104500   00     332.65  671.5    312.48     0.94    -9999
SOUTH-POLE 170911 300  104500-105000   00     332.92  671.5    312.77     1.04    -9999
SOUTH-POLE 170911 300  105000-105500   00     332.22  671.6    312.31     0.89    -9999
SOUTH-POLE 170911 300  105500-110000   00     332.98  671.6    313.05     1.13    -9999
SOUTH-POLE 170911 300  110000-110500   00     332.97  671.6    313.04     1.12    -9999
SOUTH-POLE 170911 300  110500-111000   00     331.45  671.6    311.62     0.66    -9999
SOUTH-POLE 170911 300  111000-111500   00     332.79  671.6    312.76     1.03    -9999
SOUTH-POLE 170911 300  111500-112000   00     334.97  671.5    314.71     1.66    -9999
SOUTH-POLE 170911 300  112000-112500   00     336.17  671.5    315.80     2.01    -9999
SOUTH-POLE 170911 300  112500-113000   00     333.97  671.5    313.66     1.32    -9999
SOUTH-POLE 170911 300  113000-113500   00     333.33  671.5    313.02     1.12    -9999
SOUTH-POLE 170911 300  113500-114000   00     335.97  671.5    315.59     1.95    -9999
SOUTH-POLE 170911 300  114000-114500   00     332.86  671.5    312.70     1.01    -9999
SOUTH-POLE 170911 300  114500-115000   00     333.79  671.5    313.65     1.32    -9999
SOUTH-POLE 170911 300  115000-115500   00     333.49  671.6    313.42     1.24    -9999
SOUTH-POLE 170911 300  115500-120000   00     332.40  671.5    312.36     0.90    -9999
SOUTH-POLE 170911 3600 120000-130000   00     333.39  671.5    313.25     1.19    -9999
SOUTH-POLE 170911 3600 130000-140000   00     333.17  671.7    313.49     1.27    -9999
SOUTH-POLE 170911 3600 140000-150000   00     334.84  671.9    315.45     1.90    -9999
SOUTH-POLE 170911 3600 150000-160000   00     334.37  671.9    315.15     1.80    -9999
SOUTH-POLE 170911 3600 160000-170000   00     333.39  672.2    314.74     1.67    -9999
SOUTH-POLE 170911 3600 170000-180000   00     334.24  672.2    315.66     1.97    -9999
SOUTH-POLE 170911 3600 180000-190000   00     332.43  672.5    314.51     1.60    -9999
SOUTH-POLE 170911 3600 190000-200000   00     331.23  673.0    314.69     1.66    -9999
SOUTH-POLE 170911 3600 200000-210000   00     330.00  673.3    314.10     1.47    -9999
SOUTH-POLE 170911 3600 210000-220000   00     327.94  673.8    313.30     1.21    -9999
SOUTH-POLE 170911 3600 220000-230000   00     327.41  674.0    313.32     1.21    -9999
SOUTH-POLE 170911 3600 230000-240000   00     327.04  674.1    313.21     1.18    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:21:59 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE72/C072SOPO_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
