DOMC       LATITUDE    75.1      LONGITUDE     -123.38   ALTITUDE    3233 M
DOMC       INSTRUMENT   MINI NEUTRON MONITOR	
DOMC       STANDARD PRESSURE    650     MB     COEFFICIENT   -0.754    % / MB
DOMC       170910 300  141500-142000   00      20.05  635.3     17.90    -2.56    -9999
DOMC       170910 300  142000-142500   00      20.25  635.2     18.07    -1.65    -9999
DOMC       170910 300  142500-143000   00      20.77  635.2     18.53     0.89    -9999
DOMC       170910 300  143000-143500   00      21.48  635.1     19.15     4.25    -9999
DOMC       170910 300  143500-144000   00      20.70  635.1     18.47     0.53    -9999
DOMC       170910 300  144000-144500   00      20.87  635.0     18.60     1.25    -9999
DOMC       170910 300  144500-145000   00      20.08  635.0     17.88    -2.65    -9999
DOMC       170910 300  145000-145500   00      20.55  634.9     18.30    -0.38    -9999
DOMC       170910 300  145500-150000   00      21.27  634.9     18.93     3.07    -9999
DOMC       170910 300  150000-150500   00      20.43  634.9     18.18    -1.02    -9999
DOMC       170910 300  150500-151000   00      20.00  634.8     17.80    -3.10    -9999
DOMC       170910 300  151000-151500   00      20.40  634.7     18.13    -1.29    -9999
DOMC       170910 300  151500-152000   00      20.82  634.7     18.50     0.71    -9999
DOMC       170910 300  152000-152500   00      20.53  634.8     18.25    -0.65    -9999
DOMC       170910 300  152500-153000   00      20.97  634.7     18.63     1.43    -9999
DOMC       170910 300  153000-153500   00      20.62  634.7     18.33    -0.20    -9999
DOMC       170910 300  153500-154000   00      21.02  634.7     18.68     1.71    -9999
DOMC       170910 300  154000-154500   00      20.63  634.7     18.33    -0.20    -9999
DOMC       170910 300  154500-155000   00      21.25  634.6     18.88     2.79    -9999
DOMC       170910 300  155000-155500   00      20.20  634.6     17.95    -2.29    -9999
DOMC       170910 300  155500-160000   00      20.45  634.5     18.15    -1.20    -9999
DOMC       170910 300  160000-160500   00      20.83  634.5     18.50     0.71     0.19
DOMC       170910 300  160500-161000   00      20.22  634.5     17.95    -2.29    -2.83
DOMC       170910 300  161000-161500   00      20.95  634.5     18.58     1.16     0.60
DOMC       170910 300  161500-162000   00      20.77  634.4     18.42     0.25    -0.33
DOMC       170910 300  162000-162500   00      21.25  634.3     18.83     2.52     1.92
DOMC       170910 300  162500-163000   00      20.67  634.2     18.30    -0.38    -1.01
DOMC       170910 300  163000-163500   00      20.90  634.2     18.52     0.80     0.15
DOMC       170910 300  163500-164000   00      21.33  634.1     18.87     2.70     2.03
DOMC       170910 300  164000-164500   00      20.98  634.0     18.57     1.07     0.38
DOMC       170910 300  164500-165000   00      21.42  634.0     18.93     3.07     2.36
DOMC       170910 300  165000-165500   00      21.57  634.0     19.07     3.79     3.06
DOMC       170910 300  165500-170000   00      21.78  634.0     19.25     4.79     4.04
DOMC       170910 300  170000-170500   00      21.63  633.9     19.12     4.06     3.29
DOMC       170910 300  170500-171000   00      22.52  633.9     19.88     8.24     7.45
DOMC       170910 300  171000-171500   00      22.10  633.9     19.52     6.24     5.43
DOMC       170910 300  171500-172000   00      22.70  633.8     20.05     9.15     8.32
DOMC       170910 300  172000-172500   00      22.52  633.8     19.87     8.15     7.30
DOMC       170910 300  172500-173000   00      23.30  633.7     20.57    11.96    11.09
DOMC       170910 300  173000-173500   00      22.87  633.7     20.18     9.87     8.98
DOMC       170910 300  173500-174000   00      22.62  633.7     19.95     8.60     7.69
DOMC       170910 300  174000-174500   00      22.83  633.6     20.13     9.60     8.67
DOMC       170910 300  174500-175000   00      23.02  633.5     20.28    10.42     9.47
DOMC       170910 300  175000-175500   00      22.40  633.5     19.73     7.42     6.45
DOMC       170910 300  175500-180000   00      23.00  633.4     20.25    10.23     9.24
DOMC       170910 300  180000-180500   00      22.85  633.4     20.12     9.51     8.50
DOMC       170910 300  180500-181000   00      22.82  633.4     20.08     9.33     8.30
DOMC       170910 300  181000-181500   00      23.37  633.4     20.57    11.96    10.91
DOMC       170910 300  181500-182000   00      22.92  633.3     20.15     9.69     8.62
DOMC       170910 300  182000-182500   00      22.87  633.2     20.10     9.42     8.33
DOMC       170910 300  182500-183000   00      23.08  633.2     20.28    10.42     9.31
DOMC       170910 300  183000-183500   00      22.23  633.1     19.53     6.33     5.20
DOMC       170910 300  183500-184000   00      22.98  633.1     20.18     9.87     8.73
DOMC       170910 300  184000-184500   00      23.18  633.1     20.35    10.78     9.62
DOMC       170910 300  184500-185000   00      22.75  633.1     19.98     8.78     7.60
DOMC       170910 300  185000-185500   00      23.57  633.0     20.68    12.59    11.39
DOMC       170910 300  185500-190000   00      22.50  632.9     19.72     7.33     6.11
DOMC       170910 300  190000-190500   00      23.00  632.8     20.17     9.78     8.55
DOMC       170910 300  190500-191000   00      23.30  632.8     20.43    11.23     9.98
DOMC       170910 300  191000-191500   00      22.92  632.8     20.07     9.24     7.97
DOMC       170910 300  191500-192000   00      23.23  632.8     20.35    10.78     9.49
DOMC       170910 300  192000-192500   00      23.43  632.8     20.52    11.69    10.38
DOMC       170910 300  192500-193000   00      23.28  632.7     20.37    10.87     9.55
DOMC       170910 300  193000-193500   00      22.85  632.6     19.98     8.78     7.44
DOMC       170910 300  193500-194000   00      22.72  632.5     19.85     8.06     6.70
DOMC       170910 300  194000-194500   00      22.73  632.5     19.87     8.15     6.77
DOMC       170910 300  194500-195000   00      22.95  632.5     20.07     9.24     7.85
DOMC       170910 300  195000-195500   00      22.90  632.5     20.02     8.96     7.55
DOMC       170910 300  195500-200000   00      22.82  632.5     19.95     8.60     7.17
DOMC       170910 300  200000-200500   00      22.83  632.5     19.97     8.69     7.25
DOMC       170910 300  200500-201000   00      23.00  632.5     20.10     9.42     7.96
DOMC       170910 300  201000-201500   00      22.80  632.4     19.92     8.42     6.94
DOMC       170910 300  201500-202000   00      22.38  632.4     19.57     6.51     5.02
DOMC       170910 300  202000-202500   00      23.38  632.3     20.42    11.14     9.63
DOMC       170910 300  202500-203000   00      23.17  632.2     20.20     9.96     8.43
DOMC       170910 300  203000-203500   00      22.95  632.1     20.00     8.87     7.33
DOMC       170910 300  203500-204000   00      22.33  632.1     19.45     5.88     4.32
DOMC       170910 300  204000-204500   00      22.30  632.1     19.43     5.79     4.22
DOMC       170910 300  204500-205000   00      22.27  632.1     19.40     5.61     4.02
DOMC       170910 300  205000-205500   00      22.08  632.1     19.23     4.70     3.09
DOMC       170910 300  205500-210000   00      22.77  632.0     19.83     7.97     6.35
DOMC       170910 300  210000-210500   00      22.58  632.0     19.67     7.06     5.42
DOMC       170910 300  210500-211000   00      22.53  631.9     19.62     6.79     5.14
DOMC       170910 300  211000-211500   00      22.92  631.9     19.93     8.51     6.84
DOMC       170910 300  211500-212000   00      23.20  631.9     20.18     9.87     8.19
DOMC       170910 300  212000-212500   00      23.02  631.8     20.02     8.96     7.26
DOMC       170910 300  212500-213000   00      22.80  631.8     19.82     7.88     6.17
DOMC       170910 300  213000-213500   00      23.05  631.7     20.03     9.05     7.32
DOMC       170910 300  213500-214000   00      22.67  631.7     19.70     7.24     5.50
DOMC       170910 300  214000-214500   00      22.35  631.7     19.42     5.70     3.94
DOMC       170910 300  214500-215000   00      22.32  631.6     19.37     5.43     3.66
DOMC       170910 300  215000-215500   00      22.82  631.5     19.80     7.78     5.99
DOMC       170910 300  215500-220000   00      22.83  631.5     19.80     7.78     5.98
DOMC       170910 300  220000-220500   00      22.45  631.4     19.47     5.97     4.16
DOMC       170910 300  220500-221000   00      22.98  631.4     19.92     8.42     6.59
DOMC       170910 300  221000-221500   00      22.90  631.4     19.85     8.06     6.22
DOMC       170910 300  221500-222000   00      22.93  631.3     19.85     8.06     6.20
DOMC       170910 300  222000-222500   00      22.88  631.2     19.80     7.78     5.91
DOMC       170910 300  222500-223000   00      22.52  631.2     19.48     6.06     4.18
DOMC       170910 300  223000-223500   00      22.42  631.1     19.38     5.52     3.62
DOMC       170910 300  223500-224000   00      22.63  631.0     19.55     6.42     4.51
DOMC       170910 300  224000-224500   00      22.18  631.0     19.17     4.34     2.42
DOMC       170910 300  224500-225000   00      22.73  631.0     19.63     6.88     4.94
DOMC       170910 300  225000-225500   00      22.52  631.0     19.45     5.88     3.93
DOMC       170910 300  225500-230000   00      23.18  630.9     20.02     8.96     7.00
DOMC       170910 300  230000-230500   00      23.25  630.8     20.07     9.24     7.26
DOMC       170910 300  230500-231000   00      22.57  630.8     19.47     5.97     3.98
DOMC       170910 300  231000-231500   00      22.43  630.8     19.35     5.33     3.33
DOMC       170910 300  231500-232000   00      23.00  630.7     19.83     7.97     5.96
DOMC       170910 300  232000-232500   00      22.97  630.6     19.80     7.78     5.75
DOMC       170910 300  232500-233000   00      22.90  630.6     19.73     7.42     5.38
DOMC       170910 300  233000-233500   00      22.77  630.5     19.60     6.70     4.65
DOMC       170910 300  233500-234000   00      22.90  630.4     19.70     7.24     5.18
DOMC       170910 300  234000-234500   00      22.65  630.3     19.47     5.97     3.90
DOMC       170910 300  234500-235000   00      22.13  630.3     19.02     3.52     1.43
DOMC       170910 300  235000-235500   00      22.25  630.2     19.12     4.06     1.96
DOMC       170910 300  235500-240000   00      22.78  630.1     19.55     6.42     4.31
DOMC       170911 300  000000-000500   00      22.80  630.1     19.55     6.42     4.30
DOMC       170911 300  000500-001000   00      22.63  630.0     19.42     5.70     3.57
DOMC       170911 300  001000-001500   00      22.70  630.0     19.45     5.88     3.74
DOMC       170911 300  001500-002000   00      22.30  629.9     19.12     4.06     1.90
DOMC       170911 300  002000-002500   00      22.75  629.9     19.50     6.15     3.98
DOMC       170911 300  002500-003000   00      22.55  629.9     19.32     5.15     2.97
DOMC       170911 300  003000-003500   00      22.78  629.9     19.52     6.24     4.05
DOMC       170911 300  003500-004000   00      22.33  629.9     19.13     4.16     1.96
DOMC       170911 300  004000-004500   00      22.30  629.9     19.10     3.97     1.76
DOMC       170911 300  004500-005000   00      22.47  629.7     19.23     4.70     2.48
DOMC       170911 300  005000-005500   00      23.12  629.6     19.77     7.60     5.37
DOMC       170911 300  005500-010000   00      23.18  629.6     19.82     7.88     5.64
DOMC       170911 300  010000-010500   00      22.30  629.6     19.07     3.79     1.54
DOMC       170911 300  010500-011000   00      21.83  629.5     18.67     1.61    -0.65
DOMC       170911 300  011000-011500   00      21.95  629.5     18.75     2.07    -0.20
DOMC       170911 300  011500-012000   00      22.78  629.5     19.47     5.97     3.69
DOMC       170911 300  012000-012500   00      22.68  629.5     19.37     5.43     3.14
DOMC       170911 300  012500-013000   00      22.48  629.4     19.18     4.43     2.13
DOMC       170911 300  013000-013500   00      22.35  629.4     19.07     3.79     1.48
DOMC       170911 300  013500-014000   00      22.70  629.4     19.37     5.43     3.11
DOMC       170911 300  014000-014500   00      22.45  629.4     19.15     4.25     1.92
DOMC       170911 300  014500-015000   00      22.65  629.3     19.32     5.15     2.81
DOMC       170911 300  015000-015500   00      22.50  629.2     19.17     4.34     1.99
DOMC       170911 300  015500-020000   00      22.28  629.2     18.98     3.34     0.98
DOMC       170911 300  020000-020500   00      22.78  629.2     19.42     5.70     3.33
DOMC       170911 300  020500-021000   00      22.43  629.1     19.10     3.97     1.59
DOMC       170911 300  021000-021500   00      22.07  629.1     18.78     2.25    -0.14
DOMC       170911 300  021500-022000   00      22.70  629.1     19.32     5.15     2.75
DOMC       170911 300  022000-022500   00      22.62  629.0     19.25     4.79     2.39
DOMC       170911 300  022500-023000   00      22.85  629.0     19.45     5.88     3.47
DOMC       170911 300  023000-023500   00      21.92  628.9     18.65     1.52    -0.90
DOMC       170911 300  023500-024000   00      22.63  628.8     19.23     4.70     2.27
DOMC       170911 300  024000-024500   00      22.48  628.8     19.10     3.97     1.53
DOMC       170911 300  024500-025000   00      22.38  628.8     19.03     3.61     1.16
DOMC       170911 300  025000-025500   00      22.60  628.8     19.20     4.52     2.07
DOMC       170911 300  025500-030000   00      22.97  628.7     19.50     6.15     3.69
DOMC       170911 300  030000-030500   00      22.88  628.6     19.40     5.61     3.14
DOMC       170911 300  030500-031000   00      23.05  628.6     19.53     6.33     3.85
DOMC       170911 300  031000-031500   00      23.20  628.5     19.67     7.06     4.58
DOMC       170911 300  031500-032000   00      22.28  628.5     18.88     2.79     0.30
DOMC       170911 300  032000-032500   00      22.47  628.4     19.02     3.52     1.02
DOMC       170911 300  032500-033000   00      22.90  628.4     19.40     5.61     3.10
DOMC       170911 300  033000-033500   00      22.53  628.4     19.08     3.88     1.37
DOMC       170911 300  033500-034000   00      23.18  628.4     19.63     6.88     4.36
DOMC       170911 300  034000-034500   00      23.17  628.3     19.62     6.79     4.26
DOMC       170911 300  034500-035000   00      22.80  628.4     19.30     5.06     2.53
DOMC       170911 300  035000-035500   00      22.40  628.4     18.97     3.25     0.71
DOMC       170911 300  035500-040000   00      21.78  628.4     18.45     0.44    -2.11
DOMC       170911 300  040000-040500   00      22.03  628.3     18.65     1.52    -1.03
DOMC       170911 300  040500-041000   00      22.18  628.4     18.78     2.25    -0.31
DOMC       170911 300  041000-041500   00      23.17  628.4     19.62     6.79     4.22
DOMC       170911 300  041500-042000   00      22.50  628.3     19.05     3.70     1.13
DOMC       170911 300  042000-042500   00      23.20  628.3     19.63     6.88     4.30
DOMC       170911 300  042500-043000   00      23.10  628.2     19.55     6.42     3.84
DOMC       170911 300  043000-043500   00      22.05  628.3     18.65     1.52    -1.07
DOMC       170911 300  043500-044000   00      22.30  628.3     18.87     2.70     0.10
DOMC       170911 300  044000-044500   00      23.32  628.2     19.72     7.33     4.73
DOMC       170911 300  044500-045000   00      22.40  628.2     18.93     3.07     0.46
DOMC       170911 300  045000-045500   00      22.95  628.2     19.40     5.61     3.00
DOMC       170911 300  045500-050000   00      22.43  628.2     18.98     3.34     0.72
DOMC       170911 300  050000-050500   00      22.65  628.2     19.15     4.25     1.63
DOMC       170911 300  050500-051000   00      22.08  628.2     18.67     1.61    -1.02
DOMC       170911 300  051000-051500   00      22.55  628.2     19.07     3.79     1.16
DOMC       170911 300  051500-052000   00      22.40  628.2     18.93     3.07     0.43
DOMC       170911 300  052000-052500   00      22.83  628.1     19.30     5.06     2.42
DOMC       170911 300  052500-053000   00      22.37  628.1     18.90     2.89     0.24
DOMC       170911 300  053000-053500   00      22.10  628.1     18.68     1.71    -0.94
DOMC       170911 300  053500-054000   00      22.80  628.1     19.25     4.79     2.13
DOMC       170911 300  054000-054500   00      22.72  628.1     19.20     4.52     1.86
DOMC       170911 300  054500-055000   00      22.58  628.1     19.10     3.97     1.31
DOMC       170911 300  055000-055500   00      22.92  628.1     19.35     5.33     2.66
DOMC       170911 300  055500-060000   00      22.77  628.0     19.22     4.61     1.94
DOMC       170911 300  060000-060500   00      22.35  628.0     18.87     2.70     0.02
DOMC       170911 300  060500-061000   00      22.27  628.0     18.78     2.25    -0.43
DOMC       170911 300  061000-061500   00      22.18  627.9     18.73     1.98    -0.70
DOMC       170911 300  061500-062000   00      23.10  627.9     19.48     6.06     3.37
DOMC       170911 300  062000-062500   00      22.83  627.9     19.25     4.79     2.10
DOMC       170911 300  062500-063000   00      22.68  627.9     19.13     4.16     1.47
DOMC       170911 300  063000-063500   00      22.42  627.8     18.90     2.89     0.19
DOMC       170911 300  063500-064000   00      22.17  627.7     18.67     1.61    -1.09
DOMC       170911 300  064000-064500   00      21.95  627.7     18.50     0.71    -1.99
DOMC       170911 300  064500-065000   00      22.25  627.8     18.75     2.07    -0.64
DOMC       170911 300  065000-065500   00      22.57  627.8     19.02     3.52     0.81
DOMC       170911 300  065500-070000   00      22.05  627.8     18.58     1.16    -1.55
DOMC       170911 300  070000-070500   00      22.62  627.7     19.05     3.70     0.98
DOMC       170911 300  070500-071000   00      22.20  627.7     18.70     1.80    -0.92
DOMC       170911 300  071000-071500   00      22.07  627.7     18.60     1.25    -1.47
DOMC       170911 300  071500-072000   00      22.35  627.7     18.83     2.52    -0.20
DOMC       170911 300  072000-072500   00      22.50  627.8     18.97     3.25     0.53
DOMC       170911 300  072500-073000   00      22.87  627.8     19.27     4.88     2.15
DOMC       170911 300  073000-073500   00      22.80  627.8     19.22     4.61     1.88
DOMC       170911 300  073500-074000   00      22.47  627.8     18.95     3.16     0.43
DOMC       170911 300  074000-074500   00      22.45  627.8     18.93     3.07     0.34
DOMC       170911 300  074500-075000   00      22.98  627.8     19.38     5.52     2.79
DOMC       170911 300  075000-075500   00      22.97  627.8     19.35     5.33     2.59
DOMC       170911 300  075500-080000   00      22.32  627.7     18.80     2.34    -0.40
DOMC       170911 300  080000-080500   00      21.98  627.8     18.53     0.89    -1.85
DOMC       170911 300  080500-081000   00      22.02  627.7     18.55     0.98    -1.76
DOMC       170911 300  081000-081500   00      22.70  627.7     19.12     4.06     1.32
DOMC       170911 300  081500-082000   00      22.62  627.6     19.05     3.70     0.96
DOMC       170911 300  082000-082500   00      22.90  627.7     19.30     5.06     2.32
DOMC       170911 300  082500-083000   00      22.67  627.8     19.12     4.06     1.32
DOMC       170911 300  083000-083500   00      22.58  627.8     19.03     3.61     0.87
DOMC       170911 300  083500-084000   00      22.75  627.8     19.18     4.43     1.69
DOMC       170911 300  084000-084500   00      22.08  627.8     18.62     1.34    -1.41
DOMC       170911 300  084500-085000   00      22.38  627.8     18.87     2.70    -0.05
DOMC       170911 300  085000-085500   00      22.27  627.8     18.77     2.16    -0.59
DOMC       170911 300  085500-090000   00      22.30  627.8     18.80     2.34    -0.41
DOMC       170911 300  090000-090500   00      23.00  627.7     19.38     5.52     2.77
DOMC       170911 300  090500-091000   00      22.25  627.7     18.75     2.07    -0.68
DOMC       170911 300  091000-091500   00      21.62  627.7     18.20    -0.93    -3.68
DOMC       170911 300  091500-092000   00      22.43  627.7     18.90     2.89     0.14
DOMC       170911 300  092000-092500   00      22.07  627.7     18.60     1.25    -1.50
DOMC       170911 300  092500-093000   00      22.43  627.7     18.90     2.89     0.15
DOMC       170911 300  093000-093500   00      22.68  627.7     19.10     3.97     1.23
DOMC       170911 300  093500-094000   00      21.98  627.7     18.52     0.80    -1.94
DOMC       170911 300  094000-094500   00      22.53  627.7     18.98     3.34     0.60
DOMC       170911 300  094500-095000   00      22.72  627.8     19.15     4.25     1.51
DOMC       170911 300  095000-095500   00      22.57  627.8     19.02     3.52     0.78
DOMC       170911 300  095500-100000   00      22.40  627.8     18.88     2.79     0.05
DOMC       170911 300  100000-100500   00      22.35  627.8     18.85     2.61    -0.13
DOMC       170911 300  100500-101000   00      22.85  627.8     19.25     4.79     2.05
DOMC       170911 300  101000-101500   00      21.92  627.8     18.48     0.62    -2.12
DOMC       170911 300  101500-102000   00      22.57  627.8     19.02     3.52     0.79
DOMC       170911 300  102000-102500   00      22.12  627.8     18.65     1.52    -1.21
DOMC       170911 300  102500-103000   00      22.47  627.9     18.97     3.25     0.52
DOMC       170911 300  103000-103500   00      21.98  627.9     18.53     0.89    -1.84
DOMC       170911 300  103500-104000   00      22.68  627.9     19.13     4.16     1.43
DOMC       170911 300  104000-104500   00      22.77  627.8     19.20     4.52     1.80
DOMC       170911 300  104500-105000   00      22.52  627.8     18.98     3.34     0.62
DOMC       170911 300  105000-105500   00      21.53  627.9     18.17    -1.11    -3.83
DOMC       170911 300  105500-110000   00      22.45  628.0     18.95     3.16     0.44
DOMC       170911 300  110000-110500   00      21.73  628.0     18.35    -0.11    -9999
DOMC       170911 300  110500-111000   00      22.43  628.0     18.93     3.07    -9999
DOMC       170911 300  111000-111500   00      22.33  628.0     18.85     2.61    -9999
DOMC       170911 300  111500-112000   00      21.95  628.0     18.53     0.89    -9999
DOMC       170911 300  112000-112500   00      22.40  627.9     18.90     2.89    -9999
DOMC       170911 300  112500-113000   00      22.15  627.9     18.70     1.80    -9999
DOMC       170911 300  113000-113500   00      22.47  627.9     18.95     3.16    -9999
DOMC       170911 300  113500-114000   00      22.12  627.9     18.65     1.52    -9999
DOMC       170911 300  114000-114500   00      21.87  627.9     18.45     0.44    -9999
DOMC       170911 300  114500-115000   00      22.57  627.9     19.03     3.61    -9999
DOMC       170911 300  115000-115500   00      22.63  628.0     19.12     4.06    -9999
DOMC       170911 300  115500-120000   00      21.90  628.0     18.48     0.62    -9999
DOMC       170911 3600 120000-130000   00      22.30  628.2     18.85     2.61    -9999
DOMC       170911 3600 130000-140000   00      22.07  628.5     18.70     1.80    -9999
DOMC       170911 3600 140000-150000   00      22.32  628.7     18.93     3.07    -9999
DOMC       170911 3600 150000-160000   00      22.32  628.8     18.97     3.25    -9999
DOMC       170911 3600 160000-170000   00      21.93  629.1     18.67     1.61    -9999
DOMC       170911 3600 170000-180000   00      22.05  629.3     18.80     2.34    -9999
DOMC       170911 3600 180000-190000   00      22.00  629.7     18.82     2.43    -9999
DOMC       170911 3600 190000-200000   00      22.07  630.0     18.92     2.98    -9999
DOMC       170911 3600 200000-210000   00      21.95  630.2     18.85     2.61    -9999
DOMC       170911 3600 210000-220000   00      21.82  630.8     18.82     2.43    -9999
DOMC       170911 3600 220000-230000   00      21.78  631.1     18.83     2.52    -9999
DOMC       170911 3600 230000-240000   00      21.75  631.4     18.85     2.61    -9999
*
COMMENT  DATA VERIFIED BY ILYA USOSKIN OF THE UNIVERSITY OF OULU	
COMMENT  ORIGINAL DATA IS AVAILABLE AT http://cosmicrays.oulu.fi	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:21:59 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE72/C072DOMC_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
