IRKUTSK3   LATITUDE    52.28     LONGITUDE     104.02    ALTITUDE    3000 M
IRKUTSK3   INSTRUMENT   6NM64    NEUTRON MONITOR     
IRKUTSK3   STANDARD PRESSURE    707     mb     COEFFICIENT   -0.72     % / mb
IRKUTSK3   PRE-INCREASE BASELINE TIME INTERVAL    170910    140000-160000   UT
IRKUTSK3   PRE-INCREASE AVERAGE COUNTING RATE    417.89      COUNTS PER SECOND
IRKUTSK3   TIME INTERVALS    300         3600     
IRKUTSK3   SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (mb)      C/S
IRKUTSK3   170911 300  074000-074500   00     399.60  724.4    427.40     2.28    -9999
IRKUTSK3   170911 300  074500-075000   00     395.20  724.4    422.80     1.17    -9999
IRKUTSK3   170911 300  075000-075500   00     399.40  724.4    427.40     2.28    -9999
IRKUTSK3   170911 300  075500-080000   00     399.60  724.3    427.20     2.23    -9999
IRKUTSK3   170911 300  080000-080500   00     396.60  724.3    423.80     1.41    -9999
IRKUTSK3   170911 300  080500-081000   00     398.40  724.3    426.00     1.94    -9999
IRKUTSK3   170911 300  081000-081500   00     399.20  724.3    426.60     2.08    -9999
IRKUTSK3   170911 300  081500-082000   00     396.20  724.3    423.20     1.27    -9999
IRKUTSK3   170911 300  082000-082500   00     399.00  724.3    427.00     2.18    -9999
IRKUTSK3   170911 300  082500-083000   00     395.80  724.4    423.40     1.32    -9999
IRKUTSK3   170911 300  083000-083500   00     398.80  724.4    426.40     2.04    -9999
IRKUTSK3   170911 300  083500-084000   00     396.00  724.4    423.80     1.41    -9999
IRKUTSK3   170911 300  084000-084500   00     399.00  724.4    427.20     2.23    -9999
IRKUTSK3   170911 300  084500-085000   00     399.20  724.4    427.00     2.18    -9999
IRKUTSK3   170911 300  085000-085500   00     396.60  724.4    424.40     1.56    -9999
IRKUTSK3   170911 300  085500-090000   00     397.00  724.4    424.80     1.65    -9999
IRKUTSK3   170911 300  090000-090500   00     396.60  724.4    424.60     1.61    -9999
IRKUTSK3   170911 300  090500-091000   00     396.20  724.5    424.40     1.56    -9999
IRKUTSK3   170911 300  091000-091500   00     396.00  724.6    424.20     1.51    -9999
IRKUTSK3   170911 300  091500-092000   00     397.60  724.6    426.20     1.99    -9999
IRKUTSK3   170911 300  092000-092500   00     394.60  724.6    422.60     1.13    -9999
IRKUTSK3   170911 300  092500-093000   00     396.40  724.6    424.80     1.65    -9999
IRKUTSK3   170911 300  093000-093500   00     392.20  724.6    420.20     0.55    -9999
IRKUTSK3   170911 300  093500-094000   00     395.40  724.6    423.60     1.37    -9999
IRKUTSK3   170911 300  094000-094500   00     397.60  724.6    426.20     1.99    -9999
IRKUTSK3   170911 300  094500-095000   00     394.80  724.6    423.20     1.27    -9999
IRKUTSK3   170911 300  095000-095500   00     394.20  724.7    422.40     1.08    -9999
IRKUTSK3   170911 300  095500-100000   00     393.00  724.7    421.20     0.79    -9999
IRKUTSK3   170911 300  100000-100500   00     391.80  724.7    419.80     0.46    -9999
IRKUTSK3   170911 300  100500-101000   00     396.80  724.7    425.80     1.89    -9999
IRKUTSK3   170911 300  101000-101500   00     396.40  724.8    425.20     1.75    -9999
IRKUTSK3   170911 300  101500-102000   00     396.20  724.8    425.20     1.75    -9999
IRKUTSK3   170911 300  102000-102500   00     400.20  724.8    429.40     2.75    -9999
IRKUTSK3   170911 300  102500-103000   00     394.40  724.9    423.20     1.27    -9999
IRKUTSK3   170911 300  103000-103500   00     391.80  724.9    420.80     0.70    -9999
IRKUTSK3   170911 300  103500-104000   00     393.60  725.0    422.80     1.17    -9999
IRKUTSK3   170911 300  104000-104500   00     393.00  725.0    422.60     1.13    -9999
IRKUTSK3   170911 300  104500-105000   00     393.20  725.0    422.80     1.17    -9999
IRKUTSK3   170911 300  105000-105500   00     391.20  725.1    420.20     0.55    -9999
IRKUTSK3   170911 300  105500-110000   00     393.60  725.1    423.20     1.27    -9999
IRKUTSK3   170911 300  110000-110500   00     389.80  725.1    419.20     0.31    -9999
IRKUTSK3   170911 300  110500-111000   00     393.00  725.2    422.60     1.13    -9999
IRKUTSK3   170911 300  111000-111500   00     389.20  725.2    418.60     0.17    -9999
IRKUTSK3   170911 300  111500-112000   00     393.20  725.2    423.20     1.27    -9999
IRKUTSK3   170911 300  112000-112500   00     388.80  725.2    418.60     0.17    -9999
IRKUTSK3   170911 300  112500-113000   00     393.80  725.2    423.60     1.37    -9999
IRKUTSK3   170911 300  113000-113500   00     390.60  725.3    420.40     0.60    -9999
IRKUTSK3   170911 300  113500-114000   00     392.60  725.3    422.60     1.13    -9999
IRKUTSK3   170911 300  114000-114500   00     390.40  725.3    420.60     0.65    -9999
IRKUTSK3   170911 300  114500-115000   00     392.60  725.3    422.60     1.13    -9999
IRKUTSK3   170911 300  115000-115500   00     392.80  725.2    422.80     1.17    -9999
IRKUTSK3   170911 300  115500-120000   00     390.80  725.2    420.40     0.60    -9999
IRKUTSK3   170911 3600 120000-130000   00     391.68  725.3    421.60     0.89    -9999
IRKUTSK3   170911 3600 130000-140000   00     391.47  725.4    422.07     1.00    -9999
IRKUTSK3   170911 3600 140000-150000   00     392.10  725.5    422.82     1.18    -9999
IRKUTSK3   170911 3600 150000-160000   00     392.08  725.5    422.77     1.17    -9999
IRKUTSK3   170911 3600 160000-170000   00     393.37  725.4    423.83     1.42    -9999
IRKUTSK3   170911 3600 170000-180000   00     394.87  725.0    424.35     1.55    -9999
IRKUTSK3   170911 3600 180000-190000   00     395.98  724.7    424.70     1.63    -9999
IRKUTSK3   170911 3600 190000-200000   00     397.50  724.4    425.33     1.78    -9999
IRKUTSK3   170911 3600 200000-210000   00     397.83  724.2    425.17     1.74    -9999
IRKUTSK3   170911 3600 210000-220000   00     398.05  724.1    424.95     1.69    -9999
IRKUTSK3   170911 3600 220000-230000   00     397.90  724.1    424.77     1.65    -9999
IRKUTSK3   170911 3600 230000-240000   00     398.62  724.3    426.28     2.01    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:21:59 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE72/C072IRK3_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
