energy [MeV],Flux
1303.1177059019674,1.7207392293194541
1309.783261087029,1.7064271503688833
1316.4488162720907,1.692151386504509
1323.1143714571524,1.6779113987004382
1329.7799266422141,1.6637066582666644
1336.4454818272757,1.6495366466046215
1343.1110370123374,1.6354008549696448
1349.7765921973992,1.6212987842400992
1356.442147382461,1.6091785236239968
1363.1077025675224,1.5980862040000674
1369.7732577525842,1.5870210930836364
1376.438812937646,1.5759828007604073
1383.1043681227075,1.5649709441326287
1389.7699233077692,1.5539851473546042
1396.435478492831,1.5430250414726538
1403.1010336778927,1.532090264269419
1409.7665888629542,1.5211804601123473
1416.432144048016,1.5102952798062534
1423.0976992330777,1.4994343804498027
1429.7632544181395,1.4885974252958198
1436.428809603201,1.4777840836152805
1443.0943647882627,1.4669940305648934
1449.7599199733245,1.456226947058153
1456.4254751583862,1.4454825196397563
1463.0910303434478,1.4347604403632856
1469.7565855285095,1.4240604066720526
1476.4221407135713,1.4133821212830202
1483.0876958986328,1.402725292073698
1489.7532510836945,1.3920896319719223
1496.4188062687563,1.3814748588484496
1503.084361453818,1.3708806954122679
1509.7499166388795,1.3603068691085412
1516.4154718239413,1.349753112019126
1523.081027009003,1.3392191607655717
1529.7465821940648,1.328704756414542
1536.4121373791263,1.3182096443855753
1543.077692564188,1.3097099981402047
1549.7432477492498,1.3015277860469667
1556.4088029343113,1.2933611133040623
1563.074358119373,1.2852097805405023
1569.7399133044348,1.2770735916722604
1576.4054684894966,1.2689523538356846
1583.071023674558,1.26084587732252
1589.7365788596198,1.2527539755164814
1596.4021340446816,1.2446764648313506
1603.0676892297433,1.2366131646505516
1609.7332444148049,1.2285638972681434
1616.3987995998666,1.2205284878312281
1623.0643547849284,1.2125067642837
1629.72990996999,1.2044985573113216
1636.3954651550516,1.1965037002880738
1643.0610203401134,1.1885220292237688
1649.7265755251751,1.1805533827128636
1656.3921307102366,1.1725976018844606
1663.0576858952984,1.164654530353461
1669.7232410803601,1.1567240141728348
1676.388796265422,1.1488059017869787
1683.0543514504834,1.1409000439861408
1689.7199066355452,1.1330062938618668
1696.385461820607,1.1251245067634703
1703.0510170056687,1.11725454025546
1709.7165721907302,1.1093962540759394
1716.382127375792,1.1015495100959234
1723.0476825608537,1.0937141722795656
1729.7132377459152,1.0858901066452662
1736.378792930977,1.0780771812276362
1743.0443481160387,1.0702752660403014
1749.7099033011004,1.0642082868898215
1756.375458486162,1.0581732570145606
1763.0410136712237,1.052147081712415
1769.7065688562855,1.0461296590219082
1776.3721240413472,1.0401208884847168
1783.0376792264087,1.0341206711185162
1789.7032344114705,1.028128909390408
1796.3687895965322,1.0221455071909196
1803.034344781594,1.0161703698085511
1809.6998999666555,1.0102034039048677
1816.3654551517172,1.0042445174901196
1823.031010336779,0.9982936198993698
1829.6965655218405,0.9923506217691322
1836.3621207069023,0.9864154350144925
1843.027675891964,0.9804879728067066
1849.6932310770258,0.9745681495512705
1856.3587862620873,0.9686558808664391
1863.024341447149,0.96275108356219
1869.6898966322108,0.956853675619622
1876.3554518172725,0.950963576170776
1883.021007002334,0.9450807054788675
1889.6865621873958,0.9392049849189202
1896.3521173724575,0.9333363369587994
1903.017672557519,0.9274746851406221
1909.6832277425808,0.921619954062546
1916.3487829276426,0.9157720693609255
1923.0143381127043,0.9099309576928224
1929.6798932977658,0.9040965467188679
1936.3454484828276,0.8982687650864685
1943.0110036678893,0.8924475424133383
1949.676558852951,0.8866328092713656
1956.3421140380126,0.8808244971707918
1963.0076692230743,0.8750225385447026
1969.673224408136,0.8692268667338247
1976.3387795931978,0.8644262711134673
1983.0043347782594,0.8599738108195587
1989.669889963321,0.8555263993613867
1996.3354451483829,0.8510839843829696
2003.0010003334444,0.8466465142211119
2009.6665555185061,0.8422139378941995
2016.3321107035679,0.8377862050912107
2022.9976658886296,0.8333632661609361
2029.6632210736911,0.8289450721014066
2036.328776258753,0.8245315745495175
2042.9943314438146,0.8201227257708552
2049.6598866288764,0.8157184786497104
2056.3254418139377,0.8113187866792829
2062.990996999,0.8069236039520657
2069.656552184061,0.8025328851504191
2076.322107369123,0.7981465855373053
2082.9876625541847,0.7937646609472095
2089.6532177392464,0.7893870677772218
2096.318772924308,0.7850137629782837
2102.98432810937,0.7806447040466015
2109.6498832944317,0.7762798490152096
2116.315438479493,0.7719191564456968
2122.9809936645547,0.7675625854200763
2129.6465488496165,0.7632100955328075
2136.312104034678,0.7588616468829623
2142.97765921974,0.754517200066536
2149.6432144048017,0.7501767161688877
2156.3087695898635,0.7458401567573293
2162.9743247749248,0.7415074838738376
2169.6398799599865,0.7371786600279008
2176.3054351450482,0.7328536481894958
2182.97099033011,0.7285324117821821
2189.6365455151717,0.7242149146763275
2196.3021007002335,0.7199011211824461
2202.9676558852952,0.7155909960446596
2209.633211070357,0.7112845044342695
2216.2987662554183,0.7069816119434444
2222.96432144048,0.7026822845790169
2229.629876625542,0.6992274865723105
2236.2954318106035,0.6959444670713797
2242.9609869956653,0.6926643071509839
2249.626542180727,0.6893869800812322
2256.292097365789,0.6861124594501041
2262.95765255085,0.6828407191588357
2269.623207735912,0.6795717334173927
2276.2887629209736,0.6763054767400182
2282.9543181060353,0.6730419239408556
2289.619873291097,0.6697810501296477
2296.285428476159,0.6665228307075064
2302.9509836612206,0.663267241362757
2309.6165388462823,0.6600142580668499
2316.2820940313436,0.6567638570703436
2322.9476492164054,0.653516014898952
2329.613204401467,0.6502707083496625
2336.278759586529,0.6470279144869134
2342.9443147715906,0.6437876106388397
2349.6098699566523,0.6405497743935774
2356.275425141714,0.6373143835956335
2362.9409803267754,0.6340814163423107
2369.606535511837,0.6308508509801953
2376.272090696899,0.627622666101701
2382.9376458819606,0.624396840541669
2389.6032010670224,0.6211733533740251
2396.268756252084,0.6179521839084895
2402.934311437146,0.6147333116873419
2409.5998666222076,0.6115167164822382
2416.265421807269,0.6083023782910776
2422.9309769923307,0.6050902773349239
2429.5965321773924,0.6018803940549706
2436.262087362454,0.5986727091095613
2442.927642547516,0.5954672033712521
2449.5931977325777,0.5922638579239249
2456.2587529176394,0.5890626540599443
2462.9243081027007,0.5858635732773607
2469.5898632877625,0.5826665972771585
2476.255418472824,0.5794717079605451
2482.920973657886,0.5762788874262864
2489.5865288429477,0.5730881179680817
2496.2520840280094,0.5698993820719797
2502.917639213071,0.5667126624138362
2509.5831943981325,0.5642348490706857
2516.2487495831942,0.5618143583215816
2522.914304768256,0.5593954829150136
2529.5798599533177,0.5569782092160465
2536.2454151383795,0.5545625237357764
2542.9109703234412,0.5521484131294261
2549.576525508503,0.5497358641944743
2556.2420806935647,0.5473248638688082
2562.907635878626,0.5449153992289095
2569.573191063688,0.5425074574880634
2576.2387462487495,0.5401010259945993
2582.9043014338113,0.5376960922301556
2589.569856618873,0.5352926438079701
2596.2354118039348,0.5328906684712001
2602.9009669889965,0.5304901540912628
2609.566522174058,0.5280910886662046
2616.2320773591196,0.5256934603190931
2622.8976325441813,0.5232972572964342
2629.563187729243,0.5209024679666118
2636.228742914305,0.5185090808183511
2642.8942980993666,0.5161170844592056
2649.5598532844283,0.513726467614065
2656.22540846949,0.5113372191236876
2662.8909636545513,0.5089493279432515
2669.556518839613,0.5065627831409287
2676.222074024675,0.5041775738964804
2682.8876292097366,0.5017936894998737
2689.5531843947983,0.49941111934991506
2696.21873957986,0.49702985295290797
2702.884294764922,0.4946498799213275
2709.549849949983,0.4922711899725152
2716.215405135045,0.4898937729273927
2722.8809603201066,0.48751761870919313
2729.5465155051684,0.48514271734221326
2736.21207069023,0.4827690589505801
2742.877625875292,0.4803966337570384
2749.5431810603536,0.478025432081754
2756.208736245415,0.47565544434113455
2762.8742914304767,0.4732866610466661
2769.5398466155384,0.4709190728037694
2776.2054018006,0.4685526703106684
2782.870956985662,0.4661874443572775
2789.5365121707237,0.4638233858241042
2796.2020673557854,0.46146048568116566
2802.867622540847,0.45909873498692294
2809.5331777259084,0.4567381248872278
2816.19873291097,0.45475884280922213
2822.864288096032,0.45297437816382413
2829.5298432810937,0.4511908262110383
2836.1953984661554,0.44940817997815646
2842.860953651217,0.4476264325599044
2849.526508836279,0.44584557711764955
2856.1920640213402,0.444065606878622
2862.857619206402,0.4422865151351413
2869.5231743914637,0.44050829524386004
2876.1887295765255,0.43873094062501355
2882.854284761587,0.43695444476168055
2889.519839946649,0.43517880119905583
2896.1853951317107,0.4334040035437309
2902.8509503167725,0.4316300454629845
2909.5165055018338,0.4298569206840853
2916.1820606868955,0.42808462299359984
2922.8476158719573,0.42631314623671424
2929.513171057019,0.42454248431656166
2936.1787262420808,0.4227726311935609
2942.8442814271425,0.42100358088476314
2949.5098366122043,0.419235327463207
2956.1753917972655,0.41746786505728384
2962.8409469823273,0.41570118785010923
2969.506502167389,0.41393529007890534
2976.172057352451,0.4121701660343891
2982.8376125375125,0.410405810060171
2989.5031677225743,0.4086422165521595
2996.168722907636,0.4068793799579748
3002.834278092698,0.4051172947763703
3009.499833277759,0.40335595555666065
3016.165388462821,0.4015953568981588
3022.8309436478826,0.39983549344961905
3029.4964988329443,0.39807635990868834
3036.162054018006,0.3963179510213646
3042.827609203068,0.3945602615814613
3049.4931643881296,0.392803286430081
3056.158719573191,0.3910470204550927
3062.8242747582526,0.38929145859061864
3069.4898299433144,0.3875365958165271
3076.155385128376,0.3857824271579309
3082.820940313438,0.38402894768469276
3089.4864954984996,0.3822761525109378
3096.1520506835614,0.38052403679457136
3102.8176058686226,0.37877259573680305
3109.4831610536844,0.3770218245816778
3116.148716238746,0.3752717186156119
3122.814271423808,0.37352227316693487
3129.4798266088696,0.37177348360543894
3136.1453817939314,0.3700253453419316
3142.810936978993,0.36827785382779576
3149.476492164055,0.36653100455455456
3156.142047349116,0.36506088401484116
3162.807602534178,0.36374628605405346
3169.4731577192397,0.36243220129801756
3176.1387129043014,0.36111862619551394
3182.804268089363,0.3598055572263677
3189.469823274425,0.3584929909011203
3196.1353784594867,0.3571809237607044
3202.800933644548,0.3558693523761226
3209.4664888296097,0.3545582733481314
3216.1320440146715,0.35324768330692785
3222.797599199733,0.3519375789118409
3229.463154384795,0.3506279568510254
3236.1287095698567,0.3493188138411621
3242.7942647549185,0.34801014662715846
3249.45981993998,0.3467019519818559
3256.1253751250415,0.34539422670573816
3262.7909303101032,0.3440869676266452
3269.456485495165,0.3427801715994897
3276.1220406802267,0.3414738355059771
3282.7875958652885,0.3401679562543284
3289.4531510503502,0.3388625307790086
3296.118706235412,0.3375575560404551
3302.7842614204733,0.3362530290248122
3309.449816605535,0.33494894674366693
3316.115371790597,0.33364530623379035
3322.7809269756585,0.3323421045568789
3329.4464821607203,0.33103933879930036
3336.112037345782,0.32973700607184486
3342.777592530844,0.3284351035094753
3349.4431477159055,0.3271336282710819
3356.108702900967,0.32583257753924255
3362.7742580860286,0.32453194851998035
3369.4398132710903,0.32323173844253084
3376.105368456152,0.32193194455910606
3382.770923641214,0.320632564144664
3389.4364788262756,0.3193335944966816
3396.1020340113373,0.31803503293492924
3402.7675891963986,0.3167368768012467
3409.4331443814604,0.3154391234593252
3416.098699566522,0.3141417702944881
3422.764254751584,0.3128448147134768
3429.4298099366456,0.3115482541442385
3436.0953651217073,0.3102520860357158
3442.760920306769,0.3089563078576394
3449.4264754918304,0.30766091710032295
3456.092030676892,0.3063659112744601
3462.757585861954,0.3050712879109253
3469.4231410470156,0.303777044560574
3476.0886962320774,0.30248317879404796
3482.754251417139,0.3011896882015823
3489.419806602201,0.2998965703928125
3496.0853617872626,0.29860382299658655
3502.750916972324,0.2973114436607784
3509.4164721573857,0.2960194300521023
3516.0820273424474,0.2947277798559299
3522.747582527509,0.2934364907761111
3529.413137712571,0.2922826018375052
3536.0786928976327,0.29131513534604164
3542.7442480826944,0.2903479569185486
3549.4098032677557,0.2893810647469842
3556.0753584528175,0.2884144570376193
3562.740913637879,0.2874481320108989
3569.406468822941,0.2864820879013084
3576.0720240080027,0.28551632295723783
3582.7375791930644,0.28455083544085075
3589.403134378126,0.2835856236279518
3596.068689563188,0.28262068580785815
3602.7342447482492,0.281656020283272
3609.399799933311,0.2806916253701514
3616.0653551183727,0.27972749939758773
3622.7309103034345,0.2787636407076804
3629.3964654884962,0.2778000476554143
3636.062020673558,0.2768367186085388
3642.7275758586197,0.2758736519474485
3649.393131043681,0.27491084606506355
3656.0586862287428,0.27394829936671383
3662.7242414138045,0.2729860102700219
3669.3897965988663,0.2720239772047887
3676.055351783928,0.2710621986128806
3682.7209069689898,0.2701006729481166
3689.3864621540515,0.26913939867615866
3696.0520173391133,0.26817837427439956
3702.7175725241746,0.2672175982318571
3709.3831277092363,0.2662570690490651
3716.048682894298,0.2652967852379678
3722.71423807936,0.26433674532181467
3729.3797932644216,0.26337694783505694
3736.0453484494833,0.26241739132324415
3742.710903634545,0.26145807434292295
3749.3764588196063,0.2604989954615367
3756.042014004668,0.25954015325732555
3762.70756918973,0.25858154631922803
3769.3731243747916,0.25762317324678435
3776.0386795598533,0.2566650326500394
3782.704234744915,0.2557071231494477
3789.369789929977,0.25474944337577937
3796.035345115038,0.2537919919700263
3802.7009003001,0.2528347675833106
3809.3664554851616,0.2518777688767923
3816.0320106702234,0.2509209945215803
3822.697565855285,0.2499644431986419
3829.363121040347,0.24900811359871503
3836.0286762254086,0.24805200442222025
3842.6942314104704,0.24709611437917497
3849.3597865955317,0.24614044218910666
3856.0253417805934,0.24518498658096904
3862.690896965655,0.24422974629305733
3869.356452150717,0.24327472007292655
3876.0220073357787,0.242319906677308
3882.6875625208404,0.24136530487202856
3889.353117705902,0.2404109134319306
3896.0186728909634,0.23945673114079177
3902.684228076025,0.23850275679124627
3909.349783261087,0.23754898918470754
3916.0153384461487,0.23659542713129034
3922.6808936312104,0.2356420694497349
3929.346448816272,0.23468891496733107
3936.012004001334,0.23373596251984358
3942.6775591863957,0.23291204442863828
3949.343114371457,0.2322013906961235
3956.0086695565187,0.2314908977706695
3962.6742247415805,0.2307805647364115
3969.339779926642,0.23007039068405322
3976.005335111704,0.22936037471081044
3982.6708902967657,0.2286505159203542
3989.3364454818275,0.2279408134227557
3996.0020006668888,0.22723126633443033
4002.6675558519505,0.2265218737780834
4009.3331110370123,0.22581263488265577
4015.998666222074,0.22510354878327124
4022.6642214071358,0.22439461462118185
4029.3297765921975,0.22368583154371688
4035.9953317772593,0.2229771987042302
4042.6608869623205,0.2222687152620491
4049.3264421473823,0.2215603803824229
4055.991997332444,0.2208521932364733
4062.657552517506,0.22014415300114373
4069.3231077025675,0.21943625885915066
4075.9886628876293,0.21872850999893398
4082.654218072691,0.21802090561460882
4089.319773257753,0.21731344490591792
4095.985328442814,0.21660612707818389
4102.650883627875,0.21589895134226214
4109.316438812938,0.21519191691449419
4115.981993998,0.21448502301666234
4122.647549183061,0.21377826887594328
4129.313104368122,0.21307165372486295
4135.978659553184,0.2123651768012525
4142.644214738246,0.21165883734820296
4149.309769923308,0.21095263461402244
4155.975325108369,0.21024656785219234
4162.640880293431,0.20954063632132336
4169.306435478493,0.20883483928511476
4175.971990663555,0.2081291760123108
4182.637545848616,0.2074236457766592
4189.303101033678,0.2067182478568704
4195.96865621874,0.2060129815365757
4202.634211403802,0.20530784610428768
4209.299766588863,0.20460284085335947
4215.965321773924,0.20389796508194466
4222.630876958986,0.2031932180929585
4229.296432144048,0.2024885991940391
4235.961987329109,0.20178410769750765
4242.627542514171,0.20107974292033184
4249.293097699233,0.20037550418408598
4255.958652884295,0.19967139081491522
4262.624208069356,0.19896740214349748
4269.289763254418,0.19826353750500655
4275.95531843948,0.19755979623907632
4282.620873624542,0.19685617768976377
4289.286428809603,0.19615268120551385
4295.951983994665,0.19544930613912387
4302.617539179727,0.1947460518477082
4309.283094364789,0.19404291769266382
4315.9486495498495,0.1933399030396355
4322.614204734911,0.19263700725848182
4329.279759919973,0.19193422972324176
4335.945315105035,0.19123156981210054
4342.6108702900965,0.19052902690735707
4349.276425475158,0.18982660039539062
4355.94198066022,0.18912428966662873
4362.607535845282,0.18842209411551447
4369.2730910303435,0.18772001314047518
4375.938646215405,0.18701804614388967
4382.604201400467,0.18631619253205847
4389.269756585529,0.18561445171517138
4395.9353117705905,0.18499202028241374
4402.600866955652,0.18447136791864244
4409.266422140714,0.1839508050784778
4415.931977325775,0.1834303312987324
4422.597532510837,0.18290994611923264
4429.263087695898,0.1823896490827956
4435.92864288096,0.18186943973520564
4442.594198066022,0.18134931762519027
4449.259753251084,0.18082928230439801
4455.925308436145,0.1803093333273753
4462.590863621207,0.1797894702515435
4469.256418806269,0.17926969263717746
4475.921973991331,0.178750000047382
4482.587529176392,0.17823039204807123
4489.253084361454,0.1777108682079456
4495.918639546516,0.17719142809847138
4502.584194731578,0.17667207129385837
4509.249749916639,0.17615279737103937
4515.9153051017,0.17563360590964844
4522.580860286762,0.17511449649200078
4529.246415471824,0.17459546870307183
4535.911970656885,0.17407652213047664
4542.577525841947,0.17355765636445003
4549.243081027009,0.173038870997826
4555.908636212071,0.17252016562601813
4562.574191397132,0.17200153984700015
4569.239746582194,0.1714829932612856
4575.905301767256,0.170964525471909
4582.570856952318,0.17044613608440687
4589.236412137379,0.16992782470679815
4595.901967322441,0.16940959094956565
4602.567522507503,0.1688914344256374
4609.233077692565,0.1683733547503679
4615.8986328776255,0.16785535154152034
4622.564188062687,0.1673374244192471
4629.229743247749,0.16681957300607353
4635.895298432811,0.16630179692687863
4642.560853617872,0.16578409580887796
4649.226408802934,0.16526646928160613
4655.891963987996,0.1647489169768988
4662.557519173058,0.1642314385288764
4669.223074358119,0.16371403357392625
4675.888629543181,0.16319670175068568
4682.554184728243,0.1626794427000259
4689.219739913305,0.16216225606503426
4695.885295098366,0.16164514149099876
4702.550850283428,0.1611280986253911
4709.21640546849,0.1606111271178507
4715.881960653551,0.16009422662016856
4722.5475158386125,0.15957739678627111
4729.213071023674,0.15906063727220485
4735.878626208736,0.15854394773612032
4742.544181393798,0.15802732783825665
4749.2097365788595,0.15751077724092644
4755.875291763921,0.15699429560849998
4762.540846948983,0.1564778826073905
4769.206402134045,0.15596153790603917
4775.8719573191065,0.1554452611749002
4782.537512504168,0.15492905208642563
4789.20306768923,0.1544129103150518
4795.868622874292,0.1538968355371836
4802.5341780593535,0.15338082743118087
4809.199733244415,0.15286488567734413
4815.865288429476,0.15234900995790007
4822.530843614538,0.15183319995698796
4829.1963987996,0.15131745536064548
4835.861953984661,0.1508017758567952
4842.527509169723,0.15028616113523052
4849.193064354785,0.1497706108876029
4855.858619539847,0.14925512480740757
4862.524174724908,0.1487397025899707
4869.18972990997,0.14822434393243625
4875.855285095032,0.14770904853375277
4882.520840280094,0.14719381609466028
4889.186395465155,0.14667864631767777
4895.851950650217,0.14623911974860482
4902.517505835279,0.14585904227986302
4909.18306102034,0.14547901437354238
4915.848616205401,0.14509903579659889
4922.514171390463,0.1447191063173652
4929.179726575525,0.14433922570554084
4935.845281760587,0.14395939373218272
4942.510836945648,0.14357961016969495
4949.17639213071,0.1431998747918198
4955.841947315772,0.14282018737362798
4962.507502500834,0.1424405476915093
4969.173057685895,0.14206095552316328
4975.838612870957,0.14168141064758982
4982.504168056019,0.1413019128450805
4989.169723241081,0.14092246189720875
4995.835278426142,0.1405430575868212
5002.500833611204,0.14016369969802914
5009.166388796265,0.13978438801619877
5015.831943981327,0.13940512232794308
5022.4974991663885,0.13902590242111298
5029.16305435145,0.1386467280847883
5035.828609536512,0.13826759910926978
5042.494164721574,0.13788851528607
5049.1597199066355,0.1375094764079054
5055.825275091697,0.13713048226868746
5062.490830276759,0.13675153266351478
5069.156385461821,0.13637262738866454
5075.8219406468825,0.13599376624158457
5082.487495831944,0.13561494902088503
5089.153051017006,0.13523617552633058
5095.818606202068,0.13485744555883208
5102.4841613871295,0.1344787589204392
5109.14971657219,0.13410011541433192
5115.815271757252,0.13372151484481323
5122.480826942314,0.13334295701730134
5129.146382127376,0.13296444173832175
5135.811937312437,0.1325859688155001
5142.477492497499,0.1322075380575541
5149.143047682561,0.1318291492742865
5155.8086028676225,0.1314508022765773
5162.474158052684,0.13107249687637684
5169.139713237746,0.13069423288669818
5175.805268422808,0.1303160101216098
5182.4708236078695,0.12993782839622864
5189.136378792931,0.12955968752671293
5195.801933977993,0.129181587330255
5202.467489163055,0.12880352762507438
5209.133044348116,0.12842550823041082
5215.798599533177,0.1280475289665172
5222.464154718239,0.12766958965465314
5229.129709903301,0.1272916901170778
5235.795265088363,0.1269138301770431
5242.460820273424,0.12653600965878756
5249.126375458486,0.12615822838752896
5255.791930643548,0.12578048618945833
5262.45748582861,0.12540278289173318
5269.123041013671,0.12502511832247076
5275.788596198733,0.12464749231074235
5282.454151383795,0.12426990468656618
5289.119706568857,0.12389235528090137
5295.785261753918,0.12351484392564178
5302.45081693898,0.12313737045360945
5309.116372124041,0.1227599346985491
5315.781927309103,0.12238253649512085
5322.447482494164,0.12200517567889528
5329.113037679226,0.12162785208634685
5335.778592864288,0.12125056555484799
5342.44414804935,0.12087331592266301
5349.109703234411,0.12049610302894255
5355.775258419473,0.12011892671371739
5362.440813604535,0.11974178681789283
5369.106368789597,0.11936468318324299
5375.771923974658,0.1189876156524048
5382.43747915972,0.11861058406887261
5389.103034344782,0.1182335882769925
5395.768589529844,0.11785662812195662
5402.434144714905,0.11747970344979762
5409.099699899966,0.11710281410738353
5415.765255085028,0.11672595994241158
5422.43081027009,0.1163491408034033
5429.0963654551515,0.11597235653969938
