energy[MeV],Flux
133.6644554818494,19.932142811170742
134.33111103703456,19.87722848265477
134.99776659221973,19.822721700448458
135.6644221474049,19.768617368212357
136.33107770259008,19.714910477523315
136.99773325777525,19.65970310568854
137.66438881296042,19.60045746349152
138.3310443681456,19.541631898269404
138.99769992333077,19.483221280791227
139.66435547851594,19.425220568211127
140.33101103370112,19.36762480221268
140.9976665888863,19.310429107201504
141.66432214407146,19.253628688544946
142.33097769925664,19.197218830857214
142.9976332544418,19.141194896328617
143.66428880962698,19.085552323097605
144.33094436481215,19.03028662366437
144.99759991999733,18.975393383344645
145.6642554751825,18.920868258762532
146.33091103036767,18.86670697638135
146.99756658555285,18.812905331071114
147.66422214073802,18.75945918471182
148.3308776959232,18.706364464831335
148.99753325110836,18.6536171632769
149.66418880629354,18.601213334919365
150.3308443614787,18.549149096389073
150.99749991666388,18.497420624842608
151.66415547184906,18.446024156759403
152.33081102703423,18.394955986767485
152.9974665822194,18.344212466497414
153.66412213740458,18.29379000346368
154.33077769258975,18.243685059972798
154.99743324777492,18.19389415205728
155.6640888029601,18.14441384843485
156.33074435814527,18.095240769492154
156.99739991333044,18.04637158629222
157.6640554685156,17.99780301960525
158.3307110237008,17.949531838961732
158.99736657888596,17.901554861727632
159.66402213407113,17.853868952200834
160.3306776892563,17.806471020728303
160.99733324444148,17.759358022843486
161.66398879962665,17.712526958423293
162.33064435481182,17.665974870864215
162.997299909997,17.6164447930915
163.66395546518217,17.56680831325236
164.33061102036734,17.51745951987467
164.99726657555252,17.468395443734142
165.6639221307377,17.419613157818297
166.33057768592286,17.37110977656099
166.99723324110803,17.32288245509375
167.6638887962932,17.274928388513658
168.33054435147838,17.2272448111671
168.99719990666355,17.179828995949276
169.66385546184873,17.132678253618742
170.3305110170339,17.08578993212688
170.99716657221907,17.039161415961754
171.66382212740425,16.99279012550606
172.33047768258942,16.946673516408733
172.9971332377746,16.90080907897
173.66378879295976,16.855194337539405
174.33044434814494,16.80982684992659
174.9970999033301,16.76470420682443
175.66375545851528,16.719824031244258
176.33041101370046,16.67518397796295
176.99706656888563,16.63078173298138
177.6637221240708,16.586615012994233
178.33037767925597,16.54268156487066
178.99703323444115,16.49897916514565
179.66368878962632,16.455505619521837
180.3303443448115,16.412258762381473
180.99699989999667,16.36923645630827
181.66365545518184,16.32643659161903
182.330311010367,16.283857085904643
182.99696656555219,16.241495883580367
183.66362212073736,16.19935095544511
184.33027767592253,16.1574202982495
184.9969332311077,16.11570193427259
185.66358878629288,16.074193910906864
186.33024434147805,16.032894300251588
186.99689989666322,15.991801198714032
187.6635554518484,15.950912726618578
188.33021100703357,15.910227027823451
188.99686656221874,15.869742269344963
189.66352211740391,15.829456640988944
190.3301776725891,15.789368354989424
190.99683322777426,15.749475645654199
191.66348878295943,15.709776769017237
192.3301443381446,15.670270002497737
192.99679989332978,15.629498363597927
193.66345544851495,15.588698579075727
194.33011100370013,15.54809232969685
194.9967665588853,15.50767791842648
195.66342211407047,15.467453668688695
196.33007766925564,15.427417924051923
196.99673322444082,15.38756904792026
197.663388779626,15.347905423230598
198.33004433481116,15.30842545215528
198.99669988999634,15.269127555810291
199.6633554451815,15.230010173968909
200.33001100036668,15.191071764780474
200.99666655555185,15.152310804494432
201.66332211073703,15.113725787189367
202.3299776659222,15.075315224506966
202.99663322110737,15.03707764539081
203.66328877629255,14.999011595829884
204.32994433147772,14.961115638606747
204.9965998866629,14.923388353050159
205.66325544184807,14.88582833479219
206.32991099703324,14.848434195529654
206.9965665522184,14.811204562789754
207.66322210740358,14.774138079699947
208.32987766258876,14.737233404761787
208.99653321777393,14.700489211628863
209.6631887729591,14.663904188888532
210.32984432814428,14.627477039847552
210.99649988332945,14.591206482321395
211.66315543851462,14.555091248427281
212.3298109936998,14.519130084380762
212.99646654888497,14.483321750295833
213.66312210407014,14.447665019988516
214.3297776592553,14.412158680783767
214.9964332144405,14.376801533325732
215.66308876962566,14.341592391391229
216.32974432481083,14.306530081706407
216.996399879996,14.271613443766526
217.66305543518118,14.236841329658745
218.32971099036635,14.202212603887968
218.99636654555152,14.167726143205556
219.6630221007367,14.133380836440963
220.32967765592187,14.09917558433611
220.99633321110704,14.065109299382653
221.66298876629222,14.031180905661788
222.3296443214774,13.997389338686832
222.99629987666256,13.96373354524836
223.66295543184773,13.930212483261904
224.3296109870329,13.896825121618154
224.99626654221808,13.863570440035566
225.66292209740325,13.830447428915463
226.32957765258843,13.797455089199397
226.9962332077736,13.764592432228929
227.66288876295877,13.731770926247412
228.32954431814395,13.698841134338455
228.99619987332912,13.666039134023757
229.6628554285143,13.633363969302636
230.32951098369946,13.600814693984042
230.99616653888464,13.568390371558205
231.6628220940698,13.53609007507042
232.32947764925498,13.503912886996739
232.99613320444016,13.471857899121714
233.66278875962533,13.439924212417992
234.3294443148105,13.408110936927864
234.99609986999567,13.37641719164661
235.66275542518085,13.344842104407746
236.32941098036602,13.313384811769975
236.9960665355512,13.282044458905961
237.66272209073637,13.250820199492788
238.32937764592154,13.219711195604136
238.9960332011067,13.188716617604092
239.66268875629189,13.15783564404264
240.32934431147706,13.127067461552691
240.99599986666223,13.096411264748744
241.6626554218474,13.065866256127055
242.32931097703258,13.035431645967352
242.99596653221775,13.005106652235987
243.66262208740292,12.974890500490648
244.3292776425881,12.9447824237864
244.99593319777327,12.914781662583215
245.66258875295844,12.884887464654854
246.32924430814361,12.855099084999127
246.9958998633288,12.825415785749481
247.66255541851396,12.795836836087924
248.32921097369913,12.766361512159184
248.9958665288843,12.736989096986239
249.66252208406948,12.707718880386976
250.32917763925465,12.678550158892179
250.99583319443983,12.649482235664657
251.662488749625,12.620514420419576
252.32914430481017,12.591646029345958
252.99579985999534,12.562876385029325
253.66245541518052,12.534204816375464
254.3291109703657,12.505630658535273
254.99576652555086,12.477153252830739
255.66242208073604,12.448771946681953
256.3290776359212,12.420486093535168
256.9957331911064,12.392295052791912
257.6623887462915,12.364198189739104
258.3290443014767,12.336194875480164
258.9956998566619,12.308284486867093
259.66235541184705,12.280466406433556
260.3290109670322,12.252740022328862
260.9956665222174,12.22510472825292
261.66232207740256,12.197559923392062
262.32897763258774,12.170105012355842
262.9956331877729,12.142739405114622
263.6622887429581,12.115462516938134
264.32894429814326,12.088273768334817
264.99559985332843,12.061172584992041
265.6622554085136,12.034158397717151
266.3289109636988,12.007230642379314
266.99556651888395,11.980388759852197
267.6622220740691,11.953632195957399
268.3288776292543,11.926990553200298
268.99553318443947,11.900932781188668
269.66218873962464,11.874957358107322
270.3288442948098,11.84906375756145
270.995499849995,11.823251457758142
271.66215540518016,11.79751994145517
272.32881096036533,11.771868695910438
272.9954665155505,11.746297212832111
273.6621220707357,11.720804988329437
274.32877762592085,11.695391522864176
274.995433181106,11.67005632120277
275.6620887362912,11.644798892369073
276.32874429147637,11.619618749597723
276.99539984666154,11.59451541028819
277.6620554018467,11.569488395959365
278.3287109570319,11.544537232204805
278.99536651221706,11.51966144864852
279.66202206740223,11.494860578901381
280.3286776225874,11.470134160518093
280.9953331777726,11.445481734954724
281.66198873295775,11.420902847526788
282.3286442881429,11.396397047367882
282.9952998433281,11.371963887388869
283.66195539851327,11.347602924237584
284.32861095369844,11.323313718259055
284.9952665088836,11.299095833456237
285.6619220640688,11.27494883745129
286.32857761925396,11.250872301447302
286.99523317443914,11.226865800190529
287.6618887296243,11.20292891193314
288.3285442848095,11.179061218396397
288.99519983999465,11.155262304734325
289.6618553951798,11.13153175949787
290.328510950365,11.107869174599449
290.9951665055502,11.08427414527802
291.66182206073535,11.060746270064538
292.3284776159205,11.037285150747882
292.9951331711057,11.0138903923412
293.66178872629087,10.990561603048652
294.32844428147604,10.967298394232634
294.9950998366612,10.94410038038132
295.6617553918464,10.920967179076703
296.32841094703156,10.897898410962965
296.99506650221673,10.874893699715274
297.6617220574019,10.85195267200895
298.3283776125871,10.829074957489034
298.99503316777225,10.80626018874019
299.6616887229574,10.78350800125705
300.3283442781426,10.76081803341484
300.99499983332777,10.738189926440432
301.66165538851294,10.71562332438369
302.3283109436981,10.693117874089234
302.9949664988833,10.670673225168503
303.66162205406846,10.648289029972142
304.32827760925363,10.625964943562789
304.9949331644388,10.60370062368811
305.661588719624,10.581495730754233
306.32824427480915,10.559349927799435
306.9948998299943,10.537262880468214
307.6615553851795,10.515234256985618
308.32821094036467,10.493263728131886
308.99486649554984,10.471350967217443
309.661522050735,10.449495650058104
310.3281776059202,10.427697454950689
310.99483316110536,10.40595606264879
311.66148871629053,10.384271156338958
312.3281442714757,10.362642421617066
312.9947998266609,10.341069546465024
313.66145538184605,10.319552221227726
314.3281109370312,10.298090138590284
314.9947664922164,10.276682993555518
315.6614220474016,10.255428983842938
316.32807760258675,10.235135307230944
316.9947331577719,10.214893637917429
317.6613887129571,10.19470369106866
318.32804426814226,10.174565183977027
318.99469982332744,10.154477836040854
319.6613553785126,10.134441368744426
320.3280109336978,10.114455505638288
320.99466648888296,10.094519972319723
321.66132204406813,10.074634496413484
322.3279775992533,10.054798807552729
322.9946331544385,10.035012637360195
323.66128870962365,10.01527571942955
324.3279442648088,9.99558778930702
324.994599819994,9.975948584473135
325.66125537517917,9.956357844324781
326.32791093036434,9.93681531015737
326.9945664855495,9.917320725147261
327.6612220407347,9.89787383433438
328.32787759591986,9.878474384604981
328.99453315110503,9.859122124674686
329.6611887062902,9.839816805071637
330.3278442614754,9.820558178119878
330.99449981666055,9.801345997922912
331.6611553718457,9.78218002034744
332.3278109270309,9.763060003007286
332.99446648221607,9.74398570524749
333.66112203740124,9.724956888128586
334.3277775925864,9.70597331441105
334.9944331477716,9.687034748539917
335.66108870295676,9.668140956629573
336.32774425814193,9.6492917064487
336.9943998133271,9.630486767405422
337.6610553685123,9.611725910532561
338.32771092369745,9.593008908473092
338.9943664788826,9.574335535465742
339.6610220340678,9.555705567330751
340.32767758925297,9.537118781455796
340.99433314443814,9.518574956782018
341.6609886996233,9.500073873790289
342.3276442548085,9.481615314487538
342.99429980999366,9.46319906239328
343.66095536517884,9.444824902526271
344.327610920364,9.426492621391299
344.9942664755492,9.408202006966125
345.66092203073435,9.389952848688583
346.3275775859195,9.37174493744376
346.9942331411047,9.35357806555139
347.6608886962899,9.335452026753314
348.32754425147505,9.3173666162011
348.9941998066602,9.29932163044382
349.6608553618454,9.281316867415907
350.32751091703057,9.263352126425167
350.99416647221574,9.245427208140915
351.6608220274009,9.227541914582245
352.3274775825861,9.209696049106396
352.99413313777126,9.191889416397254
353.66078869295643,9.174121822453994
354.3274442481416,9.156393074579807
354.9940998033268,9.138702981370763
355.66075535851195,9.121051352704795
356.3274109136971,9.103437999730758
356.9940664688823,9.085862734857676
357.66072202406747,9.068325371744006
358.32737757925264,9.050825725287103
358.9940331344378,9.033363611612733
359.660688689623,9.01593884806471
360.32734424480816,8.99855125319465
360.99399979999333,8.981200646751818
361.6606553551785,8.96388684967308
362.3273109103637,8.946609684072962
362.99396646554885,8.929368973233807
363.660622020734,8.912164541596036
364.3272775759192,8.894996214748499
364.99393313110437,8.877863819418934
365.66058868628954,8.860767183464517
366.3272442414747,8.843706135862494
366.9938997966599,8.826680506700946
367.66055535184506,8.809690127169597
368.32721090703023,8.792734829550756
368.9938664622154,8.775814447210328
369.6605220174006,8.758928814588907
370.32717757258575,8.742295743957653
370.9938331277709,8.726690098188374
371.6604886829561,8.71111676150388
372.3271442381413,8.695575581741567
372.99379979332645,8.680066407711648
373.6604553485116,8.66458908918925
374.3271109036968,8.649143476906582
374.99376645888196,8.6337294225452
375.66042201406714,8.618346778728327
376.3270775692523,8.602995399013263
376.9937331244375,8.587675137883874
377.66038867962266,8.572385850743123
378.32704423480783,8.557127393905718
378.993699789993,8.541899624590798
379.6603553451782,8.526702400914704
380.32701090036335,8.511535581883823
380.9936664555485,8.49639902738749
381.6603220107337,8.481292598190969
382.32697756591887,8.466216155928494
382.99363312110404,8.45116956309639
383.6602886762892,8.436152683046238
384.3269442314744,8.421165379978135
384.99359978665956,8.40620751893399
385.66025534184473,8.391278965790898
386.3269108970299,8.376379587254585
386.9935664522151,8.361509250852901
387.66022200740025,8.346667824929376
388.3268775625854,8.331855178636859
388.9935331177706,8.317071181931174
389.66018867295577,8.302315705564888
390.32684422814094,8.287588621081103
390.9934997833261,8.272889800807308
391.6601553385113,8.258219117849317
392.32681089369646,8.243576446085216
392.99346644888163,8.228961660159433
393.6601220040668,8.214374635476789
394.326777559252,8.199815248196664
394.99343311443715,8.185283375227185
395.6600886696223,8.170778894219492
396.3267442248075,8.156301683562026
396.99339977999267,8.141851622374901
397.66005533517784,8.127428590504307
398.326710890363,8.113032468516986
398.9933664455482,8.098663137694729
399.66002200073336,8.084320480028959
400.32667755591854,8.070004378215332
400.9933331111037,8.055714715648412
401.6599886662889,8.04145137641638
402.32664422147406,8.027214245295799
402.9932997766592,8.013003207746424
403.6599553318444,7.998818149906061
404.3266108870296,7.984658958585472
404.99326644221475,7.970525521263323
405.6599219973999,7.956417726081189
406.3265775525851,7.942335461838592
406.99323310777027,7.928278617988092
407.65988866295544,7.914247084630413
408.3265442181406,7.900240752509632
408.9931997733258,7.886259513008393
409.65985532851096,7.872303258143161
410.32651088369613,7.858371880559545
410.9931664388813,7.844465273527635
411.6598219940665,7.8305833309374
412.32647754925165,7.816725947294112
412.9931331044368,7.802893017713822
413.659788659622,7.789084437918871
414.32644421480717,7.775300104233448
414.99309976999234,7.76153991357918
415.6597553251775,7.747803763470749
416.3264108803627,7.734091552011596
416.99306643554786,7.720403177889589
417.65972199073303,7.70673854037281
418.3263775459182,7.6930975393053025
418.9930331011034,7.679480075102919
419.65968865628855,7.665886048749174
420.3263442114737,7.652315361791125
420.9929997666589,7.6387679163353175
421.65965532184407,7.6252436150437495
422.32631087702924,7.611742361129874
422.9929664322144,7.598264058354627
423.6596219873996,7.584808611022505
424.32627754258476,7.571375923977679
424.99293309776994,7.557965902600117
425.6595886529551,7.544578452801763
426.3262442081403,7.5312134810227525
426.99289976332545,7.517870894227644
427.6595553185106,7.504550599901684
428.3262108736958,7.4912525060471244
428.992866428881,7.47797652117955
429.65952198406615,7.464722554324247
430.3261775392513,7.451490515012589
430.9928330944365,7.4382803132785025
431.65948864962166,7.425091859654882
432.32614420480684,7.411925065170107
432.992799759992,7.398788588046789
433.6594553151772,7.386906642640839
434.32611087036236,7.375044503452395
434.99276642554753,7.3632020899202395
435.6594219807327,7.351379321925987
436.3260775359179,7.339576119791014
436.99273309110305,7.327792404273402
437.6593886462882,7.316028096564885
438.3260442014734,7.304283118287855
438.99269975665857,7.292557391492377
439.65935531184374,7.280850838653214
440.3260108670289,7.269163382666919
440.9926664222141,7.257494946848904
441.65932197739926,7.245845454930564
442.32597753258443,7.234214831056414
442.9926330877696,7.222602999781249
443.6592886429548,7.211009886067348
444.32594419813995,7.199435415281649
444.9925997533251,7.187879513193028
445.6592553085103,7.1763421059695025
446.32591086369547,7.164823120175563
446.99256641888064,7.153322482769438
447.6592219740658,7.1418401211004285
448.325877529251,7.130375962906253
448.99253308443616,7.118929936310429
449.65918863962133,7.107501969819636
450.3258441948065,7.096091992321151
450.9924997499917,7.084699933080261
451.65915530517685,7.073325721737727
452.325810860362,7.061969288307257
452.9924664155472,7.050630563173005
453.6591219707324,7.039309477087066
454.32577752591754,7.028005961167036
454.9924330811027,7.016719946893551
455.6590886362879,7.005451366107873
456.32574419147306,6.994200151009467
456.99239974665824,6.982966234153642
457.6590553018434,6.971749548449157
458.3257108570286,6.960550027155892
458.99236641221376,6.949367603882511
459.6590219673989,6.9382022125841525
460.3256775225841,6.927053787560146
460.9923330777693,6.91592226345173
461.65898863295445,6.9048075752398015
462.3256441881396,6.893709658242676
462.9922997433248,6.882628448113866
463.65895529850997,6.871563880839905
464.32561085369514,6.860515892738122
464.9922664088803,6.84948442045451
465.6589219640655,6.83846940096156
466.32557751925066,6.827470771556134
466.99223307443583,6.816488469857353
467.658888629621,6.8055224338044935
468.3255441848062,6.794572601654908
468.99219973999135,6.783638911981963
469.6588552951765,6.772721303672973
470.3255108503617,6.761819715927202
470.99216640554687,6.7509340882538105
471.65882196073204,6.740064360469882
472.3254775159172,6.729210472698409
472.9921330711024,6.718372365366356
473.65878862628756,6.707549979202681
474.32544418147273,6.696743255236404
474.9920997366579,6.685952134794687
475.6587552918431,6.675176559500912
476.32541084702825,6.66441647127281
476.9920664022134,6.6536718123205505
477.6587219573986,6.642942525144907
478.32537751258377,6.632228552535387
478.99203306776894,6.621529837568395
479.6586886229541,6.610846323605427
480.3253441781393,6.600177954291247
480.99199973332446,6.589524673552089
481.65865528850964,6.5788864255938995
482.3253108436948,6.568263154900554
482.99196639888,6.557654806232098
483.65862195406515,6.54706132462302
484.3252775092503,6.536482655380522
484.9919330644355,6.525918744082807
485.6585886196207,6.515369536577368
486.32524417480585,6.504834978979315
486.991899729991,6.494315017669695
487.6585552851762,6.483809599293825
488.32521084036136,6.473318670759664
488.99186639554654,6.462842179236137
489.6585219507317,6.452380072151548
490.3251775059169,6.441932297191949
490.99183306110206,6.4314988022995445
491.65848861628723,6.421079535671117
492.3251441714724,6.410674445756412
492.9917997266576,6.400283481256621
493.65845528184275,6.389906591122805
494.3251108370279,6.379543724554352
494.9917663922131,6.369194830997459
495.65842194739827,6.358859860143591
496.32507750258344,6.348538761928017
496.9917330577686,6.338231486528274
497.6583886129538,6.327937984362703
498.32504416813896,6.317658206088959
498.99169972332413,6.307392102602585
499.6583552785093,6.297139625035511
500.3250108336945,6.286900724754663
500.99166638887965,6.276675353360487
501.6583219440648,6.2664634626855715
502.32497749925,6.256265004793199
502.99163305443517,6.246079931975986
503.65828860962034,6.235908196754464
504.3249441648055,6.225749751875721
504.9915997199907,6.2158418343463655
505.65825527517586,6.206876526862465
506.32491083036103,6.19792318954229
506.9915663855462,6.188981780184829
507.6582219407314,6.180052256789154
508.32487749591655,6.171134577553228
508.9915330511017,6.16222870087271
509.6581886062869,6.153334585339771
510.3248441614721,6.1444521897419255
510.99149971665724,6.135581473060853
511.6581552718424,6.126722394471252
512.3248108270276,6.11787491333969
512.9914663822128,6.109038989223453
513.6581219373979,6.100214581869429
514.324777492583,6.0914016512129665
514.9914330477683,6.082600157376768
515.6580886029534,6.073810060669789
516.3247441581386,6.065031321586108
516.9913997133237,6.056263900803878
517.658055268509,6.047507759184197
518.3247108236941,6.038762857770072
518.9913663788793,6.030029157785309
519.6580219340644,6.021306620633494
520.3246774892497,6.012595207896904
520.9913330444348,6.003894881335475
521.65798859962,5.995205602885766
522.3246441548051,5.9865273346599235
522.9912997099904,5.977860038944644
523.6579552651755,5.969203678200189
524.3246108203607,5.960558215059337
524.9912663755458,5.951923612326419
525.657921930731,5.943299832976283
526.3245774859162,5.9346868401533355
526.9912330411014,5.9260845971705445
527.6578885962865,5.917493067508472
528.3245441514717,5.908912214814303
528.9911997066569,5.900342002900884
529.6578552618421,5.89178239574576
530.3245108170272,5.8832333574902504
530.9911663722124,5.8746948524384806
531.6578219273975,5.866166845056464
532.3244774825828,5.8576492999711665
532.9911330377679,5.849142181969586
533.6577885929531,5.840645455997841
534.3244441481382,5.832159087160258
534.9910997033235,5.823683040718464
535.6577552585086,5.815217282090503
536.3244108136938,5.806761776849927
536.9910663688789,5.798316490724935
537.6577219240642,5.789881389597476
538.3243774792493,5.781456439502381
538.9910330344345,5.773041606626501
539.6576885896196,5.764636857307852
540.3243441448049,5.756242158034744
540.99099969999,5.747857475444946
541.6576552551752,5.739482776324848
542.3243108103603,5.731118027608604
542.9909663655455,5.72276319637732
543.6576219207307,5.714418249858225
544.3242774759159,5.706083155423838
544.990933031101,5.6977578805911735
545.6575885862862,5.6894423930209195
546.3242441414714,5.681136660516641
546.9908996966566,5.672840651023972
547.6575552518417,5.664554332629836
548.3242108070269,5.656277673561654
548.990866362212,5.648010642186559
549.6575219173973,5.639753207010623
550.3241774725824,5.631505336678093
550.9908330277676,5.623266999970606
551.6574885829527,5.615038165806449
552.324144138138,5.606818803239787
552.9907996933231,5.598608881459928
553.6574552485083,5.590408369790561
554.3241108036934,5.582217237689025
554.9907663588787,5.574035454745573
555.6574219140638,5.565862990682642
556.324077469249,5.557699815354113
556.9907330244341,5.549545898744618
557.6573885796194,5.541401210968796
558.3240441348045,5.533265722270597
558.9906996899897,5.525139403022568
559.6573552451748,5.517022223725156
560.32401080036,5.508914155006008
560.9906663555452,5.500815167619279
561.6573219107304,5.492725232444938
562.3239774659155,5.484644320488096
562.9906330211007,5.476572402878317
563.6572885762859,5.468509450868947
564.3239441314711,5.460455435836437
564.9905996866562,5.452410329279693
565.6572552418414,5.444374102819395
566.3239107970265,5.436346728197355
566.9905663522118,5.428328177275852
567.6572219073969,5.420318422036999
568.3238774625821,5.412317434582075
568.9905330177672,5.404325187130912
569.6571885729525,5.396341652021236
570.3238441281376,5.388366801708046
570.9904996833228,5.380400608762989
571.6571552385079,5.372443045873729
572.3238107936932,5.364494085843327
572.9904663488783,5.3565537015896325
573.6571219040635,5.348621866144666
574.3237774592486,5.3406985526540085
574.9904330144338,5.33278373437621
575.657088569619,5.324877384682175
576.3237441248042,5.316979477054575
576.9903996799893,5.309089985087254
577.6570552351745,5.301208882484636
578.3237107903597,5.293336143061152
578.9903663455449,5.285471740740641
579.65702190073,5.277615649555795
580.3236774559152,5.269767843647557
580.9903330111003,5.261928297264583
581.6569885662856,5.2540969847626515
582.3236441214707,5.246273880604113
