YAKUTSK    LATITUDE    62.02     LONGITUDE     129.72    ALTITUDE    105 M
YAKUTSK    INSTRUMENT   18NM64    NEUTRON MONITOR     	
YAKUTSK    STANDARD PRESSURE    1000    MB     COEFFICIENT   -0.72     % / MB
YAKUTSK    240607 3600 170000-180000   00     217.94  991.1    199.91    -0.33    -9999
YAKUTSK    240607 3600 180000-190000   00     218.80  990.9    200.42    -0.08    -9999
YAKUTSK    240607 3600 190000-200000   00     218.02  990.8    199.61    -0.48    -9999
YAKUTSK    240607 3600 200000-210000   00     218.62  990.7    199.94    -0.32    -9999
YAKUTSK    240607 3600 210000-220000   00     219.86  990.5    200.81     0.11    -9999
YAKUTSK    240607 3600 220000-230000   00     219.94  990.3    200.60     0.01    -9999
YAKUTSK    240607 3600 230000-240000   00     219.92  989.9    199.95    -0.31    -9999
YAKUTSK    240608 300  000000-000500   00     217.68  989.6    197.60    -1.48    -1.48
YAKUTSK    240608 300  000500-001000   00     220.64  989.6    200.27    -0.15    -0.15
YAKUTSK    240608 300  001000-001500   00     221.25  989.6    200.75     0.08     0.08
YAKUTSK    240608 300  001500-002000   00     222.19  989.6    201.55     0.48     0.48
YAKUTSK    240608 300  002000-002500   00     222.64  989.6    201.95     0.68     0.68
YAKUTSK    240608 300  002500-003000   00     222.19  989.6    201.55     0.48     0.48
YAKUTSK    240608 300  003000-003500   00     221.07  989.6    200.51    -0.03    -0.03
YAKUTSK    240608 300  003500-004000   00     222.00  989.5    201.31     0.36     0.36
YAKUTSK    240608 300  004000-004500   00     221.20  989.5    200.56    -0.01    -0.01
YAKUTSK    240608 300  004500-005000   00     221.81  989.5    201.07     0.24     0.24
YAKUTSK    240608 300  005000-005500   00     221.95  989.4    201.12     0.27     0.27
YAKUTSK    240608 300  005500-010000   00     220.96  989.3    200.11    -0.23    -0.23
YAKUTSK    240608 300  010000-010500   00     222.24  989.2    201.09     0.26     0.26
YAKUTSK    240608 300  010500-011000   00     223.12  989.2    201.92     0.67     0.67
YAKUTSK    240608 300  011000-011500   00     224.08  989.2    202.69     1.06     1.06
YAKUTSK    240608 300  011500-012000   00     221.20  989.1    200.03    -0.27    -0.27
YAKUTSK    240608 300  012000-012500   00     220.67  989.0    199.44    -0.57    -0.57
YAKUTSK    240608 300  012500-013000   00     221.84  989.0    200.37    -0.10    -0.10
YAKUTSK    240608 300  013000-013500   00     220.16  988.9    198.83    -0.87    -0.87
YAKUTSK    240608 300  013500-014000   00     222.16  988.8    200.43    -0.07    -0.07
YAKUTSK    240608 300  014000-014500   00     223.31  988.7    201.36     0.39     0.39
YAKUTSK    240608 300  014500-015000   00     222.93  988.7    200.99     0.20     0.20
YAKUTSK    240608 300  015000-015500   00     221.84  988.7    199.97    -0.30    -0.30
YAKUTSK    240608 300  015500-020000   00     220.11  988.7    198.40    -1.09    -1.09
YAKUTSK    240608 300  020000-020500   00     223.28  988.7    201.25     0.34     0.34
YAKUTSK    240608 300  020500-021000   00     224.77  988.7    202.59     1.00     1.00
YAKUTSK    240608 300  021000-021500   00     224.67  988.6    202.40     0.91     0.91
YAKUTSK    240608 300  021500-022000   00     223.41  988.5    201.20     0.31     0.31
YAKUTSK    240608 300  022000-022500   00     224.13  988.5    201.81     0.62     0.62
YAKUTSK    240608 300  022500-023000   00     225.07  988.5    202.69     1.06     1.06
YAKUTSK    240608 300  023000-023500   00     223.71  988.5    201.39     0.40     0.40
YAKUTSK    240608 300  023500-024000   00     224.43  988.5    202.00     0.71     0.71
YAKUTSK    240608 300  024000-024500   00     222.80  988.4    200.43    -0.07    -0.07
YAKUTSK    240608 300  024500-025000   00     221.57  988.4    199.25    -0.66    -0.66
YAKUTSK    240608 300  025000-025500   00     226.56  988.4    203.71     1.56     1.56
YAKUTSK    240608 300  025500-030000   00     223.81  988.4    201.25     0.34     0.34
YAKUTSK    240608 300  030000-030500   00     224.43  988.3    201.76     0.59     0.59
YAKUTSK    240608 300  030500-031000   00     222.91  988.2    200.27    -0.15    -0.15
YAKUTSK    240608 300  031000-031500   00     223.09  988.2    200.27    -0.15    -0.15
YAKUTSK    240608 300  031500-032000   00     224.37  988.1    201.47     0.44     0.44
YAKUTSK    240608 300  032000-032500   00     222.83  988.2    200.11    -0.23    -0.23
YAKUTSK    240608 300  032500-033000   00     224.77  988.1    201.81     0.62     0.62
YAKUTSK    240608 300  033000-033500   00     224.72  988.1    201.71     0.56     0.56
YAKUTSK    240608 300  033500-034000   00     225.47  988.1    202.35     0.88     0.88
YAKUTSK    240608 300  034000-034500   00     227.52  988.0    204.13     1.77     1.77
YAKUTSK    240608 300  034500-035000   00     223.81  988.0    200.80     0.11     0.11
YAKUTSK    240608 300  035000-035500   00     224.75  988.0    201.60     0.51     0.51
YAKUTSK    240608 300  035500-040000   00     222.08  988.0    199.23    -0.67    -0.67
YAKUTSK    240608 300  040000-040500   00     223.71  988.1    200.72     0.07     0.07
YAKUTSK    240608 300  040500-041000   00     224.72  988.0    201.55     0.48     0.48
YAKUTSK    240608 300  041000-041500   00     225.28  988.0    202.00     0.71     0.71
YAKUTSK    240608 300  041500-042000   00     226.16  987.9    202.69     1.06     1.06
YAKUTSK    240608 300  042000-042500   00     224.67  987.8    201.28     0.35     0.35
YAKUTSK    240608 300  042500-043000   00     223.63  987.8    200.24    -0.17    -0.17
YAKUTSK    240608 300  043000-043500   00     222.85  987.8    199.52    -0.53    -0.53
YAKUTSK    240608 300  043500-044000   00     225.01  987.8    201.47     0.44     0.44
YAKUTSK    240608 300  044000-044500   00     226.11  987.7    202.35     0.88     0.88
YAKUTSK    240608 300  044500-045000   00     222.29  987.6    198.83    -0.87    -0.87
YAKUTSK    240608 300  045000-045500   00     223.97  987.6    200.29    -0.14    -0.14
YAKUTSK    240608 300  045500-050000   00     223.52  987.5    199.79    -0.39    -0.39
YAKUTSK    240608 300  050000-050500   00     224.11  987.5    200.29    -0.14    -0.14
YAKUTSK    240608 300  050500-051000   00     224.67  987.5    200.75     0.08     0.08
YAKUTSK    240608 300  051000-051500   00     226.56  987.5    202.40     0.91     0.91
YAKUTSK    240608 300  051500-052000   00     224.51  987.4    200.53    -0.02    -0.02
YAKUTSK    240608 300  052000-052500   00     224.37  987.4    200.40    -0.09    -0.09
YAKUTSK    240608 300  052500-053000   00     225.28  987.4    201.15     0.28     0.28
YAKUTSK    240608 300  053000-053500   00     224.00  987.4    200.05    -0.26    -0.26
YAKUTSK    240608 300  053500-054000   00     224.67  987.4    200.64     0.03     0.03
YAKUTSK    240608 300  054000-054500   00     223.81  987.4    199.92    -0.33    -0.33
YAKUTSK    240608 300  054500-055000   00     224.40  987.4    200.45    -0.06    -0.06
YAKUTSK    240608 300  055000-055500   00     223.20  987.4    199.25    -0.66    -0.66
YAKUTSK    240608 300  055500-060000   00     225.92  987.2    201.55     0.48     0.48
YAKUTSK    240608 300  060000-060500   00     224.16  987.2    199.92    -0.33    -0.33
YAKUTSK    240608 300  060500-061000   00     226.03  987.2    201.52     0.47     0.47
YAKUTSK    240608 300  061000-061500   00     226.69  987.1    202.05     0.74     0.74
YAKUTSK    240608 300  061500-062000   00     224.13  987.0    199.63    -0.47    -0.47
YAKUTSK    240608 300  062000-062500   00     225.79  987.0    201.04     0.23     0.23
YAKUTSK    240608 300  062500-063000   00     226.00  987.0    201.23     0.32     0.32
YAKUTSK    240608 300  063000-063500   00     225.07  986.9    200.32    -0.13    -0.13
YAKUTSK    240608 300  063500-064000   00     225.09  986.9    200.27    -0.15    -0.15
YAKUTSK    240608 300  064000-064500   00     225.76  986.9    200.91     0.16     0.16
YAKUTSK    240608 300  064500-065000   00     224.75  986.9    200.00    -0.29    -0.29
YAKUTSK    240608 300  065000-065500   00     224.69  986.9    199.92    -0.33    -0.33
YAKUTSK    240608 300  065500-070000   00     225.87  986.9    201.01     0.22     0.22
YAKUTSK    240608 300  070000-070500   00     226.99  987.0    202.11     0.76     0.76
YAKUTSK    240608 300  070500-071000   00     224.51  987.0    199.89    -0.34    -0.34
YAKUTSK    240608 300  071000-071500   00     223.33  987.0    198.88    -0.85    -0.85
YAKUTSK    240608 300  071500-072000   00     224.85  987.0    200.32    -0.13    -0.13
YAKUTSK    240608 300  072000-072500   00     222.77  987.1    198.45    -1.06    -1.06
YAKUTSK    240608 300  072500-073000   00     226.59  987.0    201.81     0.62     0.62
YAKUTSK    240608 300  073000-073500   00     224.03  987.1    199.60    -0.49    -0.49
YAKUTSK    240608 300  073500-074000   00     225.89  987.1    201.28     0.35     0.35
YAKUTSK    240608 300  074000-074500   00     227.44  987.1    202.69     1.06     1.06
YAKUTSK    240608 300  074500-075000   00     224.11  987.1    199.79    -0.39    -0.39
YAKUTSK    240608 300  075000-075500   00     226.35  987.1    201.73     0.58     0.58
YAKUTSK    240608 300  075500-080000   00     223.36  987.1    199.09    -0.74    -0.74
YAKUTSK    240608 300  080000-080500   00     224.00  987.1    199.60    -0.49    -0.49
YAKUTSK    240608 300  080500-081000   00     224.24  987.1    199.79    -0.39    -0.39
YAKUTSK    240608 300  081000-081500   00     224.24  987.1    199.76    -0.41    -0.41
YAKUTSK    240608 300  081500-082000   00     223.52  987.1    199.12    -0.73    -0.73
YAKUTSK    240608 300  082000-082500   00     225.76  987.1    201.09     0.26     0.26
YAKUTSK    240608 300  082500-083000   00     224.43  987.1    199.92    -0.33    -0.33
YAKUTSK    240608 300  083000-083500   00     227.31  987.0    202.48     0.95     0.95
YAKUTSK    240608 300  083500-084000   00     224.96  987.1    200.45    -0.06    -0.06
YAKUTSK    240608 300  084000-084500   00     224.75  987.1    200.24    -0.17    -0.17
YAKUTSK    240608 300  084500-085000   00     225.73  987.0    201.04     0.23     0.23
YAKUTSK    240608 300  085000-085500   00     226.85  987.0    202.05     0.74     0.74
YAKUTSK    240608 300  085500-090000   00     224.45  987.0    199.92    -0.33    -0.33
YAKUTSK    240608 300  090000-090500   00     225.71  987.1    201.07     0.24     0.24
YAKUTSK    240608 300  090500-091000   00     224.83  987.0    200.27    -0.15    -0.15
YAKUTSK    240608 300  091000-091500   00     224.32  987.1    199.81    -0.38    -0.38
YAKUTSK    240608 300  091500-092000   00     223.31  987.1    199.01    -0.78    -0.78
YAKUTSK    240608 300  092000-092500   00     224.29  987.1    199.95    -0.31    -0.31
YAKUTSK    240608 300  092500-093000   00     225.39  987.2    200.93     0.18     0.18
YAKUTSK    240608 300  093000-093500   00     226.53  987.2    202.05     0.74     0.74
YAKUTSK    240608 300  093500-094000   00     224.80  987.3    200.56    -0.01    -0.01
YAKUTSK    240608 300  094000-094500   00     223.71  987.3    199.65    -0.46    -0.46
YAKUTSK    240608 300  094500-095000   00     225.68  987.3    201.44     0.43     0.43
YAKUTSK    240608 300  095000-095500   00     225.20  987.4    201.07     0.24     0.24
YAKUTSK    240608 300  095500-100000   00     224.24  987.4    200.29    -0.14    -0.14
YAKUTSK    240608 300  100000-100500   00     224.11  987.5    200.24    -0.17    -0.17
YAKUTSK    240608 300  100500-101000   00     225.04  987.5    201.12     0.27     0.27
YAKUTSK    240608 300  101000-101500   00     225.28  987.6    201.41     0.42     0.42
YAKUTSK    240608 300  101500-102000   00     223.04  987.7    199.55    -0.51    -0.51
YAKUTSK    240608 300  102000-102500   00     222.59  987.8    199.36    -0.61    -0.61
YAKUTSK    240608 300  102500-103000   00     223.09  987.9    199.95    -0.31    -0.31
YAKUTSK    240608 300  103000-103500   00     221.84  988.0    199.01    -0.78    -0.78
YAKUTSK    240608 300  103500-104000   00     222.37  988.1    199.60    -0.49    -0.49
YAKUTSK    240608 300  104000-104500   00     221.20  988.1    198.61    -0.98    -0.98
YAKUTSK    240608 300  104500-105000   00     223.73  988.2    200.93     0.18     0.18
YAKUTSK    240608 300  105000-105500   00     221.97  988.2    199.39    -0.59    -0.59
YAKUTSK    240608 300  105500-110000   00     223.44  988.3    200.83     0.12     0.12
YAKUTSK    240608 300  110000-110500   00     221.15  988.4    198.93    -0.82    -0.82
YAKUTSK    240608 300  110500-111000   00     224.16  988.6    201.95     0.68     0.68
YAKUTSK    240608 300  111000-111500   00     221.52  988.8    199.84    -0.37    -0.37
YAKUTSK    240608 300  111500-112000   00     221.25  988.9    199.71    -0.43    -0.43
YAKUTSK    240608 300  112000-112500   00     221.07  988.9    199.65    -0.46    -9999
YAKUTSK    240608 300  112500-113000   00     220.05  989.0    198.83    -0.87    -9999
YAKUTSK    240608 300  113000-113500   00     222.40  989.0    200.99     0.20    -9999
YAKUTSK    240608 300  113500-114000   00     222.64  989.0    201.20     0.31    -9999
YAKUTSK    240608 300  114000-114500   00     221.60  989.1    200.37    -0.10    -9999
YAKUTSK    240608 300  114500-115000   00     221.63  989.2    200.51    -0.03    -9999
YAKUTSK    240608 300  115000-115500   00     219.97  989.3    199.12    -0.73    -9999
YAKUTSK    240608 300  115500-120000   00     221.31  989.4    200.53    -0.02    -9999
YAKUTSK    240608 3600 120000-130000   00     218.94  989.8    199.02    -0.78    -9999
YAKUTSK    240608 3600 130000-140000   00     218.90  990.2    199.42    -0.57    -9999
YAKUTSK    240608 3600 140000-150000   00     219.44  990.1    199.78    -0.40    -9999
YAKUTSK    240608 3600 150000-160000   00     220.13  989.8    200.04    -0.27    -9999
YAKUTSK    240608 3600 160000-170000   00     219.23  990.0    199.44    -0.56    -9999
YAKUTSK    240608 3600 170000-180000   00     219.88  990.2    200.38    -0.10    -9999
YAKUTSK    240608 3600 180000-190000   00     219.45  990.4    200.27    -0.15    -9999
YAKUTSK    240608 3600 190000-200000   00     218.60  990.8    200.02    -0.28    -9999
YAKUTSK    240608 3600 200000-210000   00     218.29  991.0    200.10    -0.24    -9999
YAKUTSK    240608 3600 210000-220000   00     218.48  991.1    200.43    -0.07    -9999
YAKUTSK    240608 3600 220000-230000   00     218.02  991.3    200.19    -0.19    -9999
YAKUTSK    240608 3600 230000-240000   00     218.97  991.6    201.53     0.48    -9999
*
COMMENT DATA SOURCE: NMDB | DOWNLOADED ON 08.12.2024
COMMENT DETRENDING DONE BY IU
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:23:44 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE75/C075YKTK_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
