INUVIK     LATITUDE    68.35     LONGITUDE     -133.72   ALTITUDE    21 M
INUVIK     INSTRUMENT   18NM64    NEUTRON MONITOR     	
INUVIK     STANDARD PRESSURE    1000    MB     COEFFICIENT   -0.58     % / MB
INUVIK     240510 300  213000-213500   00     180.85 1008.5    174.04     9.83    -9999
INUVIK     240510 300  213500-214000   00     179.67 1008.6    172.98     9.16    -9999
INUVIK     240510 300  214000-214500   00     177.99 1008.6    171.43     8.18    -9999
INUVIK     240510 300  214500-215000   00     175.43 1008.7    169.03     6.67    -9999
INUVIK     240510 300  215000-215500   00     172.66 1008.8    166.48     5.06    -9999
INUVIK     240510 300  215500-220000   00     171.07 1008.9    165.02     4.13    -9999
INUVIK     240510 300  220000-220500   00     172.33 1008.9    166.30     4.94    -9999
INUVIK     240510 300  220500-221000   00     168.22 1009.0    162.44     2.51    -9999
INUVIK     240510 300  221000-221500   00     168.65 1009.1    162.95     2.83    -9999
INUVIK     240510 300  221500-222000   00     166.26 1009.1    160.65     1.38    -9999
INUVIK     240510 300  222000-222500   00     167.45 1009.1    161.84     2.13    -9999
INUVIK     240510 300  222500-223000   00     169.27 1009.2    163.67     3.29    -9999
INUVIK     240510 300  223000-223500   00     169.79 1009.2    164.23     3.64    -9999
INUVIK     240510 300  223500-224000   00     168.71 1009.3    163.26     3.02    -9999
INUVIK     240510 300  224000-224500   00     166.62 1009.3    161.32     1.80    -9999
INUVIK     240510 300  224500-225000   00     166.73 1009.4    161.51     1.92    -9999
INUVIK     240510 300  225000-225500   00     163.47 1009.5    158.42    -0.03    -9999
INUVIK     240510 300  225500-230000   00     165.41 1009.5    160.37     1.20    -9999
INUVIK     240510 300  230000-230500   00     162.36 1009.6    157.46    -0.63    -9999
INUVIK     240510 300  230500-231000   00     163.54 1009.6    158.62     0.09    -9999
INUVIK     240510 300  231000-231500   00     162.24 1009.6    157.38    -0.69    -9999
INUVIK     240510 300  231500-232000   00     162.42 1009.7    157.63    -0.53    -9999
INUVIK     240510 300  232000-232500   00     163.93 1009.7    159.14     0.42    -9999
INUVIK     240510 300  232500-233000   00     162.83 1009.7    158.11    -0.22    -9999
INUVIK     240510 300  233000-233500   00     163.67 1009.8    159.03     0.36    -9999
INUVIK     240510 300  233500-234000   00     161.30 1009.9    156.79    -1.06    -9999
INUVIK     240510 300  234000-234500   00     162.13 1009.9    157.68    -0.50    -9999
INUVIK     240510 300  234500-235000   00     161.68 1010.0    157.29    -0.74    -9999
INUVIK     240510 300  235000-235500   00     161.33 1010.0    156.96    -0.95    -9999
INUVIK     240510 300  235500-240000   00     161.19 1010.0    156.86    -1.01    -9999
INUVIK     240511 300  000000-000500   00     166.78 1007.5    159.14     0.43    -9999
INUVIK     240511 300  000500-001000   00     161.55 1010.1    157.32    -0.72    -9999
INUVIK     240511 300  001000-001500   00     161.49 1010.1    157.26    -0.76    -9999
INUVIK     240511 300  001500-002000   00     163.99 1010.2    159.75     0.81    -9999
INUVIK     240511 300  002000-002500   00     164.26 1010.2    160.07     1.01    -9999
INUVIK     240511 300  002500-003000   00     163.69 1010.2    159.52     0.66    -9999
INUVIK     240511 300  003000-003500   00     165.18 1010.3    161.04     1.62    -9999
INUVIK     240511 300  003500-004000   00     160.36 1010.3    156.40    -1.30    -9999
INUVIK     240511 300  004000-004500   00     163.29 1010.4    159.31     0.53    -9999
INUVIK     240511 300  004500-005000   00     163.27 1010.4    159.35     0.56    -9999
INUVIK     240511 300  005000-005500   00     166.15 1010.5    162.25     2.39    -9999
INUVIK     240511 300  005500-010000   00     162.59 1010.6    158.84     0.24    -9999
INUVIK     240511 300  010000-010500   00     164.74 1010.6    160.96     1.57     1.13
INUVIK     240511 300  010500-011000   00     164.85 1010.6    161.10     1.66     1.20
INUVIK     240511 300  011000-011500   00     167.02 1010.6    163.29     3.04     2.55
INUVIK     240511 300  011500-012000   00     166.50 1010.7    162.85     2.77     2.25
INUVIK     240511 300  012000-012500   00     166.52 1010.7    162.92     2.81     2.27
INUVIK     240511 300  012500-013000   00     165.71 1010.8    162.20     2.36     1.80
INUVIK     240511 300  013000-013500   00     168.20 1010.9    164.71     3.94     3.36
INUVIK     240511 300  013500-014000   00     166.75 1010.9    163.33     3.07     2.46
INUVIK     240511 300  014000-014500   00     166.94 1010.9    163.51     3.19     2.56
INUVIK     240511 300  014500-015000   00     166.98 1010.9    163.55     3.21     2.56
INUVIK     240511 300  015000-015500   00     168.56 1011.0    165.19     4.24     3.58
INUVIK     240511 300  015500-020000   00     167.02 1011.0    163.74     3.33     2.64
INUVIK     240511 300  020000-020500   00     164.20 1011.0    160.98     1.59     0.88
INUVIK     240511 300  020500-021000   00     165.32 1011.0    162.03     2.25     1.52
INUVIK     240511 300  021000-021500   00     166.08 1011.0    162.82     2.75     2.00
INUVIK     240511 300  021500-022000   00     168.21 1011.1    164.97     4.10     3.34
INUVIK     240511 300  022000-022500   00     166.35 1011.1    163.19     2.98     2.20
INUVIK     240511 300  022500-023000   00     166.70 1011.1    163.59     3.23     2.43
INUVIK     240511 300  023000-023500   00     168.46 1011.2    165.38     4.36     3.54
INUVIK     240511 300  023500-024000   00     167.47 1011.2    164.44     3.77     2.94
INUVIK     240511 300  024000-024500   00     168.40 1011.2    165.39     4.37     3.51
INUVIK     240511 300  024500-025000   00     170.42 1011.3    167.39     5.63     4.76
INUVIK     240511 300  025000-025500   00     167.94 1011.3    164.98     4.11     3.22
INUVIK     240511 300  025500-030000   00     169.13 1011.3    166.17     4.86     3.96
INUVIK     240511 300  030000-030500   00     168.85 1011.3    165.94     4.71     3.79
INUVIK     240511 300  030500-031000   00     169.46 1011.4    166.56     5.11     4.17
INUVIK     240511 300  031000-031500   00     167.72 1011.4    164.91     4.07     3.11
INUVIK     240511 300  031500-032000   00     169.66 1011.4    166.83     5.28     4.31
INUVIK     240511 300  032000-032500   00     170.85 1011.4    168.00     6.02     5.03
INUVIK     240511 300  032500-033000   00     170.84 1011.4    167.96     5.99     4.99
INUVIK     240511 300  033000-033500   00     168.24 1011.4    165.37     4.36     3.35
INUVIK     240511 300  033500-034000   00     168.50 1011.3    165.59     4.50     3.47
INUVIK     240511 300  034000-034500   00     170.49 1011.3    167.51     5.71     4.67
INUVIK     240511 300  034500-035000   00     169.43 1011.3    166.42     5.02     3.97
INUVIK     240511 300  035000-035500   00     170.19 1011.3    167.16     5.48     4.42
INUVIK     240511 300  035500-040000   00     168.30 1011.2    165.29     4.31     3.23
INUVIK     240511 300  040000-040500   00     168.39 1011.2    165.34     4.34     3.24
INUVIK     240511 300  040500-041000   00     168.26 1011.2    165.16     4.23     3.12
INUVIK     240511 300  041000-041500   00     166.83 1011.2    163.77     3.35     2.23
INUVIK     240511 300  041500-042000   00     168.48 1011.2    165.41     4.38     3.25
INUVIK     240511 300  042000-042500   00     166.25 1011.2    163.24     3.01     1.87
INUVIK     240511 300  042500-043000   00     166.95 1011.2    163.89     3.42     2.27
INUVIK     240511 300  043000-043500   00     166.12 1011.2    163.07     2.91     1.75
INUVIK     240511 300  043500-044000   00     167.14 1011.2    164.06     3.53     2.36
INUVIK     240511 300  044000-044500   00     167.48 1011.1    164.34     3.71     2.53
INUVIK     240511 300  044500-045000   00     165.90 1011.2    162.83     2.75     1.56
INUVIK     240511 300  045000-045500   00     165.51 1011.1    162.41     2.49     1.29
INUVIK     240511 300  045500-050000   00     167.53 1011.2    164.44     3.77     2.56
INUVIK     240511 300  050000-050500   00     165.81 1011.2    162.79     2.73     1.51
INUVIK     240511 300  050500-051000   00     167.03 1011.2    164.03     3.51     2.28
INUVIK     240511 300  051000-051500   00     165.63 1011.2    162.63     2.62     1.39
INUVIK     240511 300  051500-052000   00     165.23 1011.2    162.28     2.40     1.16
INUVIK     240511 300  052000-052500   00     164.83 1011.2    161.88     2.15     0.90
INUVIK     240511 300  052500-053000   00     164.79 1011.2    161.79     2.09     0.84
INUVIK     240511 300  053000-053500   00     164.88 1011.1    161.80     2.10     0.84
INUVIK     240511 300  053500-054000   00     163.79 1011.2    160.79     1.47     0.19
INUVIK     240511 300  054000-054500   00     166.95 1011.2    163.93     3.45     2.17
INUVIK     240511 300  054500-055000   00     164.32 1011.3    161.42     1.87     0.58
INUVIK     240511 300  055000-055500   00     163.21 1011.3    160.40     1.22    -0.07
INUVIK     240511 300  055500-060000   00     164.99 1011.4    162.17     2.34     1.04
INUVIK     240511 300  060000-060500   00     166.18 1011.4    163.43     3.13     1.83
INUVIK     240511 300  060500-061000   00     165.76 1011.4    162.98     2.85     1.55
INUVIK     240511 300  061000-061500   00     161.73 1011.4    158.98     0.32    -0.99
INUVIK     240511 300  061500-062000   00     164.11 1011.3    161.26     1.77     0.45
INUVIK     240511 300  062000-062500   00     162.51 1011.3    159.64     0.74    -0.58
INUVIK     240511 300  062500-063000   00     164.17 1011.3    161.26     1.76     0.44
INUVIK     240511 300  063000-063500   00     163.53 1011.2    160.57     1.33     0.00
INUVIK     240511 300  063500-064000   00     165.30 1011.2    162.29     2.41     1.08
INUVIK     240511 300  064000-064500   00     162.89 1011.2    159.91     0.91    -0.42
INUVIK     240511 300  064500-065000   00     162.80 1011.2    159.82     0.85    -0.48
INUVIK     240511 300  065000-065500   00     164.16 1011.3    161.22     1.74     0.40
INUVIK     240511 300  065500-070000   00     165.87 1011.2    162.88     2.79     1.45
INUVIK     240511 300  070000-070500   00     165.33 1011.2    162.37     2.46     1.13
INUVIK     240511 300  070500-071000   00     166.58 1011.3    163.61     3.24     1.91
INUVIK     240511 300  071000-071500   00     165.65 1011.3    162.73     2.69     1.35
INUVIK     240511 300  071500-072000   00     166.91 1011.3    163.96     3.47     2.13
INUVIK     240511 300  072000-072500   00     165.30 1011.2    162.34     2.44     1.10
INUVIK     240511 300  072500-073000   00     163.58 1011.3    160.65     1.38     0.04
INUVIK     240511 300  073000-073500   00     165.71 1011.3    162.75     2.70     1.36
INUVIK     240511 300  073500-074000   00     163.29 1011.2    160.35     1.19    -0.15
INUVIK     240511 300  074000-074500   00     166.25 1011.3    163.27     3.03     1.69
INUVIK     240511 300  074500-075000   00     165.21 1011.3    162.31     2.42     1.09
INUVIK     240511 300  075000-075500   00     165.86 1011.3    162.95     2.83     1.49
INUVIK     240511 300  075500-080000   00     167.31 1011.3    164.40     3.74     2.41
INUVIK     240511 300  080000-080500   00     165.10 1011.3    162.24     2.38     1.05
INUVIK     240511 300  080500-081000   00     164.42 1011.3    161.55     1.94     0.62
INUVIK     240511 300  081000-081500   00     166.00 1011.2    163.01     2.87     1.54
INUVIK     240511 300  081500-082000   00     165.51 1011.2    162.53     2.57     1.24
INUVIK     240511 300  082000-082500   00     163.96 1011.2    161.01     1.60     0.28
INUVIK     240511 300  082500-083000   00     164.90 1011.2    161.88     2.15     0.84
INUVIK     240511 300  083000-083500   00     166.39 1011.2    163.29     3.05     1.73
INUVIK     240511 300  083500-084000   00     165.53 1011.1    162.44     2.51     1.20
INUVIK     240511 300  084000-084500   00     165.42 1011.1    162.32     2.43     1.13
INUVIK     240511 300  084500-085000   00     164.47 1011.1    161.37     1.83     0.54
INUVIK     240511 300  085000-085500   00     161.39 1011.1    158.35    -0.07    -1.37
INUVIK     240511 300  085500-090000   00     163.12 1011.1    160.05     1.00    -0.28
INUVIK     240511 300  090000-090500   00     163.46 1011.1    160.38     1.21    -0.07
INUVIK     240511 300  090500-091000   00     162.19 1011.1    159.10     0.40    -0.87
INUVIK     240511 300  091000-091500   00     163.37 1011.1    160.28     1.14    -0.12
INUVIK     240511 300  091500-092000   00     163.26 1011.1    160.19     1.09    -0.17
INUVIK     240511 300  092000-092500   00     164.33 1011.1    161.19     1.72     0.47
INUVIK     240511 300  092500-093000   00     163.64 1011.0    160.43     1.24    -0.01
INUVIK     240511 300  093000-093500   00     164.31 1011.1    161.14     1.69     0.45
INUVIK     240511 300  093500-094000   00     166.82 1011.1    163.69     3.29     2.06
INUVIK     240511 300  094000-094500   00     166.01 1011.1    162.87     2.78     1.56
INUVIK     240511 300  094500-095000   00     164.81 1011.1    161.68     2.03     0.82
INUVIK     240511 300  095000-095500   00     164.04 1011.0    160.85     1.50     0.30
INUVIK     240511 300  095500-100000   00     165.00 1011.1    161.81     2.11     0.92
INUVIK     240511 300  100000-100500   00     165.77 1011.1    162.63     2.63     1.44
INUVIK     240511 300  100500-101000   00     165.59 1011.1    162.46     2.52     1.34
INUVIK     240511 300  101000-101500   00     164.22 1011.1    161.05     1.63     0.47
INUVIK     240511 300  101500-102000   00     165.45 1011.0    162.21     2.36     1.21
INUVIK     240511 300  102000-102500   00     161.48 1011.0    158.27    -0.12    -1.27
INUVIK     240511 300  102500-103000   00     162.35 1010.9    159.09     0.39    -0.74
INUVIK     240511 300  103000-103500   00     163.73 1010.9    160.43     1.24     0.12
INUVIK     240511 300  103500-104000   00     165.62 1010.9    162.24     2.38     1.27
INUVIK     240511 300  104000-104500   00     163.66 1010.9    160.36     1.19     0.10
INUVIK     240511 300  104500-105000   00     164.84 1011.0    161.63     2.00     0.91
INUVIK     240511 300  105000-105500   00     162.51 1011.1    159.38     0.58    -0.49
INUVIK     240511 300  105500-110000   00     163.27 1011.0    160.04     0.99    -0.06
INUVIK     240511 300  110000-110500   00     166.31 1010.9    162.93     2.82     1.77
INUVIK     240511 300  110500-111000   00     165.15 1010.9    161.73     2.06     1.03
INUVIK     240511 300  111000-111500   00     162.44 1010.8    159.04     0.36    -0.66
INUVIK     240511 300  111500-112000   00     162.94 1010.9    159.59     0.71    -0.30
INUVIK     240511 300  112000-112500   00     165.92 1010.9    162.55     2.58     1.59
INUVIK     240511 300  112500-113000   00     164.59 1011.0    161.29     1.78     0.81
INUVIK     240511 300  113000-113500   00     162.66 1011.1    159.54     0.68    -0.28
INUVIK     240511 300  113500-114000   00     162.37 1011.0    159.21     0.47    -0.47
INUVIK     240511 300  114000-114500   00     162.37 1010.9    159.07     0.38    -0.55
INUVIK     240511 300  114500-115000   00     164.47 1010.9    161.07     1.64     0.73
INUVIK     240511 300  115000-115500   00     163.73 1010.9    160.37     1.20     0.30
INUVIK     240511 300  115500-120000   00     164.72 1010.8    161.28     1.78     0.90
INUVIK     240511 300  120000-120500   00     163.88 1010.8    160.38     1.21     0.35
INUVIK     240511 300  120500-121000   00     163.71 1010.7    160.15     1.06     0.22
INUVIK     240511 300  121000-121500   00     163.73 1010.7    160.12     1.04     0.22
INUVIK     240511 300  121500-122000   00     161.14 1010.6    157.52    -0.59    -1.40
INUVIK     240511 300  122000-122500   00     162.86 1010.6    159.18     0.45    -0.34
INUVIK     240511 300  122500-123000   00     162.42 1010.5    158.64     0.11    -0.66
INUVIK     240511 300  123000-123500   00     162.65 1010.4    158.74     0.17    -0.58
INUVIK     240511 300  123500-124000   00     163.09 1010.4    159.14     0.43    -0.31
INUVIK     240511 300  124000-124500   00     160.89 1010.4    156.99    -0.93    -1.64
INUVIK     240511 300  124500-125000   00     163.95 1010.4    159.95     0.94     0.24
INUVIK     240511 300  125000-125500   00     161.83 1010.4    157.89    -0.36    -1.04
INUVIK     240511 300  125500-130000   00     161.68 1010.4    157.82    -0.41    -1.07
INUVIK     240511 300  130000-130500   00     161.06 1010.4    157.18    -0.81    -1.44
INUVIK     240511 300  130500-131000   00     160.84 1010.4    156.92    -0.97    -1.59
INUVIK     240511 300  131000-131500   00     159.98 1010.4    156.09    -1.50    -2.09
INUVIK     240511 300  131500-132000   00     161.16 1010.4    157.24    -0.78    -1.35
INUVIK     240511 300  132000-132500   00     161.68 1010.3    157.66    -0.51    -1.05
INUVIK     240511 300  132500-133000   00     161.16 1010.3    157.16    -0.83    -1.35
INUVIK     240511 300  133000-133500   00     161.42 1010.3    157.37    -0.69    -1.19
INUVIK     240511 300  133500-134000   00     161.29 1010.2    157.21    -0.79    -1.27
INUVIK     240511 300  134000-134500   00     161.78 1010.2    157.62    -0.53    -0.99
INUVIK     240511 300  134500-135000   00     161.85 1010.2    157.68    -0.49    -0.93
INUVIK     240511 300  135000-135500   00     160.67 1010.2    156.56    -1.20    -1.61
INUVIK     240511 300  135500-140000   00     162.61 1010.1    158.36    -0.07    -0.45
INUVIK     240511 300  140000-140500   00     162.40 1010.1    158.13    -0.21    -9999
INUVIK     240511 300  140500-141000   00     163.08 1010.1    158.74     0.18    -9999
INUVIK     240511 300  141000-141500   00     163.87 1010.0    159.47     0.63    -9999
INUVIK     240511 300  141500-142000   00     162.02 1010.0    157.59    -0.56    -9999
INUVIK     240511 300  142000-142500   00     163.70 1009.9    159.17     0.45    -9999
INUVIK     240511 300  142500-143000   00     161.58 1009.9    157.10    -0.86    -9999
INUVIK     240511 300  143000-143500   00     161.79 1009.8    157.23    -0.78    -9999
INUVIK     240511 300  143500-144000   00     162.09 1009.8    157.48    -0.62    -9999
INUVIK     240511 300  144000-144500   00     163.27 1009.8    158.57     0.06    -9999
INUVIK     240511 300  144500-145000   00     163.80 1009.7    158.98     0.33    -9999
INUVIK     240511 300  145000-145500   00     165.51 1009.7    160.62     1.36    -9999
INUVIK     240511 300  145500-150000   00     163.62 1009.6    158.70     0.15    -9999
INUVIK     240511 300  150000-150500   00     164.70 1009.6    159.75     0.81    -9999
INUVIK     240511 300  150500-151000   00     162.27 1009.6    157.38    -0.69    -9999
INUVIK     240511 300  151000-151500   00     164.33 1009.5    159.33     0.54    -9999
INUVIK     240511 300  151500-152000   00     163.18 1009.5    158.20    -0.17    -9999
INUVIK     240511 300  152000-152500   00     163.85 1009.5    158.81     0.22    -9999
INUVIK     240511 300  152500-153000   00     165.06 1009.4    159.91     0.91    -9999
INUVIK     240511 300  153000-153500   00     165.06 1009.4    159.90     0.90    -9999
INUVIK     240511 300  153500-154000   00     166.40 1009.5    161.24     1.75    -9999
INUVIK     240511 300  154000-154500   00     163.84 1009.4    158.75     0.18    -9999
INUVIK     240511 300  154500-155000   00     163.34 1009.4    158.26    -0.13    -9999
INUVIK     240511 300  155000-155500   00     165.67 1009.4    160.49     1.28    -9999
INUVIK     240511 300  155500-160000   00     164.25 1009.4    159.12     0.42    -9999
INUVIK     240511 3600 160000-170000   00     165.18 1009.4    160.02     0.98    -9999
INUVIK     240511 3600 170000-180000   00     166.58 1009.0    160.91     1.54    -9999
INUVIK     240511 3600 180000-190000   00     169.67 1008.4    163.14     2.95    -9999
INUVIK     240511 3600 190000-200000   00     169.86 1008.1    162.87     2.78    -9999
INUVIK     240511 3600 200000-210000   00     172.24 1007.5    164.50     3.81    -9999
INUVIK     240511 3600 210000-220000   00     173.28 1007.1    164.97     4.10    -9999
INUVIK     240511 3600 220000-230000   00     172.22 1006.6    163.27     3.03    -9999
INUVIK     240511 3600 230000-240000   00     172.89 1006.0    163.17     2.97    -9999
INUVIK     240512 3600 000000-010000   00     172.97 1005.4    162.51     2.55    -9999
INUVIK     240512 3600 010000-020000   00     172.37 1005.1    161.68     2.03    -9999
INUVIK     240512 3600 020000-030000   00     173.27 1004.7    161.94     2.19    -9999
INUVIK     240512 3600 030000-040000   00     173.67 1004.3    161.81     2.11    -9999
INUVIK     240512 3600 040000-050000   00     173.80 1003.9    161.55     1.95    -9999
INUVIK     240512 3600 050000-060000   00     174.17 1003.6    161.50     1.92    -9999
INUVIK     240512 3600 060000-070000   00     175.24 1003.3    162.12     2.31    -9999
INUVIK     240512 3600 070000-080000   00     175.24 1003.1    161.83     2.12    -9999
INUVIK     240512 3600 080000-090000   00     176.72 1002.7    162.72     2.68    -9999
INUVIK     240512 3600 090000-100000   00     177.73 1002.3    163.13     2.94    -9999
INUVIK     240512 3600 100000-110000   00     177.15 1002.0    162.34     2.44    -9999
INUVIK     240512 3600 110000-120000   00     177.20 1002.0    162.32     2.43    -9999
INUVIK     240512 3600 120000-130000   00     176.57 1002.0    161.76     2.08    -9999
INUVIK     240512 3600 130000-140000   00     175.86 1001.9    160.98     1.59    -9999
INUVIK     240512 3600 140000-150000   00     176.92 1001.7    161.67     2.02    -9999
INUVIK     240512 3600 150000-160000   00     178.61 1001.6    163.18     2.97    -9999
INUVIK     240512 3600 160000-170000   00     179.10 1001.3    163.22     3.00    -9999
INUVIK     240512 3600 170000-180000   00     179.79 1001.1    163.64     3.26    -9999
INUVIK     240512 3600 180000-190000   00     180.49 1001.1    164.22     3.63    -9999
INUVIK     240512 3600 190000-200000   00     181.39 1001.2    165.11     4.19    -9999
INUVIK     240512 3600 200000-210000   00     180.88 1001.2    164.75     3.96    -9999
INUVIK     240512 3600 210000-220000   00     181.69 1001.2    165.49     4.43    -9999
INUVIK     240512 3600 220000-230000   00     182.45 1001.0    165.86     4.67    -9999
INUVIK     240512 3600 230000-240000   00     182.35 1001.2    165.99     4.75    -9999
*
COMMENT NM DATA DOWNLOADED FROM NMDB ON 14.5.2024
COMMENT DETRENDING DONE BY IU
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-03 09:23:40 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE74/C074INVK_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
