ALMA-ATA-B LATITUDE    43.14     LONGITUDE     76.6      ALTITUDE    3340 M
ALMA-ATA-B INSTRUMENT   18NM64    NEUTRON MONITOR     
ALMA-ATA-B STANDARD PRESSURE    675     MB     COEFFICIENT   -0.72     % / MB
ALMA-ATA-B 240510 300  234500-235000   00    1102.38  682.1   1194.40     0.50    -9999
ALMA-ATA-B 240510 300  235000-235500   00    1085.82  682.1   1176.30    -1.03    -9999
ALMA-ATA-B 240510 300  235500-240000   00    1098.30  682.1   1190.02     0.13    -9999
ALMA-ATA-B 240511 300  000000-000500   00    1097.50  682.1   1189.26     0.06    -9999
ALMA-ATA-B 240511 300  000500-001000   00    1104.02  682.2   1196.94     0.71    -9999
ALMA-ATA-B 240511 300  001000-001500   00    1096.50  682.2   1188.74     0.02    -9999
ALMA-ATA-B 240511 300  001500-002000   00    1086.62  682.3   1178.70    -0.82    -9999
ALMA-ATA-B 240511 300  002000-002500   00    1096.84  682.3   1189.58     0.09    -9999
ALMA-ATA-B 240511 300  002500-003000   00    1091.60  682.2   1183.64    -0.41    -9999
ALMA-ATA-B 240511 300  003000-003500   00    1093.86  682.3   1186.68    -0.15    -9999
ALMA-ATA-B 240511 300  003500-004000   00    1087.74  682.3   1180.02    -0.71    -9999
ALMA-ATA-B 240511 300  004000-004500   00    1092.74  682.4   1185.84    -0.22    -9999
ALMA-ATA-B 240511 300  004500-005000   00    1100.40  682.3   1194.04     0.47    -9999
ALMA-ATA-B 240511 300  005000-005500   00    1105.24  682.3   1199.38     0.92    -9999
ALMA-ATA-B 240511 300  005500-010000   00    1109.34  682.3   1203.80     1.29    -9999
ALMA-ATA-B 240511 300  010000-010500   00    1105.86  682.4   1200.16     0.98    -9999
ALMA-ATA-B 240511 300  010500-011000   00    1116.04  682.3   1211.06     1.90    -9999
ALMA-ATA-B 240511 300  011000-011500   00    1118.52  682.3   1213.70     2.12    -9999
ALMA-ATA-B 240511 300  011500-012000   00    1112.48  682.4   1207.74     1.62    -9999
ALMA-ATA-B 240511 300  012000-012500   00    1119.72  682.4   1215.68     2.29    -9999
ALMA-ATA-B 240511 300  012500-013000   00    1121.64  682.4   1217.94     2.48    -9999
ALMA-ATA-B 240511 300  013000-013500   00    1119.40  682.5   1215.68     2.29    -9999
ALMA-ATA-B 240511 300  013500-014000   00    1126.92  682.4   1223.74     2.97    -9999
ALMA-ATA-B 240511 300  014000-014500   00    1121.72  682.5   1218.26     2.50    -9999
ALMA-ATA-B 240511 300  014500-015000   00    1125.86  682.5   1222.94     2.90    -9999
ALMA-ATA-B 240511 300  015000-015500   00    1127.04  682.5   1224.86     3.06    -9999
ALMA-ATA-B 240511 300  015500-020000   00    1122.88  682.6   1220.66     2.71    -9999
ALMA-ATA-B 240511 300  020000-020500   00    1128.06  682.6   1226.26     3.18    -9999
ALMA-ATA-B 240511 300  020500-021000   00    1113.84  682.6   1210.88     1.88    -9999
ALMA-ATA-B 240511 300  021000-021500   00    1119.44  682.6   1217.14     2.41    -9999
ALMA-ATA-B 240511 300  021500-022000   00    1120.62  682.6   1218.62     2.53    -9999
ALMA-ATA-B 240511 300  022000-022500   00    1126.22  682.6   1224.58     3.04    -9999
ALMA-ATA-B 240511 300  022500-023000   00    1130.24  682.7   1229.06     3.41    -9999
ALMA-ATA-B 240511 300  023000-023500   00    1140.36  682.7   1240.28     4.36    -9999
ALMA-ATA-B 240511 300  023500-024000   00    1128.10  682.6   1226.46     3.19    -9999
ALMA-ATA-B 240511 300  024000-024500   00    1133.14  682.6   1232.08     3.67    -9999
ALMA-ATA-B 240511 300  024500-025000   00    1138.88  682.6   1238.34     4.19    -9999
ALMA-ATA-B 240511 300  025000-025500   00    1143.02  682.6   1242.30     4.53    -9999
ALMA-ATA-B 240511 300  025500-030000   00    1142.96  682.5   1242.08     4.51    -9999
ALMA-ATA-B 240511 300  030000-030500   00    1146.46  682.5   1245.56     4.80    -9999
ALMA-ATA-B 240511 300  030500-031000   00    1134.68  682.5   1232.54     3.71    -9999
ALMA-ATA-B 240511 300  031000-031500   00    1145.28  682.5   1243.92     4.66    -9999
ALMA-ATA-B 240511 300  031500-032000   00    1128.68  682.5   1225.76     3.14    -9999
ALMA-ATA-B 240511 300  032000-032500   00    1130.56  682.4   1227.46     3.28    -9999
ALMA-ATA-B 240511 300  032500-033000   00    1127.08  682.4   1223.56     2.95    -9999
ALMA-ATA-B 240511 300  033000-033500   00    1128.90  682.4   1225.58     3.12    -9999
ALMA-ATA-B 240511 300  033500-034000   00    1125.16  682.4   1221.48     2.78    -9999
ALMA-ATA-B 240511 300  034000-034500   00    1124.48  682.4   1220.76     2.71    -9999
ALMA-ATA-B 240511 300  034500-035000   00    1123.54  682.5   1220.18     2.67    -9999
ALMA-ATA-B 240511 300  035000-035500   00    1127.04  682.5   1224.16     3.00    -9999
ALMA-ATA-B 240511 300  035500-040000   00    1120.50  682.5   1217.40     2.43    -9999
ALMA-ATA-B 240511 300  040000-040500   00    1119.64  682.5   1216.62     2.37    -9999
ALMA-ATA-B 240511 300  040500-041000   00    1126.30  682.5   1223.84     2.97    -9999
ALMA-ATA-B 240511 300  041000-041500   00    1125.04  682.6   1222.74     2.88    -9999
ALMA-ATA-B 240511 300  041500-042000   00    1123.86  682.6   1221.62     2.79    -9999
ALMA-ATA-B 240511 300  042000-042500   00    1126.14  682.6   1224.46     3.03    -9999
ALMA-ATA-B 240511 300  042500-043000   00    1131.28  682.6   1230.12     3.50    -9999
ALMA-ATA-B 240511 300  043000-043500   00    1130.84  682.7   1230.02     3.49    -9999
ALMA-ATA-B 240511 300  043500-044000   00    1125.52  682.7   1224.60     3.04    -9999
ALMA-ATA-B 240511 300  044000-044500   00    1122.88  682.7   1221.92     2.81    -9999
ALMA-ATA-B 240511 300  044500-045000   00    1117.00  682.8   1215.90     2.31    -9999
ALMA-ATA-B 240511 300  045000-045500   00    1119.52  682.8   1218.86     2.56    -9999
ALMA-ATA-B 240511 300  045500-050000   00    1116.68  682.8   1215.78     2.30    -9999
ALMA-ATA-B 240511 300  050000-050500   00    1115.08  682.9   1214.40     2.18    -9999
ALMA-ATA-B 240511 300  050500-051000   00    1110.06  682.8   1208.70     1.70    -9999
ALMA-ATA-B 240511 300  051000-051500   00    1116.24  682.8   1215.22     2.25    -9999
ALMA-ATA-B 240511 300  051500-052000   00    1122.72  682.8   1222.70     2.88    -9999
ALMA-ATA-B 240511 300  052000-052500   00    1110.44  682.9   1209.84     1.80    -9999
ALMA-ATA-B 240511 300  052500-053000   00    1117.02  683.0   1217.48     2.44    -9999
ALMA-ATA-B 240511 300  053000-053500   00    1112.76  683.0   1213.40     2.10    -9999
ALMA-ATA-B 240511 300  053500-054000   00    1123.32  683.1   1225.36     3.10    -9999
ALMA-ATA-B 240511 300  054000-054500   00    1113.88  683.1   1214.98     2.23    -9999
ALMA-ATA-B 240511 300  054500-055000   00    1120.34  683.1   1222.28     2.84    -9999
ALMA-ATA-B 240511 300  055000-055500   00    1107.52  683.1   1208.56     1.69    -9999
ALMA-ATA-B 240511 300  055500-060000   00    1094.30  683.2   1194.40     0.50    -9999
ALMA-ATA-B 240511 300  060000-060500   00    1085.14  683.2   1184.44    -0.34    -9999
ALMA-ATA-B 240511 300  060500-061000   00    1093.12  683.2   1193.44     0.42    -9999
ALMA-ATA-B 240511 300  061000-061500   00    1088.16  683.2   1188.10    -0.03    -9999
ALMA-ATA-B 240511 300  061500-062000   00    1088.40  683.2   1188.40    -0.01    -9999
ALMA-ATA-B 240511 300  062000-062500   00    1089.02  683.2   1189.06     0.05    -9999
ALMA-ATA-B 240511 300  062500-063000   00    1090.28  683.2   1190.32     0.15    -9999
ALMA-ATA-B 240511 300  063000-063500   00    1094.20  683.2   1194.48     0.50    -9999
ALMA-ATA-B 240511 300  063500-064000   00    1089.76  683.2   1189.56     0.09    -9999
ALMA-ATA-B 240511 300  064000-064500   00    1092.20  683.2   1192.66     0.35    -9999
ALMA-ATA-B 240511 300  064500-065000   00    1093.94  683.3   1194.76     0.53    -9999
ALMA-ATA-B 240511 300  065000-065500   00    1104.70  683.2   1205.98     1.47    -9999
ALMA-ATA-B 240511 300  065500-070000   00    1103.42  683.2   1204.30     1.33    -9999
ALMA-ATA-B 240511 300  070000-070500   00    1103.88  683.1   1204.58     1.35    -9999
ALMA-ATA-B 240511 300  070500-071000   00    1107.24  683.1   1208.22     1.66    -9999
ALMA-ATA-B 240511 300  071000-071500   00    1102.00  683.1   1202.52     1.18    -9999
ALMA-ATA-B 240511 300  071500-072000   00    1102.38  683.2   1203.34     1.25    -9999
ALMA-ATA-B 240511 300  072000-072500   00    1107.74  683.2   1209.26     1.75    -9999
ALMA-ATA-B 240511 300  072500-073000   00    1108.94  683.2   1210.90     1.89    -9999
ALMA-ATA-B 240511 300  073000-073500   00    1105.88  683.2   1207.68     1.61    -9999
ALMA-ATA-B 240511 300  073500-074000   00    1104.14  683.2   1205.76     1.45    -9999
ALMA-ATA-B 240511 300  074000-074500   00    1109.56  683.2   1211.56     1.94    -9999
ALMA-ATA-B 240511 300  074500-075000   00    1103.92  683.3   1205.72     1.45    -9999
ALMA-ATA-B 240511 300  075000-075500   00    1103.14  683.3   1205.14     1.40    -9999
ALMA-ATA-B 240511 300  075500-080000   00    1104.42  683.3   1206.48     1.51    -9999
ALMA-ATA-B 240511 300  080000-080500   00    1111.64  683.3   1214.76     2.21    -9999
ALMA-ATA-B 240511 300  080500-081000   00    1107.74  683.3   1210.56     1.86    -9999
ALMA-ATA-B 240511 300  081000-081500   00    1108.64  683.3   1211.12     1.90    -9999
ALMA-ATA-B 240511 300  081500-082000   00    1125.56  683.3   1229.68     3.47    -9999
ALMA-ATA-B 240511 300  082000-082500   00    1116.42  683.3   1219.44     2.60    -9999
ALMA-ATA-B 240511 300  082500-083000   00    1112.36  683.3   1214.98     2.23    -9999
ALMA-ATA-B 240511 300  083000-083500   00    1104.02  683.2   1205.70     1.45    -9999
ALMA-ATA-B 240511 300  083500-084000   00    1098.54  683.2   1199.58     0.93    -9999
ALMA-ATA-B 240511 300  084000-084500   00    1094.06  683.3   1194.90     0.54    -9999
ALMA-ATA-B 240511 300  084500-085000   00    1094.42  683.3   1195.42     0.58    -9999
ALMA-ATA-B 240511 300  085000-085500   00    1093.94  683.3   1194.86     0.54    -9999
ALMA-ATA-B 240511 300  085500-090000   00    1094.78  683.3   1195.70     0.61    -9999
ALMA-ATA-B 240511 300  090000-090500   00    1099.10  683.3   1200.58     1.02    -9999
ALMA-ATA-B 240511 300  090500-091000   00    1090.10  683.3   1190.86     0.20    -9999
ALMA-ATA-B 240511 300  091000-091500   00    1097.62  683.3   1199.18     0.90    -9999
ALMA-ATA-B 240511 300  091500-092000   00    1106.64  683.3   1209.12     1.74    -9999
ALMA-ATA-B 240511 300  092000-092500   00    1103.04  683.3   1205.10     1.40    -9999
ALMA-ATA-B 240511 300  092500-093000   00    1115.22  683.3   1218.48     2.52    -9999
ALMA-ATA-B 240511 300  093000-093500   00    1111.86  683.3   1215.02     2.23    -9999
ALMA-ATA-B 240511 300  093500-094000   00    1120.74  683.3   1224.88     3.06    -9999
ALMA-ATA-B 240511 300  094000-094500   00    1131.74  683.3   1236.96     4.08    -9999
ALMA-ATA-B 240511 300  094500-095000   00    1131.22  683.4   1236.62     4.05    -9999
ALMA-ATA-B 240511 300  095000-095500   00    1137.00  683.4   1243.06     4.59    -9999
ALMA-ATA-B 240511 300  095500-100000   00    1130.64  683.4   1236.28     4.02    -9999
ALMA-ATA-B 240511 300  100000-100500   00    1125.28  683.5   1230.78     3.56    -9999
ALMA-ATA-B 240511 300  100500-101000   00    1134.06  683.5   1240.72     4.39    -9999
ALMA-ATA-B 240511 300  101000-101500   00    1123.74  683.5   1229.70     3.47    -9999
ALMA-ATA-B 240511 300  101500-102000   00    1125.92  683.6   1232.56     3.71    -9999
ALMA-ATA-B 240511 300  102000-102500   00    1118.80  683.6   1224.92     3.07    -9999
ALMA-ATA-B 240511 300  102500-103000   00    1118.58  683.6   1225.04     3.08    -9999
ALMA-ATA-B 240511 300  103000-103500   00    1118.68  683.7   1225.72     3.13    -9999
ALMA-ATA-B 240511 300  103500-104000   00    1117.16  683.7   1224.34     3.02    -9999
ALMA-ATA-B 240511 300  104000-104500   00    1110.38  683.8   1217.04     2.40    -9999
ALMA-ATA-B 240511 300  104500-105000   00    1115.12  683.8   1222.32     2.85    -9999
ALMA-ATA-B 240511 300  105000-105500   00    1116.18  683.8   1224.16     3.00    -9999
ALMA-ATA-B 240511 300  105500-110000   00    1109.98  683.9   1217.54     2.44    -9999
ALMA-ATA-B 240511 300  110000-110500   00    1118.14  683.8   1226.02     3.16    -9999
ALMA-ATA-B 240511 300  110500-111000   00    1109.14  683.8   1216.26     2.34    -9999
ALMA-ATA-B 240511 300  111000-111500   00    1108.48  683.9   1216.08     2.32    -9999
ALMA-ATA-B 240511 300  111500-112000   00    1102.54  683.9   1209.60     1.78    -9999
ALMA-ATA-B 240511 300  112000-112500   00    1104.90  683.9   1212.46     2.02    -9999
ALMA-ATA-B 240511 300  112500-113000   00    1101.60  683.9   1208.86     1.71    -9999
ALMA-ATA-B 240511 300  113000-113500   00    1099.66  683.9   1206.80     1.54    -9999
ALMA-ATA-B 240511 300  113500-114000   00    1100.64  683.9   1207.88     1.63    -9999
ALMA-ATA-B 240511 300  114000-114500   00    1094.40  684.0   1201.38     1.08    -9999
ALMA-ATA-B 240511 300  114500-115000   00    1088.32  683.9   1194.42     0.50    -9999
ALMA-ATA-B 240511 300  115000-115500   00    1097.96  684.0   1205.80     1.46    -9999
ALMA-ATA-B 240511 300  115500-120000   00    1084.92  684.1   1191.72     0.27    -9999
ALMA-ATA-B 240511 300  120000-120500   00    1097.40  684.0   1204.80     1.37    -9999
ALMA-ATA-B 240511 300  120500-121000   00    1097.28  684.0   1204.68     1.36    -9999
ALMA-ATA-B 240511 300  121000-121500   00    1094.80  684.0   1201.78     1.12    -9999
ALMA-ATA-B 240511 300  121500-122000   00    1091.34  684.0   1197.96     0.80    -9999
ALMA-ATA-B 240511 300  122000-122500   00    1092.52  684.0   1199.62     0.94    -9999
ALMA-ATA-B 240511 300  122500-123000   00    1094.58  684.0   1202.34     1.17    -9999
ALMA-ATA-B 240511 300  123000-123500   00    1098.86  684.1   1207.22     1.58    -9999
ALMA-ATA-B 240511 300  123500-124000   00    1098.14  684.1   1206.58     1.52    -9999
ALMA-ATA-B 240511 300  124000-124500   00    1104.68  684.0   1213.36     2.09    -9999
ALMA-ATA-B 240511 300  124500-125000   00    1087.98  684.1   1195.08     0.55    -9999
ALMA-ATA-B 240511 300  125000-125500   00    1096.86  684.1   1205.24     1.41    -9999
ALMA-ATA-B 240511 300  125500-130000   00    1098.00  684.1   1206.48     1.51    -9999
ALMA-ATA-B 240511 300  130000-130500   00    1097.16  684.1   1205.50     1.43    -9999
ALMA-ATA-B 240511 300  130500-131000   00    1091.58  684.1   1199.02     0.89    -9999
ALMA-ATA-B 240511 300  131000-131500   00    1097.76  684.0   1205.72     1.45    -9999
ALMA-ATA-B 240511 300  131500-132000   00    1095.90  684.0   1203.14     1.23    -9999
ALMA-ATA-B 240511 300  132000-132500   00    1091.44  683.9   1197.92     0.79    -9999
ALMA-ATA-B 240511 300  132500-133000   00    1099.74  684.0   1207.28     1.58    -9999
ALMA-ATA-B 240511 300  133000-133500   00    1099.94  684.1   1208.40     1.68    -9999
ALMA-ATA-B 240511 300  133500-134000   00    1082.00  684.2   1189.20     0.06    -9999
ALMA-ATA-B 240511 300  134000-134500   00    1088.24  684.2   1196.52     0.68    -9999
ALMA-ATA-B 240511 300  134500-135000   00    1102.84  684.2   1212.78     2.04    -9999
ALMA-ATA-B 240511 300  135000-135500   00    1090.56  684.3   1199.76     0.95    -9999
ALMA-ATA-B 240511 300  135500-140000   00    1092.46  684.3   1201.94     1.13    -9999
ALMA-ATA-B 240511 300  140000-140500   00    1099.12  684.3   1209.30     1.75    -9999
ALMA-ATA-B 240511 300  140500-141000   00    1085.98  684.3   1194.92     0.54    -9999
ALMA-ATA-B 240511 300  141000-141500   00    1090.26  684.3   1199.74     0.95    -9999
ALMA-ATA-B 240511 300  141500-142000   00    1090.40  684.3   1199.94     0.96    -9999
ALMA-ATA-B 240511 300  142000-142500   00    1086.22  684.4   1195.66     0.60    -9999
ALMA-ATA-B 240511 300  142500-143000   00    1081.36  684.4   1190.74     0.19    -9999
ALMA-ATA-B 240511 300  143000-143500   00    1079.64  684.4   1189.10     0.05    -9999
ALMA-ATA-B 240511 300  143500-144000   00    1064.06  684.5   1172.26    -1.37    -9999
ALMA-ATA-B 240511 300  144000-144500   00    1069.44  684.5   1178.30    -0.86    -9999
ALMA-ATA-B 240511 300  144500-145000   00    1065.62  684.5   1174.00    -1.22    -9999
ALMA-ATA-B 240511 300  145000-145500   00    1066.44  684.5   1174.96    -1.14    -9999
ALMA-ATA-B 240511 300  145500-150000   00    1076.62  684.5   1186.38    -0.18    -9999
ALMA-ATA-B 240511 300  150000-150500   00    1077.92  684.5   1188.06    -0.04    -9999
ALMA-ATA-B 240511 300  150500-151000   00    1067.68  684.5   1176.90    -0.98    -9999
ALMA-ATA-B 240511 300  151000-151500   00    1073.20  684.6   1183.24    -0.44    -9999
ALMA-ATA-B 240511 300  151500-152000   00    1076.58  684.6   1187.36    -0.10    -9999
ALMA-ATA-B 240511 300  152000-152500   00    1060.90  684.6   1170.08    -1.55    -9999
ALMA-ATA-B 240511 300  152500-153000   00    1069.30  684.7   1179.52    -0.75    -9999
ALMA-ATA-B 240511 300  153000-153500   00    1084.22  684.7   1196.06     0.64    -9999
ALMA-ATA-B 240511 300  153500-154000   00    1071.86  684.7   1182.74    -0.48    -9999
ALMA-ATA-B 240511 300  154000-154500   00    1072.48  684.7   1183.28    -0.44    -9999
ALMA-ATA-B 240511 300  154500-155000   00    1085.92  684.7   1197.90     0.79    -9999
ALMA-ATA-B 240511 300  155000-155500   00    1072.76  684.6   1183.04    -0.46    -9999
ALMA-ATA-B 240511 300  155500-160000   00    1076.96  684.7   1187.94    -0.05    -9999
ALMA-ATA-B 240511 3600 160000-170000   00    1081.56  684.6   1192.55     0.34    -9999
ALMA-ATA-B 240511 3600 170000-180000   00    1080.70  684.5   1190.95     0.21    -9999
ALMA-ATA-B 240511 3600 180000-190000   00    1071.84  684.4   1180.09    -0.71    -9999
ALMA-ATA-B 240511 3600 190000-200000   00    1078.15  683.9   1183.26    -0.44    -9999
ALMA-ATA-B 240511 3600 200000-210000   00    1084.53  683.7   1187.89    -0.05    -9999
ALMA-ATA-B 240511 3600 210000-220000   00    1093.93  683.3   1194.93     0.54    -9999
ALMA-ATA-B 240511 3600 220000-230000   00    1094.65  683.0   1193.58     0.43    -9999
ALMA-ATA-B 240511 3600 230000-240000   00    1098.89  682.7   1195.34     0.58    -9999
ALMA-ATA-B 240512 3600 000000-010000   00    1095.65  682.9   1193.34     0.41    -9999
ALMA-ATA-B 240512 3600 010000-020000   00    1093.06  682.8   1189.78     0.11    -9999
ALMA-ATA-B 240512 3600 020000-030000   00    1105.33  682.6   1201.54     1.10    -9999
ALMA-ATA-B 240512 3600 030000-040000   00    1109.75  682.4   1204.72     1.36    -9999
ALMA-ATA-B 240512 3600 040000-050000   00    1112.28  682.3   1206.50     1.52    -9999
ALMA-ATA-B 240512 3600 050000-060000   00    1112.96  682.3   1206.97     1.55    -9999
ALMA-ATA-B 240512 3600 060000-070000   00    1113.00  682.2   1206.40     1.51    -9999
ALMA-ATA-B 240512 3600 070000-080000   00    1111.00  682.0   1202.16     1.15    -9999
ALMA-ATA-B 240512 3600 080000-090000   00    1111.90  681.8   1201.79     1.12    -9999
ALMA-ATA-B 240512 3600 090000-100000   00    1105.97  681.5   1192.78     0.36    -9999
ALMA-ATA-B 240512 3600 100000-110000   00    1102.39  681.5   1188.54     0.00    -9999
ALMA-ATA-B 240512 3600 110000-120000   00    1101.87  681.5   1188.83     0.03    -9999
ALMA-ATA-B 240512 3600 120000-130000   00    1100.47  681.7   1188.39    -0.01    -9999
ALMA-ATA-B 240512 3600 130000-140000   00    1098.14  681.8   1187.27    -0.10    -9999
ALMA-ATA-B 240512 3600 140000-150000   00    1096.95  682.0   1187.68    -0.07    -9999
ALMA-ATA-B 240512 3600 150000-160000   00    1090.90  682.3   1182.90    -0.47    -9999
ALMA-ATA-B 240512 3600 160000-170000   00    1089.36  682.2   1181.13    -0.62    -9999
ALMA-ATA-B 240512 3600 170000-180000   00    1093.57  682.1   1184.42    -0.34    -9999
ALMA-ATA-B 240512 3600 180000-190000   00    1089.89  682.1   1180.65    -0.66    -9999
ALMA-ATA-B 240512 3600 190000-200000   00    1100.10  681.2   1184.15    -0.37    -9999
ALMA-ATA-B 240512 3600 200000-210000   00    1107.12  681.1   1190.50     0.17    -9999
ALMA-ATA-B 240512 3600 210000-220000   00    1117.99  680.9   1200.70     1.03    -9999
ALMA-ATA-B 240512 3600 220000-230000   00    1122.23  680.7   1203.26     1.24    -9999
ALMA-ATA-B 240512 3600 230000-240000   00    1131.89  680.8   1214.56     2.19    -9999
*
COMMENT NM DATA DOWNLOADED FROM NMDB ON 14.5.2024
COMMENT DETRENDING CANNOT BE ROBUSTLY DONE
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-03 09:23:40 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE74/C074AATB.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
